|word_ru|word_uz|topic_index|topic_ru|chapter_index|chapter_ru|part_index|part_ru
3265|импорт|import|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3266|импортёр|importchi|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3267|импортировать|import qilmoq|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3268|импортный|import qilingan|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3269|экспортёр|eksportchi|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3270|экспортировать|eksport qilmoq|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3271|товар|tovar|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3272|партия (груза)|partiya|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3273|вес|vazn|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3274|объём|hajm|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3275|кубический метр|kub metr|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3276|производитель|ishlab chiqaruvchi|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3277|транспортная компания|transport kompaniyasi|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3278|контейнер|konteyner|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3279|граница|chegara|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3280|таможня|bojxona|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3281|таможенная пошлина|bojxona boji|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3282|таможенник|bojxona xodimi|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3283|контрабанда (действия)|kontrabanda mollarini o‘tkazish|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3284|контрабанда (товары)|kontrabanda mollari|108|Импорт-Экспорт|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3285|акция|aktsiya|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3286|облигация|obligatsiya|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3287|вексель|veksel|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3288|биржа|birja|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3289|курс акций|aktsiyalar kursi|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3290|подешеветь|arzonlashmoq|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3291|подорожать|qimmatlashmoq|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3292|контрольный пакет|nazorat paketi|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3293|инвестиции|investitsiyalar|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3294|инвестировать|investitsiya qilmoq|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3295|процент|foiz|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3296|проценты (доход)|sarmoyadan kelgan daromad|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3297|прибыль|foyda|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3298|прибыльный|foydali|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3299|налог|soliq|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3300|валюта|valyuta|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3301|национальный|milliy|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3302|обмен|almashtirish|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3303|бухгалтер|buxgalter|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3304|бухгалтерия|buxgalteriya|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3305|банкротство|bankrotlik|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3306|крах|barbod bo‘lish|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3307|разорение|xonavayron bo‘lish|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3308|разориться|xonavayron bo‘lmoq|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3309|инфляция|inflyatsiya|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3310|девальвация|devalvatsiya|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3311|капитал|sarmoya|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3312|доход|daromad|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3313|оборот|aylanma|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3314|ресурсы|resurslar|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3315|денежные средства|pul mablag‘lari|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3316|накладные расходы|qo‘shimcha xarajatlar|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3317|сократить (расходы)|qisqartirmoq|109|Финансы|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3318|маркетинг|marketing|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3319|рынок|bozor|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3320|сегмент рынка|bozor segmenti|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3321|продукт|mahsulot|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3322|товар|tovar|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3323|торговая марка|savdo belgisi|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3324|фирменный знак|firma belgisi|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3325|логотип|logotip|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3326|спрос|talab|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3327|предложение|taklif|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3328|потребность|ehtiyoj|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3329|потребитель|isteʼmolchi|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3330|анализ|tahlil|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3331|анализировать|tahlil qilmoq|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3332|позиционирование|pozitsiyalash|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3333|позиционировать|pozitsiyalamoq|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3334|цена|narx|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3335|ценовая политика|narx-navo siyosati|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3336|ценообразование|narxning belgilanishi|110|Маркетинг|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3337|реклама|reklama|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3338|рекламировать|reklama qilmoq|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3339|бюджет|byudjet|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3340|реклама (объявление)|reklama|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3341|телереклама|telereklama|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3342|реклама на радио|radioda reklama berish|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3343|наружная реклама|tashqi reklama|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3344|масс медиа|ommaviy axborot vositalari|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3345|периодическое издание|davriy nashrlar|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3346|имидж|imij|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3347|лозунг|shior|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3348|девиз|shior|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3349|кампания (промоушн ~)|kampaniya|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3350|рекламная кампания|reklama kampaniyasi|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3351|целевая аудитория|maqsadli auditoriya|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3352|визитная карточка|vizit kartochkasi|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3353|листовка|varaqa|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3354|брошюра|risola|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3355|буклет|buklet|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3356|бюллетень|byulleten|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3357|вывеска|viveska|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3358|плакат|plakat|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3359|рекламный щит|shchit|111|Реклама|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3360|банк|bank|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3361|отделение|bo‘lim|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3362|консультант|maslahatchi|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3363|управляющий|boshqaruvchi|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3364|счёт (в банке)|hisob raqam|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3365|номер счёта|hisob-raqam soni|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3366|текущий счёт|joriy hisob-raqami|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3367|накопительный счёт|jamg‘arma hisob-raqami|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3368|открыть счёт|hisob-raqamni ochmoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3369|закрыть счёт|hisob-raqamni yopmoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3370|положить на счёт|hisob-raqamga qo‘ymoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3371|снять со счёта|hisob-raqamdan olmoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3372|вклад|omonat|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3373|сделать вклад|omonat qo‘ymoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3374|перевод|o‘tkazish|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3375|сделать перевод|o‘tkazmoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3376|сумма|summa|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3377|Сколько? (о деньгах)|Qancha?|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3378|подпись|imzo|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3379|подписать|imzolamoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3380|кредитная карта|kredit kartasi|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3381|код|kod|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3382|номер кредитной карты|kredit kartasining tartib raqami|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3383|банкомат|bankomat|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3384|чек|chek|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3385|выписать чек|chek yozib bermoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3386|чековая книжка|chek daftarchasi|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3387|кредит|kredit|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3388|обращаться за кредитом|kredit olish uchun murojaat qilmoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3389|брать кредит|kredit olmoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3390|предоставлять кредит|kredit bermoq|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3391|гарантия (залог)|kafolat|112|Банк|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3392|телефон|telefon|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3393|мобильный телефон|mobil telefon|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3394|автоответчик|avtomatik javob beruvchi|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3395|звонить (по телефону)|qo‘ng‘iroq qilmoq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3396|звонок (по телефону)|qo‘ng‘iroq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3397|набрать номер|raqam termoq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3398|Алло!|Allo!|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3399|спросить|so‘ramoq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3400|ответить|javob bermoq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3401|слышать|eshitmoq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3402|хорошо|yaxshi|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3403|плохо|yomon|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3404|помехи|xalal beruvchi shovqin|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3405|трубка (телефонная)|trubka|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3406|снять трубку|trubkani olmoq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3407|положить трубку|trubkani qo‘ymoq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3408|занятый (о линии)|band|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3409|звонить (о телефоне)|qo‘ng‘iroq qilmoq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3410|телефонная книга|telefon kitobi|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3411|местный (звонок)|mahalliy|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3412|местный звонок|mahaMiy qo‘ng‘iroq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3413|междугородний|shaharlararo|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3414|междугородний звонок|shaharlararo qo‘ng‘iroq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3415|международный|xalqaro|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3416|международный звонок|xalqaro qo‘ng‘iroq|113|Телефон. Общение по телефону|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3417|мобильный телефон|mobil telefon|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3418|дисплей|displey|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3419|кнопка|tugma|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3420|SIM-карта|SIM-karta|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3421|батарея|batareya|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3422|разрядиться|razryadka bo‘lmoq|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3423|зарядное устройство|zaryad qilish moslamasi|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3424|меню|menyu|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3425|настройки|sozlashlar|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3426|мелодия|melodiya|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3427|выбрать|tanlamoq|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3428|калькулятор|kalkulyator|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3429|автоответчик|avtomatik javob beruvchi|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3430|будильник|budilnik|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3431|телефонная книга|telefon kitobi|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3432|SMS-сообщение|SMS-xabar|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3433|абонент|abonent|114|Телефон. Мобильный телефон|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3434|шариковая ручка|avtoruchka|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3435|перьевая ручка|peroli ruchka|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3436|карандаш|qalam|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3437|маркер|marker|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3438|фломастер|flomaster|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3439|блокнот|yon daftarcha|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3440|ежедневник|kundalik yozuv daftari|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3441|линейка|chizg‘ich|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3442|калькулятор|kalkulyator|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3443|ластик|o‘chirg‘ich|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
3444|кнопка|knopka|115|Канцелярские принадлежности|11|работа / бизнес / часть 1|4|ДЕЯТЕЛЬНОСТЬ ЧЕЛОВЕКА
