|word|lemma
5508.0|Online|online
5510.0|Tütenreis|der Tütenreis
5511.0|unbeque-e-em|unbequem
5522.0|Machtansprüchen|der Machtanspruch
5528.0|starrn|starren
5530.0|nanntest|nennen
5534.0|Medallion|das Medaillon
5535.0|find|finden
5538.0|Häng|hängen
5540.0|Würdest|würden
5543.0|Fängt|fangen
5545.0|Totesi|Totesi
5546.0|häng|hängen
5550.0|Idiocracy|Idiokratie
5551.0|RocknRoll|Rock’n’Roll
5552.0|Fashion-Ikone|die Fashion-Ikone
5555.0|hoffn|hoffen
5559.0|iPhone|
5563.0|Intresse|das Interesse
5565.0|Dad-Joke|der Dad-Joke
5566.0|come|come
5568.0|doubt|doubt
5569.0|-ment|das -ment
5571.0|loslauf|loslaufen
5573.0|Aint|Aint
5574.0|nobody|nobody
5575.0|Me|Me
5576.0|Bout|Bout
5577.0|things|die Dinge
5579.0|miss|miss
5581.0|help|help
5582.0|leave|leave
5583.0|mess|das Chaos
5584.0|And|And
5585.0|wont|werde nicht
5586.0|explain|explain
5587.0|fashion|die Mode
5588.0|lackin|fehlend
5589.0|Thats|das ist
5590.0|time|die Zeit
5591.0|detachin|loslösen
5592.0|phones|die Telefone
5593.0|stat|stat
5594.0|internet|das Internet
5595.0|distract|distract
5596.0|where|where
5597.0|winner|der Gewinner
5598.0|at|at
5599.0|Too|Too
5600.0|many|viele
5602.0|rabbit|das Kaninchen
5603.0|hole|das Loch
5604.0|complain|complain
5605.0|bout|bout
5606.0|This|This
5607.0|rapper|rapper
5608.0|though|though
5609.0|Came|kam
5610.0|here|here
5611.0|spin|spin
5612.0|backwind|der Rückenwind
5614.0|Breakdancin|Breakdance
5615.0|since|since
5616.0|then|then
5617.0|Everybody|Everybody
5618.0|little|little
5619.0|unplug|abstecken
5620.0|appreciate|appreciate
5621.0|distortion|die Verzerrung
5622.0|much|much
5624.0|Here|Here
5625.0|comes|kommt
5626.0|the|der/die/das
5627.0|How|how
5628.0|now|now
5629.0|wirfst|werfen
5638.0|kommst|kommen
5639.0|ausbrannen|ausbrennen
5642.0|Fähnche|das Fähnchen
5643.0|Ölige|ölig
5644.0|gelegt|legen
5646.0|regenbogen|der Regenbogen
5649.0|But|but
5650.0|wait|wait
5652.0|Töchter|die Tochter
5653.0|Respektieren|respektieren
5654.0|Lackieren|lackieren
5655.0|Nägel|der Nagel
5657.0|Spiegel-TV|das Spiegel-TV
5662.0|Knibbel|knibbeln
5663.0|Heckscheibenaufkleber|der Heckscheibenaufkleber
5664.0|geschmolzen|schmelzen
5667.0|Pompeii|Pompeji
5668.0|Rammstein-Konzert|das Rammstein-Konzert
5669.0|Rammstein|Rammstein
5672.0|Canceln|canceln
5675.0|Vererbt|vererben
5676.0|Häusschen|das Häuschen
5679.0|Wünscht|wünschen
5680.0|Geschlechtern|das Geschlecht
5681.0|Geschminkt|schminken
5685.0|A-Wort|das A-Wort
5686.0|Z-Wort|das Z-Wort
5687.0|I-Wort|das I-Wort
5688.0|Münder|der Mund
5689.0|Verbieten|verbieten
5693.0|Anachronismen|der Anachronismus
5694.0|Kapitalistische|kapitalistisch
5695.0|Liebeslieder|das Liebeslied
5696.0|name|der Name
5697.0|ching|kling
5700.0|Maeckes|Maeckes
5701.0|Startgebot|das Startgebot
5703.0|they|they
5704.0|Doppelte|doppelt
5706.0|Tätowier|tätowieren
5708.0|Klingt|klingen
5709.0|Möchten|mögen
5710.0|Maecke|Maecke
5711.0|angetraut|antrauen
5713.0|Streaming-Plattform|die Streaming-Plattform
5714.0|hochgeladen|hochladen
5715.0|fühln|fühlen
5720.0|lenk|lenken
5721.0|net|nett
5724.0|wünschn|wünschen
5726.0|Fühl|fühlen
5730.0|konzen-|konzentrieren
5731.0|Bring|bringen
5732.0|En-|enden
5735.0|Turn|turnen
5736.0|Süchte|die Sucht
5743.0|Rape|die Vergewaltigung
5744.0|Porn|der Porno
5745.0|Positivity|die Positivität
5747.0|Goals|die Ziele
5748.0|Hate|der Hass
5750.0|fake|fake
5751.0|AI|die KI
5752.0|be|be
5753.0|Voice|die Stimme
5754.0|notes|die Notizen
5756.0|Mails|die Mail
5757.0|Hah|hah
5758.0|Junger|jung
5759.0|gefährlig|gefährlich
5761.0|verückt|verrückt
5767.0|Sonneklaaaaar|sonnenklar
5771.0|trink|trinken
5773.0|Woooh|wuh
5780.0|Ride|ride
5782.0|Erlebe|erleben
5791.0|Bauchrede|die Bauchrede
5801.0|Rapidshare|Rapidshare
5803.0|Fremden|der Fremde
5807.0|Fleckenzwerg|der Fleckenzwerg
5808.0|Jungeer|der Jungeer
5809.0|Wooh|wuh
5811.0|reien|reißen
5812.0|Leuchtkette|die Leuchtkette
5813.0|ICH|ich
5816.0|Lets|lass uns
5817.0|Sektbole|die Sektbole
5818.0|McDonalds|McDonalds
5822.0|Denkst|denken
5824.0|Abenteuerreiten|das Abenteuerreiten
5826.0|  |
5828.0|Tagtäglich|tagtäglich
5831.0|Dratesel|das Drahtesel
5832.0|Hühner|das Huhn
5833.0|Farmgegend|die Farmgegend
5834.0|Schlafen|schlafen
5838.0|Pssst|psst
5841.0|ham|haben
5844.0|reingucken|reingucken
5855.0|Spidermann|der Spidermann
5856.0|Illuminatensymbol|das Illuminatensymbol
5862.0|erwach|erwachen
5863.0|Kellerschacht|der Kellerschacht
5865.0|hingehn|hingehen
5868.0|außerirdische|außerirdisch
5869.0|Blutorangensaft|der Blutorangensaft
5870.0|Ufolandeplatz|der Ufolandeplatz
5874.0|Kennedy|Kennedy
5877.0|Weißheit|die Weisheit
5882.0|schwarz-weiß|schwarz-weiß
5885.0|fängen|fangen
5887.0|bau|bauen
5888.0|Dünengra|das Dünengra
5895.0|flüsteren|flüstern
5899.0|zweit|zweite
5907.0|erzähln|erzählen
5908.0|Aaaaaaaaaaaaah|aah
5913.0|wären|sein
5919.0|Forster|Forster
5921.0|verschworn|verschwören
5922.0|auseinandergehn|auseinandergehen
5923.0|unsre|unsere
5924.0|zusammn|zusammen
5925.0|Johnny|Johnny
5927.0|Tindern|tindern
5930.0|träumn|träumen
5931.0|Bengeln|der Bengel
5932.0|brechn|brechen
5933.0|fucking|fucking
5934.0|neugebaut|neu gebaut
5941.0|Graue|grau
5945.0|finds|finden
5952.0|viert|vierte
5957.0|Non-Stop|Nonstop
5969.0|Panini-Flasche|die Panini-Flasche
5972.0|Fahr|fahren
5978.0|Wusst|wissen
5981.0|Toyota|Toyota
5983.0|Merci|merci
5984.0|calling|calling
5985.0|trick|der Trick
5986.0|fünfundneunzig|fünfundneunzig
5987.0|unserr|unser
5993.0|Verflossenem|der Verflossene
5994.0|Schwimmt|schwimmen
5996.0|fleigen|fliegen
5997.0|fällts|fallen
5998.0|Zurückholn|zurückholen
5999.0|Zwischendrin|zwischendrin
6001.0|beginnn|beginnen
6005.0|Upside|die Oberseite
6007.0|Gedank|der Gedanke
6008.0|leergeraucht|leer geraucht
6009.0|Surreal|surreal
6010.0|sleeping|sleeping
6011.0|beauty|die Schönheit
6012.0|Can|kann
6013.0|hear|hear
6014.0|call|call
6015.0|duty|die Pflicht
6016.0|world|world
6017.0|has|hat
6018.0|gone|gegangen
6019.0|completely|vollständig
6020.0|nuts|nuts
6021.0|were|waren
6023.0|rise|aufsteigen
6024.0|we|wir
6025.0|Authoritarian|autoritär
6026.0|nationalist|nationalistisch
6027.0|Borks|die Borks
6029.0|with|mit
6030.0|torches|die Fackeln
6031.0|pitchfork|Heugabel
6033.0|people|die Leute
6034.0|past|vergangen
6035.0|True|wahr
6036.0|Germans|Deutsche
6037.0|Better|besser
6038.0|run|laufen
6039.0|Ten|zehn
6040.0|bicycle|Fahrrad
6041.0|helmets|die Helme
6042.0|Sight|Sicht
6043.0|Jack|Jack
6044.0|Wolfskin|Wolfskin
6045.0|jacket|Jacke
6046.0|marching|marschierend
6047.0|through|durch
6048.0|Night|Nacht
6049.0|Birkenstocks|die Birkenstocks
6050.0|stomp|stampfen
6051.0|ground|Boden
6052.0|Munching|mampfen
6055.0|earth-shattering|erderschütternd
6056.0|sound|Klang
6057.0|true|wahr
6058.0|We|Wir
6059.0|Xenophobic|fremdenfeindlich
6060.0|biggest|größte
6061.0|fear|Angst
6062.0|strong|stark
6063.0|leaders|Führer
6064.0|fences|die Zäune
6065.0|walls|die Wände
6066.0|being|sein
6067.0|us|uns
6068.0|takes|nimmt
6069.0|Bigger|größer
6070.0|balls|die Bälle
6071.0|cause|Ursache
6073.0|compassionate|mitfühlend
6074.0|considerate|rücksichtsvoll
6075.0|reasonable|vernünftig
6076.0|social|sozial
6077.0|temperate|gemäßigt
6078.0|peaceful|friedlich
6079.0|clear|klar
6080.0|loud|laut
6081.0|proud|stolz
6082.0|remind|erinnern
6083.0|That|das
6084.0|once|einmal
6085.0|been|gewesen
6086.0|Stupid|dumm
6087.0|too|auch
6089.0|Wicked|böse
6090.0|hair|Haar
6091.0|already|schon
6092.0|there|dort
6094.0|Teutonic|teutonisch
6095.0|expertise|Expertise
6096.0|assholery|das Arschlochverhalten
6097.0|leads|führt
6098.0|election|Wahl
6099.0|vote|Stimme
6101.0|see|sehen
6102.0|more|mehr
6103.0|IQ-test|IQ-Test
6104.0|failed|gescheitert
6105.0|Weve|wir haben
6106.0|learned|gelernt
6107.0|lesson|Lektion
6108.0|take|nehmen
6109.0|advice|Rat
6110.0|Hold|halten
6111.0|Together|zusammen
6112.0|try|versuchen
6113.0|open|offen
6114.0|multi-cultural|multikulturell
6115.0|Modest|bescheiden
6116.0|Poor|arm
6117.0|neighbor|Nachbar
6120.0|Human|menschlich
6121.0|dignity|Würde
6122.0|unimpeachable|unantastbar
6123.0|will|wird
6124.0|learn|lernen
6125.0|if|wenn
6126.0|even|sogar
6127.0|teachable|lehrbar
6128.0|longer|länger
6129.0|murderous|mörderisch
6130.0|vandal|der Vandale
6132.0|Or|oder
6133.0|well|gut
6134.0|Socks|Socken
6136.0|Reserving|reservieren
6137.0|sun|Sonne
6138.0|loungers|die Liegen
6139.0|towels|die Handtücher
6140.0|Vegan|vegan
6141.0|sausage|Wurst
6142.0|Bowels|die Eingeweide
6143.0|dickheads|die Idioten
6144.0|good|gut
6145.0|look|Aussehen
6146.0|these|diese
6147.0|citizens|Bürger
6148.0|Of|von
6150.0|year|Jahr
6151.0|2016|zweitausendsechzehn
6152.0|perfectly|perfekt
6153.0|them|sie
6154.0|do|tun
6155.0|whatever|was auch immer
6156.0|want|wollen
6158.0|brains|die Gehirne
6159.0|Fuckface|Fuckface
6160.0|Because|weil
6161.0|theyre|sie sind
6163.0|beings|Wesen
6164.0|everyone|jeder
6165.0|else|anders
6166.0|Have|haben
6167.0|heard|gehört
6168.0|categorical|kategorisch
6170.0|asshole|Arschloch
6171.0|Read|lesen
6173.0|cunt|Fotze
6174.0|enlightened|aufgeklärt
6175.0|responsible|verantwortlich
6176.0|recycle|recyceln
6178.0|forgiving|vergeben
6180.0|forget|vergessen
6182.0|freedom|Freiheit
6183.0|speech|Rede
6184.0|European|europäisch
6185.0|unity|Einheit
6186.0|Fanta|die Fanta
6187.0|diversity|Vielfalt
6188.0|selfless|selbstlos
6190.0|Bella|Bella
6191.0|bella|bella
6192.0|Trafen|trafen
6196.0|Bringen|bringen
6199.0|Sehn|sehen
6200.0|Bewegen|bewegen
6203.0|verschwende|verschwende
6205.0|Maskierter|der Maskierte
6207.0|probiern|probieren
6208.0|reingehn|reingehen
6209.0|einsehn|einsehen
6224.0|nischen|nischen
6225.0|iIIch|ich
6226.0|mu-|mu-
6227.0|Taking|nehmen
6228.0|ride|Fahrt
6229.0|machine|Maschine
6230.0|1991|neunzehnhunderteinundneunzig
6231.0|sixteen|sechzehn
6233.0|dad|Papa
6234.0|smoking|rauchend
6235.0|drinking|trinkend
6236.0|beer|Bier
6237.0|roof|Dach
6238.0|Hope|Hoffnung
6240.0|mum|Mama
6241.0|she|sie
6242.0|would|würde
6243.0|disapprove|missbilligen
6244.0|90ern|neunziger
6249.0|aufgenommn|aufgenommen
6251.0|ghen|gehen
6252.0|fürn|für einen
6253.0|1990s|neunziger
6254.0|blick|Blick
6256.0|schwärm|schwärmen
6257.0|Throwing|werfen
6258.0|empty|leer
6259.0|bottles|die Flaschen
6260.0|16th|sechzehnte
6261.0|floor|Stock
6262.0|Were|wir waren
6264.0|some|einige
6265.0|nights|Nächte
6266.0|hope|hoffen
6267.0|tomorrow|morgen
6268.0|late|spät
6269.0|school|Schule
6271.0|Afterparty-Rave|der Afterparty-Rave
6272.0|Laber|das Labern
6275.0|abend|der Abend
6276.0|achter|der Achter
6277.0|erfahrn|erfahren
6278.0|1990|neunzehnhundertneunzig
6279.0|blickn|blicken
6280.0|Jön|der Jön
6281.0|Reggel|der Reggel
6282.0|irány|die Richtung
6284.0|Amennyi|so viel
6285.0|nálad|bei dir
6286.0|Az|das Az
6287.0|odaviszed|hinbringen
6288.0|Hamamma|das Hamamma
6289.0|Attól|Attól
6290.0|majd|später
6291.0|megváltozik|sich ändern
6292.0|Közérzeted|dein Wohlbefinden
6293.0|És|És
6294.0|egész|egész
6295.0|nap|der Nap
6296.0|Mondogatod|mondogatod
6297.0|Magadba|in dich
6298.0|Minek|Minek
6299.0|mi|mi
6300.0|meg|meg
6301.0|nincs|es gibt nicht
6302.0|Mikor|Mikor
6303.0|Csuklódon|an deinem Handgelenk
6304.0|Kattan|klicken
6305.0|bilincs|die Handschelle
6307.0|Pozíciódón|an deiner Position
6308.0|változtatnál|változtatnál
6309.0|De|De
6310.0|ezen|ezen
6311.0|Ajtón|an der Tür
6312.0|Kilincs|die Klinke
6313.0|Trepp|die Treppe
6314.0|Versandsoldat|der Versandsoldat
6315.0|Logistikproletariat|das Logistikproletariat
6321.0|Zalando|Zalando
6322.0|mirs|mirs
6327.0|Pausenzeit|die Pausenzeit
6328.0|Gefangen|gefangen
6343.0|Sub-Sub-Sub-Sub-Subunternehmer|der Subunternehmer
6344.0|Paketkurier|der Paketkurier
6357.0|Fruchtsaftverordnung|die Fruchtsaftverordnung
6361.0|Drei-Wetter-Taft|das Drei-Wetter-Taft
6362.0|Ham|der Ham
6365.0|beschwer|beschweren
6366.0|bräuchen|bräuchen
6367.0|siebter|der Siebte
6368.0|fands|fanden
6374.0|gehten|gehen
6377.0|wehr|wehren
6378.0|stirben|sterben
6380.0|wunden|die Wunde
6382.0|brichst|brechen
6383.0|schen|schen
6385.0|Haie|die Haie
6386.0|werdsen|werden
6393.0|sohn|der Sohn
6396.0|Tabakschicht|die Tabakschicht
6397.0|Kommst|kommen
6398.0|drück|drücken
6405.0|zwanzigrad|zwanzig Grad
6409.0|gfrieren|gefrieren
6411.0|glitzeren|glitzern
6415.0|blieben|bleiben
6416.0|Typisch|typisch
6417.0|vorbeiEin|vorbeigehen
6419.0|ws|das ws
6420.0|Frier|frieren
6422.0|wähl|wählen
6423.0|112|einhundertzwölf
6424.0|Dumm|dumm
6425.0|Rambimmel|die Rambimmel
6426.0|rabammel|rabammeln
6428.0|bumm|bummen
6429.0|hamwa|haben wir
6430.0|müd|müde
6432.0|Big|der Big
6433.0|Bang|bang
6434.0|Bumm|das Bumm
6439.0|Krrrksn|das Krrrksn
6445.0|Besten|die Besten
6448.0|Früher|früher
6449.0|Bunnie|das Bunnie
6455.0|Waher|wahren
6456.0|Getrübt|getrübt
6458.0|Möge|mögen
6459.0|Klaren|klar
6464.0|ann|an
6466.0|scheissen|scheißen
6468.0|Unsre|unsere
6469.0|asphaltiern|asphaltieren
6472.0|Discovery|die Discovery
6473.0|90|neunzig
6475.0|discovern|discovern
6477.0|Q7|der Q7
6481.0|Porsche-Fahrn|Porsche fahren
6487.0|Asphaltwüste|die Asphaltwüste
6490.0|260|zweihundertsechzig
6492.0|weinn|weinen
6495.0|Brumm-Brumm|das Brumm-Brumm
6496.0|La-la-la|la-la-la
6497.0|la-la-la|la-la-la
6498.0|La-la-la-la-la-la-la-la|la-la-la-la-la-la-la-la
6500.0|Falschparken|das Falschparken
6501.0|Zebrastreife|der Zebrastreifen
6502.0|Wolln|wollen
6505.0|Disney|Disney
6508.0|30|dreißig
6509.0|50|fünfzig
6514.0|gehörn|gehören
6515.0|Gestatt|gestatten
6523.0|Lebenslang|lebenslang
6525.0|sichs|sich’s
6526.0|Schöneres|schöner
6527.0|Romantische|romantische
6529.0|Höllenritt|der Höllenritt
6530.0|Dritt|das Dritt
6537.0|schwengen|schwengen
6540.0|Fällst|fallen
6542.0|findeen|finden
6544.0|Leisen|die Leise
6545.0|Kb|das Kilobyte
6546.0|eure|eure
6547.0|Lieblings-Rapperin|die Lieblings-Rapperin
6550.0|Chewbacca|der Chewbacca
6551.0|Teleskop-Schlagstock|der Teleskop-Schlagstock
6552.0|Raplegende|die Raplegende
6553.0|funky|funky
6554.0|Motherfucker|der Motherfucker
6556.0|dAmour|d'amour
6559.0|ruhigen|ruhig
6560.0|Zerbrechlichen|zerbrechlich
6563.0|verdächtige|verdächtigen
6565.0|verschlungen|verschlingen
6567.0|Gegenprogramm|das Gegenprogramm
6573.0|Internet-Armee|die Internet-Armee
6576.0|michverbrannt|sich verbrennen
6577.0|Dubist|du bist
6578.0|Wasserund|Wasser und
6580.0|inalle|in alle
6582.0|Pre-Refrain|der Pre-Refrain
6584.0|reichts|reichen
6585.0|Olé|Olé
6586.0|reicht|reichen
6594.0|nan|
6595.0|Hätte|haben
6596.0|vielbenutzt|viel benutzt
6599.0|ick|ick
6600.0|dit|dit
6601.0|jern|gern
6603.0|keen|kein
6605.0|jewonnen|gewinnen
6612.0|Angelina|die Angelina
6613.0|Jolie|die Jolie
6614.0|anner|ander
6616.0|se|sie
6617.0|anjequatsch|an je quatsch
6618.0|palavert|palavern
6620.0|Brad|der Brad
6621.0|Pitt|der Pitt
6625.0|jeschmissen|schmeißen
6626.0|NEIN|nein
6627.0|haten|haten
6628.0|pubertierend|pubertieren
6630.0|eener|einer
6633.0|jewesen|gewesen
6634.0|Hätten|haben
6635.0|NE|ne
6636.0|neugeborn|neu geboren
6637.0|Ohohohohoh|oh-oh-oh
6638.0|bekloppen|bekloppen
6641.0|losgerocken|losrocken
6642.0|Birnen|die Birne
6643.0|einjeweckt|einwecken
6645.0|icke|icke
6646.0|jetze|jetzt
6647.0|Fukushimaaktie|die Fukushimaaktie
6648.0|allet|allet
6654.0|keener|keiner
6657.0|kleen|klein
6658.0|Skit|das Skit
6659.0|diesjahr|dies Jahr
6661.0|mikrig|mickrig
6662.0|findest|finden
6663.0|Haste|haben
6664.0|irgendwat|irgendwas
6665.0|jemacht|machen
6667.0|rübergestolpern|rüber stolpern
6668.0|jehst|jehen
6670.0|Ick|Ich
6671.0|hälen|hälen
6672.0|et|es
6674.0|verpatzt|verpatzen
6678.0|druff|drauf
6680.0|Blaues|blau
6682.0|machst|machen
6684.0|Deutschlandpfeil|der Deutschlandpfeil
6689.0|Afterwork-Austern|die Afterwork-Austern
6690.0|Tze|das Tze
6691.0|Gigi|die Gigi
6692.0|DAgostino|der D'Agostino
6693.0|Nah|nah
6694.0|Gehts|gehen
6696.0|Sugar|Zucker
6698.0|Aha|aha
6700.0|Fasch-is-mus|der Faschismus
6701.0|passiern|passieren
6702.0|Jedem|jeder
6703.0|seine|sein
6707.0|Tss|das Tss
6709.0|Hush|das Hush
6710.0|hush|hush
6711.0|Honey|Honig
6712.0|bestimm|bestimmen
6713.0|Huch|huch
6714.0|Wuff|das Wuff
6715.0|wuff|wuff
6716.0|fünfhundertsechzig|fünfhundertsechzig
6719.0|Uhh|uhh
6720.0|Versehn|das Versehen
6721.0|verdrehn|verdrehen
6722.0|Sing|singen
6723.0|Gimme|gib mir
6724.0|Ja-ja|ja-ja
6727.0|Wouh|wouh
6728.0|dance|tanzen
6730.0|Give|geben
6731.0|Debattiern|debattieren
6732.0|arrangiern|arrangieren
6734.0|Blockwärter|der Blockwärter
6735.0|erwünschen|erwünschen
6736.0|Bleib|bleiben
6747.0|gezähmt|zähmen
6749.0|mutters|Mutter
6751.0|kriegn|kriegen
6753.0|flaschenfrei|flaschenfrei
6755.0|birgen|bergen
6759.0|pfeifn|pfeifen
6761.0|bügel|bügeln
6764.0|immernoch|immer noch
6769.0|Schweigefuch|der Schweigefuchs
6772.0|Wollten|wollen
6776.0|Internetverbot|das Internetverbot
6777.0|W-LAN|das WLAN
6783.0|Twittern|twittern
6785.0|WhatsApp|WhatsApp
6786.0|Statusfeld|das Statusfeld
6788.0|Farmville|Farmville
6792.0|World|die Welt
6793.0|Warcraft|Warcraft
6797.0|70|siebzig
6800.0|Worauf|worauf
6801.0|masturbiern|masturbieren
6807.0|Fernsehn|fernsehen
6808.0|GEZ|die GEZ
6812.0|schützend|schützen
6815.0|Wund|wund
6821.0|Collateral|das Collateral
6825.0|Triffen|treffen
6830.0|Nennt|nennen
6831.0|Gebeine|die Gebeine
6832.0|fall|fallen
6835.0|Gaby|die Gaby
6836.0|Glockner|der Glockner
6839.0|meinst|meinen
6841.0|Bestimmen|bestimmen
6846.0|rannen|rennen
6847.0|Joy|Freude
6852.0|aufbiss|aufbeißen
6854.0|Sammeltaxe|die Sammeltaxe
6858.0|chillt|chillen
6859.0|Namn|Namen
6860.0|Heb|heben
6863.0|Yayeyeheah|yayeyeheah
6864.0|Hihi|hihi
6865.0|Ahaha|ahaha
6872.0|fly|fliegen
6873.0|sick|krank
6874.0|Kalli|der Kalli
6877.0|Dudes|die Dudes
6878.0|duz|duzen
6879.0|Sis|Schwester
6881.0|tritten|treten
6882.0|möchteen|möchten
6889.0|piepsend|piepsen
6891.0|Terrorstyle|der Terrorstyle
6893.0|Froschgift|das Froschgift
6895.0|Schrottwichtel|der Schrottwichtel
6896.0|Nosliw|der Nosliw
6897.0|Gemüsefach|das Gemüsefach
6898.0|Alli|die Alli
6899.0|Kaliba|der Kaliba
6903.0|knabberen|knabbern
6907.0|Leguane|die Leguane
6913.0|Tjaa|tjaa
6917.0|Ro-man-tik|die Romantik
6918.0|Barkeeperstyle|der Barkeeperstyle
6920.0|blas|blasen
6922.0|Kauft|kaufen
6923.0|Oho|oho
6924.0|Lalala|lalala
6926.0|-Warum|-warum
6927.0|-Könnte|könnte
6928.0|Argh|argh
6929.0|anfangn|anfangen
6931.0|Maut-Kontrolln|die Mautkontrollen
6932.0|ganze|ganz
6933.0|Nacht-Unterhemd|das Nachtunterhemd
6934.0|800|achthundert
6936.0|lehn|lehnen
6937.0|jap|ja
6939.0|2004|zweitausendvier
6940.0|manipuliern|manipulieren
6941.0|Wach|wach
6945.0|TKKG|die TKKG
6948.0|wiederho-|wiederholen
6950.0|Sherlock|der Sherlock
6951.0|Holmes|der Holmes
6952.0|Robo-Cop|der Robo-Cop
6953.0|Gesetzeszeile|die Gesetzeszeile
6954.0|wie-wie-wie|wie-wie-wie
6955.0|Obama|der Obama
6959.0|lernn|lernen
6960.0|Probiern|probieren
6961.0|isso|so ist es
6962.0|gemieden|meiden
6965.0|Bringt|bringen
6966.0|Führungseinheit|die Führungseinheit
6967.0|Pyrokratie|die Pyrokratie
6969.0|buchstabiern|buchstabieren
6970.0|vertraun|vertrauen
6972.0|feiger|feige
6973.0|Rufen|rufen
6975.0|Kaliba69|Kaliba69
6977.0|Triple-Moral|die Triple-Moral
6978.0|puk|puk
6979.0|weiderho-|wiederholen
6981.0|Fäde|die Fäde
6984.0|vollgetankt|volltanken
6988.0|check|checken
6997.0|lachsen|lachen
6999.0|versuchs|versuchen
7004.0|Lern|lernen
7005.0|Kindesbein|das Kindesbein
7006.0|Roboterspiel|das Roboterspiel
7009.0|Cock|der Hahn
7015.0|rumlutschen|lutschen
7020.0|wos|was
7021.0|schwarze|schwarz
7023.0|Roberto|Roberto
7024.0|Blanco|Blanco
7026.0|Böhse|böse
7027.0|Onkelz|Onkel
7030.0|schwenkend|schwenken
7031.0|Blutsbrüder|die Blutsbrüder
7034.0|Stammtischmodus|der Stammtischmodus
7035.0|Schwarz-Rot-Grün|Schwarz-Rot-Grün
7038.0|wäschen|waschen
7040.0|Schokoküsse|die Schokoküsse
7052.0|Zählen|zählen
7053.0|Baut|bauen
7056.0|betrat|betreten
7057.0|gefressen|fressen
7064.0|6000|sechstausend
7067.0|Boss-Geschöpf|das Boss-Geschöpf
7072.0|Battle|die Schlacht
7073.0|whack|schlagen
7074.0|MC|MC
7090.0|Bosom|die Brust
7092.0|erschuf|erschaffen
7096.0|allergrös|allergrös
7099.0|gebissen|beißen
7102.0|schissen|scheißen
7105.0|Hochbegabt|hochbegabt
7106.0|bewohn|bewohnen
7110.0|baun|bauen
7116.0|Belächeln|belächeln
7118.0|15-Punkte-Schnitt|der Fünfzehn-Punkte-Schnitt
7122.0|Neuestem|neu
7124.0|schriebs|schreiben
7137.0|Raucherkette|die Raucherkette
7138.0|Lungenriss|der Lungenriss
7139.0|Kids|die Kinder
7141.0|Berghain|Berghain
7143.0|ertranken|ertrinken
7144.0|Friends|die Freunde
7146.0|wusstet|wissen
7147.0|dеr|der
7149.0|tеilen|teilen
7150.0|Insta|Instagram
7151.0|Snapchat|Snapchat
7153.0|Tinder|Tinder
7154.0|Netflix|Netflix
7155.0|YouTube|YouTube
7156.0|Fortnite|Fortnite
7157.0|Minecraft|Minecraft
7158.0|begannn|beginnen
7161.0|ihrs|ihr
7162.0|andres|ander
7164.0|Hoe|die Hacke
7165.0|Präservative|die Präservative
7166.0|Nietzsche|Nietzsche
7168.0|motherfucking|motherfucking
7169.0|Yes|yes
7171.0|Quante|die Quante
7172.0|reduziern|reduzieren
7174.0|beweg|bewegen
7175.0|tanz|tanzen
7176.0|Rap-Video|das Rap-Video
7180.0|Wendecover|das Wendecover
7181.0|bäm|bäm
7186.0|Haha|haha
7187.0|bräen|braten
7188.0|Fleischspieße|die Fleischspieße
7189.0|Uuuh|Uuuh
7193.0|Jokes|die Witze
7195.0|Slut|die Schlampe
7198.0|währnd|während
7199.0|Jaa|jaa
7202.0|grinden|grinden
7205.0|sperr|sperren
7210.0|Einvernehmliche|einvernehmlich
7213.0|Leinentape|das Leinentape
7220.0|Glitzernägeln|die Glitzernägel
7224.0|Stripper-Mädchen|das Stripper-Mädchen
7225.0|Grizzly-Bären|die Grizzly-Bären
7226.0|Grizzly-Bärin|die Grizzly-Bärin
7229.0|beschissn|beschissen
7235.0|wg|die WG
7238.0|Cola-Rum-Mische|die Cola-Rum-Mische
7239.0|fummel|fummeln
7240.0|menge|die Menge
7241.0|steckn|stecken
7242.0|heul|heulen
7245.0|vollidiot|der Vollidiot
7246.0|keinr|keinr
7247.0|CD-Schrank|der CD-Schrank
7249.0|Knutschen|knutschen
7252.0|Reiss|der Reis
7254.0|flenne|flennen
7255.0|Hunderttausend|hunderttausend
7256.0|Schnapp|der Schnapp
7258.0|renne|rennen
7259.0|helden|die Helden
7261.0|geehrt|ehren
7262.0|Mit|mit
7263.0|Nichtmitin|Nichtmitin
7264.0|Augenlied|das Augenlied
7265.0|rap|rappen
7268.0|wohn|wohnen
7269.0|drohn|drohen
7270.0|Roggenfänger|der Roggenfänger
7274.0|Wellenempfänger|der Wellenempfänger
7278.0|Alphabeet|das Alphabeet
7282.0|stoß|stoßen
7286.0|125000|einhundertfünfundzwanzigtausend
7288.0|Wui|Wui
7290.0|reimend|reimen
7291.0|schallmauerndurchbrechend|schallmauerndurchbrechend
7295.0|Gelenkprothese|die Gelenkprothese
7297.0|Kontrathese|die Kontrathese
7298.0|bastelen|basteln
7299.0|Monsterwesen|das Monsterwesen
7302.0|zu-Tode-Streichel-Methode|die zu-Tode-Streichel-Methode
7304.0|Kennst|kennen
7306.0|Huxley|Huxley
7311.0|Quantenzirkel|der Quantenzirkel
7313.0|Rasurfraktal|das Rasurfraktal
7314.0|Edelstahlgewindeflansch|der Edelstahlgewindeflansch
7316.0|612|sechshundertzwölf
