2098|jüdisch|ˈjyːdɪʃ|adj|Jewish|Hannah Arendt war eine jüdische Philosophin und Autorin.|Hannah Arendt was a Jewish philosopher and author.|||||||||39.0325794887146 | 0.861853045112912
2099|das Umfeld, -er|ˈʊmˌfɛlt|das|milieu, environment|Ein Kind sollte in einem Umfeld voller Liebe aufwachsen.|A child should grow up in an environment full of love.|||||||||39.0325794887146 | 0.900585597149882
2100|allzu|ˈalt͡suː|adv|overly|Jannik ist ein allzu neugieriges Kind.|Jannik is an overly curious child.|||||||||38.9832959287541 | 0.926535784295217
2101|der Graf, -en|ɡʁaːf|der|count, earl|Der Graf und die Gräfin wohnen in einem Schloss.|The count and the countess live in a castle.|||||||||38.9832959287541 | 0.496343012258742
2102|Indien|ˈɪndi̯ən|das|India|In Indien reist man am besten mit dem Zug.|The best way to travel in India is by train.|||||||||38.9832959287541 | 0.833974274811101
2103|lohnen (sich), lohnt, lohnte, hat gelohnt|ˈloːnən|verb|to be worth it|Nachts die Sterne zu betrachten lohnt sich immer.|Looking at the stars at night is always worth it.|||||||||38.9832959287541 | 0.925287346824052
2104|optisch|ˈɔptɪʃ|adj|optical, visual|Die optische Gestaltung des Zimmers gefällt mir sehr gut.|I like the visual design of the room very much.|||||||||38.9832959287541 | 0.704828182162991
2105|militärisch|miliˈtɛːʁɪʃ|adj|military|Die Staaten wollen es vermeiden, den Konflikt militärisch zu lösen.|The states want to avoid resolving the conflict militarily.|||||||||38.9340123687936 | 0.839170075536494
2106|die Mühe, -n|ˈmyːə|die|effort, trouble|Herr Schmidt gibt sich immer große Mühe.|Mr. Schmidt always makes great efforts.|||||||||38.9340123687936 | 0.90774581117158
2107|unterbrechen, unterbricht, unterbrach, hat unterbrochen|ˌʊntɐˈbʁɛçn̩|verb|to interrupt|Der Film im Fernsehen wird durch Werbung unterbrochen.|The film on television is interrupted by advertising.|||||||||38.9340123687936 | 0.900971841422291
2108|grundlegend|ˈɡʁʊntˌleːɡn̩t|adj|basic, fundamental|Das Gesetz wird eine grundlegende Veränderung bewirken.|The law will cause a fundamental change.|||||||||38.8354452488726 | 0.881392308219909
2109|das Boot, -e|boːt|das|boat|Im Sommer fährt Felix mit seinem Boot auf der Donau von Deutschland nach Österreich.|In summer Felix travels with his boat on the Danube from Germany to Austria.|||||||||38.7861616889121 | 0.875063827984586
2110|das Dutzend, -e|ˈdʊt͡sn̩t|das|dozen|Sechs ist ein halbes Dutzend.|Six is half a dozen.|||||||||38.7861616889121 | 0.891977402351391
2111|zurückziehen, zieht zurück, zog zurück, hat zurückgezogen|t͡suˈʁʏkˌt͡siːən|verb|to withdraw|Seine Tochter übernimmt seinen Platz und er zieht sich aus der Firma zurück.|His daughter takes his place and he withdraws from the company.|||||||||38.7861616889121 | 0.91903636132893
2112|klopfen, klopft, klopfte, hat geklopft|ˈklɔp͡fn̩|verb|to knock, beat|Thomas klopft immer dreimal an meine Tür, bevor er eintritt.|Thomas always knocks three times on my door before entering.|||||||||38.7368781289516 | 0.851640940697903
2113|nachweisen, weist nach, wies nach, hat nachgewiesen|ˈnaːxˌvaɪ̯zn̩|verb|to prove|Um Geld vom Staat zu bekommen, müssen Studenten nachweisen, dass sie an einer Universität studieren.|To get money from the state, students have to prove that they are studying at a university.|||||||||38.7368781289516 | 0.896670420260052
2114|die Wolke, -n|ˈvɔlkə|die|cloud|Die Sonne verschwindet hinter den Wolken.|The sun disappears behind the clouds.|||||||||38.7368781289516 | 0.845707759367479
2115|aufmachen, macht auf, machte auf, hat aufgemacht|ˈaʊ̯fˌmaxn̩|verb|to open|Er macht das Fenster auf, weil die Luft so schlecht ist.|He opens the window because the air is so bad.|||||||||38.6875945689911 | 0.897449542347821
2116|kennzeichnen, kennzeichnet, kennzeichnete, hat gekennzeichnet|ˈkɛnt͡saɪ̯çnən|verb|to characterize, mark|Ich habe die Fehler im Text gekennzeichnet.|I have marked the mistakes in the text.|||||||||38.6875945689911 | 0.863575200008471
2117|die Jugend|ˈjuːɡn̩t|die|youth|In der Jugend ist man weder Kind noch Erwachsener.|In youth, you’re neither a child nor an adult.|||||||||38.6383110090306 | 0.909540136261889
2118|wundern (sich), wundert, wunderte, hat gewundert|ˈvʊndɐn|verb|to be surprised, wonder|Christian wundert sich über die niedrigen Preise im Restaurant.|Christian is surprised about the low prices in the restaurant.|||||||||38.6383110090306 | 0.904604711465708
2119|die Interpretation, -en|ɪntɐpʁetaˈt͡si̯oːn|die|interpretation|Zu dem Gedicht existieren verschiedene Interpretationen.|There exist various interpretations of the poem.|||||||||38.5890274490701 | 0.747385583774813
2120|die Leber, -n|ˈleːbɐ|die|liver|Die Leber ist ein Organ, das dabei hilft, Alkohol abzubauen.|The liver is an organ that helps to break down alcohol.|||||||||38.5890274490701 | 0.482184492790081
2121|die Stellung, -en|ˈʃtɛlʊŋ|die|position, standing|Christians Vater besetzt eine hohe Stellung im Parlament.|Christian’s father occupies a high position in parliament.|||||||||38.5890274490701 | 0.874683834211096
2122|aufheben, hebt auf, hob auf, hat aufgehoben|ˈaʊ̯fˌheːbn̩|verb|to pick up, keep, lift|Ich hebe alle Briefe auf, die mein Freund mir schickt.|I keep all the letters my friend sends me.|||||||||38.5397438891096 | 0.932575601625677
2123|die Belastung, -en|bəˈlastʊŋ|die|load, strain|Die Autos stellen eine große Belastung für die Umwelt dar.|Cars are a great strain on the environment.|||||||||38.4904603291491 | 0.851609564641583
2124|heilig|ˈhaɪ̯lɪç|adj|holy|In Indien ist die Kuh ein heiliges Tier.|In India, the cow is a holy animal.|||||||||38.4904603291491 | 0.874710586261265
2125|der Umfang, -̈e|ˈʊmfaŋ|der|circumference, size, extent, length|Monikas Text hat einen Umfang von 100 Seiten.|Monika’s text has a length of 100 pages.|||||||||38.4904603291491 | 0.858913359863551
2126|die Beobachtung, -en|bəˈʔoːbaxtʊŋ|die|observation|Laut seiner Beobachtungen können auch einige Tiere lachen.|According to his observations, some animals can also laugh.|||||||||38.4411767691886 | 0.86243213374254
2127|erfinden, erfindet, erfand, hat erfunden|ɛɐ̯ˈfɪndn̩|verb|to invent|Sie wollen ein neues umweltfreundliches Material erfinden.|They want to invent a new environmentally friendly material.|||||||||38.4411767691886 | 0.908988332552126
2128|erfordern, erfordert, erforderte, hat erfordert|ɛɐ̯ˈfɔʁdɐn|verb|to require, demand|Gute Noten in der Schule erfordern gute Leistungen der Schüler.|Good grades at school require good performance by the students.|||||||||38.4411767691886 | 0.890981720566037
2129|der Gebrauch, -̈e|ɡəˈbʁaʊ̯x|der|use|Der Gebrauch von Waffen ist in Deutschland nur unter bestimmten Bedingungen erlaubt.|The use of weapons is only permitted in Germany under certain conditions.|||||||||38.4411767691886 | 0.765573116902966
2130|der Landtag, -e|ˈlantˌtaːk|der|parliament|Der Landtag des Freistaats Sachsen hat seinen Sitz in Dresden.|The parliament of the Free State of Saxony has its headquarters in Dresden.|||||||||38.4411767691886 | 0.348899566694288
2131|der Verkehr, -e|fɛɐ̯ˈkeːɐ̯|der|traffic|Das Gesetz schränkt den Verkehr innerhalb der Städte ein.|The law restricts the traffic within cities.|||||||||38.4411767691886 | 0.87967782774278
2132|aufhalten, hält auf, hielt auf, hat aufgehalten|ˈaʊ̯fˌhaltn̩|verb|to stop, hold up, delay|Nichts auf der Welt kann uns aufhalten.|Nothing on earth can stop us.|||||||||38.3918932092281 | 0.924714504961305
2133|schneiden, schneidet, schnitt, hat geschnitten|ˈʃnaɪ̯dn̩|verb|to cut|Mein Freund schneidet das Brot fürs Frühstück.|My boyfriend cuts the bread for breakfast.|||||||||38.3918932092281 | 0.853360755999133
2134|der Kauf, -̈e|kaʊ̯f|der|purchase|Der Kauf eines neuen Autos ist teuer.|The purchase of a new car is expensive.|||||||||38.3426096492676 | 0.838683651644037
2135|das Öl, -e|øːl|das|oil|Es gibt nur noch wenig Öl auf der Welt.|There is only a little oil left in the world.|||||||||38.3426096492676 | 0.828184275532293
2136|der Betrag, -̈e|bəˈtʁaːk|der|amount|Alexander bezahlt den Betrag von zehn Euro an der Kasse.|Alexander pays the amount of ten euros at the cash desk.|||||||||38.2933260893071 | 0.830066432066223
2137|herauskommen, kommt heraus, kam heraus, ist herausgekommen (rauskommen)|hɛˈʁaʊ̯sˌkɔmən|verb|to come out|Max kommt heraus, um mit dem Kind der Nachbarin zu spielen.|Max comes out to play with the neighbor’s child.|||||||||38.2933260893071 | 0.901653097287928
2138|das Fahrrad, -̈er|ˈfaːɐ̯ˌʁaːt|das|bicycle|Ich fahre mit dem Fahrrad zur Universität.|I ride my bicycle to the university.|||||||||38.2440425293466 | 0.875625451401658
2139|die Koordination, -en|koʔɔʁdinaˈt͡si̯oːn|die|coordination|Anna macht Sport, um die Koordination ihrer Bewegungen zu verbessern.|Anna does sport to improve the coordination of her movements.|||||||||38.2440425293466 | 0.400429377781105
2140|die Nutzung, -en|ˈnʊt͡sʊŋ|die|use|Früher war die Nutzung von Handys in Krankenhäusern verboten.|In the past, the use of mobile phones in hospitals was prohibited.|||||||||38.2440425293466 | 0.832907875998198
2141|der Park, -s|paʁk|der|park|Die Studenten treffen sich im Park, um die Sonne zu genießen.|The students meet in the park to enjoy the sun.|||||||||38.1947589693861 | 0.888014940162358
2142|resultieren, resultiert, resultierte, hat resultiert|ʁezʊlˈtiːʁən|verb|to result|Ihre guten Noten resultieren aus intensivem Lernen.|Her good grades result from intense learning.|||||||||38.1947589693861 | 0.842053149756341
2143|schmecken, schmeckt, schmeckte, hat geschmeckt|ˈʃmɛkn̩|verb|to taste|Wie schmeckt das Essen?|What does the food taste like?|||||||||38.1947589693861 | 0.896065201931699
2144|starren, starrt, starrte, hat gestarrt|ˈʃtaʁən|verb|to stare|Die Menschen starren auf die Straße, dort ist gerade ein Unfall passiert.|People are staring at the road, there’s just been an accident.|||||||||38.1947589693861 | 0.805411372994054
2145|verpassen, verpasst, verpasste, hat verpasst|fɛɐ̯ˈpasn̩|verb|to miss|Thomas verpasst den Anruf, weil er in der Bibliothek ist.|Thomas is missing the call because he’s in the library.|||||||||38.1947589693861 | 0.842156900333944
2146|vorwerfen, wirft vor, warf vor, hat vorgeworfen|ˈfoːɐ̯ˌvɛʁfn̩|verb|to accuse, reproach|Ihm wird vorgeworfen, keine Steuern gezahlt zu haben.|They accuse him of not paying taxes.|||||||||38.1947589693861 | 0.866421728714151
2147|der Bauch, -̈e|baʊ̯x|der|belly|Er schläft lieber auf dem Bauch als auf dem Rücken.|He prefers to sleep on his belly rather than his back.|||||||||38.1454754094256 | 0.878292068933655
2148|der Verkauf, -̈e|fɛɐ̯ˈkaʊ̯f|der|sale|Das Haus steht zum Verkauf.|The house is for sale.|||||||||38.1454754094256 | 0.843475629273648
2149|die Vorbereitung, -en|ˈfoːɐ̯bəˌʁaɪ̯tʊŋ|die|preparation|Die Lehrerin wird auch für die Vorbereitung des Unterrichts bezahlt.|The teacher is also paid for the preparation of the lessons.|||||||||38.1454754094256 | 0.908027518826484
2150|ausrichten, richtet aus, richtete aus, hat ausgerichtet|ˈaʊ̯sˌʁɪçtn̩|verb|to tell, align, line up, send|Martin richtet seiner Mutter die Grüße aus.|Martin sends his mother his regards.|||||||||38.0961918494651 | 0.925018715281773
2151|rühren, rührt, rührte, hat gerührt|ˈʁyːʁən|verb|to stir, move|Sie rührt Milch in ihren Kaffee.|She stirs milk into her coffee.|||||||||38.0961918494651 | 0.881201830609622
2152|der Trend, -s|tʁɛnt|der|trend|Bei diesem Phänomen handelt es sich um einen europäischen Trend.|This phenomenon is a European trend.|||||||||38.0961918494651 | 0.895705373120159
2153|aktivieren, aktiviert, aktivierte, hat aktiviert|aktiˈviːʁən|verb|to mobilize, activate|Das Sicherheitssystem ist installiert und kann per Handy aktiviert werden.|The safety system is installed and can be activated by phone.|||||||||38.0469082895046 | 0.614622705257298
2154|der Mechanismus, -en|meçaˈnɪsmʊs|der|mechanism|Der Mechanismus verschließt die Türen automatisch.|The mechanism locks the doors automatically.|||||||||38.0469082895046 | 0.720843310082898
2155|der Nutzen, -|ˈnʊt͡sn̩|der|benefit, profit, use|Die Arbeit ist relativ gering im Vergleich zum Nutzen.|The work is relatively small in comparison to the benefit.|||||||||38.0469082895046 | 0.79721177754335
2156|die Hose, -n|ˈhoːzə|die|trousers, pants|Sie kann sich nicht entscheiden, ob sie ein Kleid oder eine Hose tragen möchte.|She can’t decide if she wants to wear a dress or pants.|||||||||37.9976247295441 | 0.881312803411141
2157|lügen, lügt, log, hat gelogen|ˈlyːɡn̩|verb|to (tell a) lie|Wenn Markus lügt, wird sein Gesicht rot.|When Markus lies, his face turns red.|||||||||37.9976247295441 | 0.87215091827792
2158|ansetzen, setzt an, setzte an, hat angesetzt|ˈanˌzɛt͡sn̩|verb|to position, estimate, fix|Der Termin war ursprünglich für Freitag angesetzt.|The meeting was originally fixed for Friday.|||||||||37.9483411695836 | 0.924002007950078
2159|arabisch|aˈʁaːbɪʃ|adj|Arabian, Arabic|Viele arabische Länder haben eine starke Ölindustrie.|Many Arab countries have a strong oil industry.|das|Arabic|Arabisch hat viele regionale Unterschiede.|Arabic has many regional differences.|||||37.8990576096231 | 0.878002862862822
2160|mischen, mischt, mischte, hat gemischt|ˈmɪʃn̩|verb|to mix, blend|Annette mischt ihr Bier immer mit Cola.|Annette always mixes her beer with Coke.|||||||||37.8990576096231 | 0.940119201357116
2161|beruhen, beruht, beruhte, hat beruht|bəˈʁuːən|verb|to be based|Die Rede der Politikerin beruht auf Fakten.|The politician’s speech is based on facts.|||||||||37.8497740496626 | 0.890438244426644
2162|Japan|ˈjaːpan|das|Japan|Japan besteht aus mehreren Inseln, die vor der Küste Chinas und Russlands liegen.|Japan consists of several islands that lie off the coast of China and Russia.|||||||||37.8497740496626 | 0.881383513793343
2163|die City, -s|ˈsɪti|die|city center|In der City gibt es viele Geschäfte.|There are many shops in the city center.|||||||||37.8004904897021 | 0.780952708229829
2164|die Klausur, -en|klaʊ̯ˈzuːɐ̯|die|exam|Am Ende des Semesters schreiben die Studenten in jedem Seminar eine Klausur.|At the end of the semester, students write a written exam in each seminar.|||||||||37.8004904897021 | 0.747136916693106
2165|innen|ˈɪnən|adv|inside|Durch die Sonne ist das Auto innen sehr warm.|Due to the sun the car is very warm inside.|||||||||37.7512069297416 | 0.884506130537641
2166|die Membran, -en|mɛmˈbʁaːn|die|membrane|Jede Zelle des Körpers ist von einer dünnen Membran umgeben.|Every cell of the body is surrounded by a thin membrane.|||||||||37.7512069297416 | 0.581082050018624
2167|das Metall, -e|meˈtal|das|metal|Gold ist ein besonders wertvolles Metall.|Gold is a particularly valuable metal.|||||||||37.7512069297416 | 0.7395026161897
2168|das Netzwerk, -e|ˈnɛt͡sˌvɛʁk|das|network|Sie teilt das Video auf verschiedenen sozialen Netzwerken.|She shares the video on several social networks.|||||||||37.7512069297416 | 0.879298719550568
2169|systematisch|zʏsteˈmaːtɪʃ|adj|systematic|In vielen Ländern werden politische Gegner systematisch verfolgt.|Political opponents are systematically persecuted in many countries.|||||||||37.7512069297416 | 0.881322696714925
2170|die Technologie, -n|ˌtɛçnoloˈɡiː|die|technology|Die ausländischen Unternehmen bringen Wissen und Technologie ins Land.|Foreign companies bring knowledge and technology into the country.|||||||||37.7019233697811 | 0.862185024299857
2171|die Trennung, -en|ˈtʁɛnʊŋ|die|separation|Eine Trennung kommt für das Paar nicht in Frage.|A separation is not an option for the couple.|||||||||37.7019233697811 | 0.796381091269028
2172|die E-Mail, -s|ˈiːmeɪ̯l|die, das|e-mail|Eine E-Mail ist schneller und praktischer als ein Brief.|An e-mail is faster and more practical than a letter.|||||||||37.6526398098207 | 0.885720695134657
2173|mitmachen, macht mit, machte mit, hat mitgemacht|ˈmɪtˌmaxn̩|verb|to join in, take part|Beide Kinder machen beim Konzert der Schule mit.|Both children are taking part in the school concert.|||||||||37.6526398098207 | 0.887226561099637
2174|der Manager, -|ˈmɛnɪd͡ʒɐ|der|manager|Die Gäste beschweren sich beim Manager des Hotels.|The guests complain to the hotel manager.|||||||||37.6033562498602 | 0.848960812801787
2175|die Oma, -s|ˈoːma|die|grandma|Meine Oma erzählt mir oft Geschichten vom Krieg.|My grandma often tells me stories about the war.|||||||||37.6033562498602 | 0.788708505428317
2176|die Umfrage, -n|ˈʊmˌfʁaːɡə|die|survey|Die Teilnehmer an der Umfrage erhalten ein kleines Geschenk.|The participants of the survey receive a small gift.|||||||||37.5540726898997 | 0.804785100451388
2177|die Operation, -en|opəʁaˈt͡si̯oːn|die|operation, surgery|Nach der Operation am Arm hat Jan keine Schmerzen mehr.|After his arm surgery Jan has not had any more pain.|||||||||37.5047891299392 | 0.833482196275315
2178|die Probe, -n|ˈpʁoːbə|die|sample, test, rehearsal|Die Ärzte nehmen eine Probe seines Blutes.|The doctors are taking a sample of his blood.|||||||||37.5047891299392 | 0.819849908287622
2179|bedienen, bedient, bediente, hat bedient|bəˈdiːnən|verb|to serve, operate|Nur Frau Meyer kann diese Maschine bedienen.|Only Mrs. Meyer is able to operate this machine.|||||||||37.4555055699787 | 0.936646498500501
2180|der Mut|muːt|der|courage|Sie brauchen viel Mut, um im Ausland ein neues Leben zu beginnen.|They need a lot of courage to start a new life abroad.|||||||||37.4555055699787 | 0.906601620416382
2181|nachhaltig|ˈnaːxhaltɪç|adj|lasting, sustainable|Wir haben nur eine Erde und sollten nachhaltige Ideen fördern.|We only have one earth and should promote sustainable ideas.|||||||||37.4555055699787 | 0.872379004962409
2182|zusehen, sieht zu, sah zu, hat zugesehen|ˈt͡suːˌzeːən|verb|to watch|Die Eltern möchten beim Training ihrer Kinder zusehen.|The parents would like to watch their children train.|||||||||37.4555055699787 | 0.882819420523141
2183|bevorzugen, bevorzugt, bevorzugte, hat bevorzugt|bəˈfoːɐ̯ˌt͡suːɡn̩|verb|to prefer|Ich würde ein Haus mit Garten bevorzugen.|I would prefer a house with a garden.|||||||||37.4062220100182 | 0.87686926734832
2184|hierzu|ˈhiːɐ̯ˈt͡suː|adv|with it, concerning this|Bernd hat hierzu noch viele Fragen.|Bernd still has many questions concerning this.|||||||||37.4062220100182 | 0.787249623209197
2185|der Fischer, -|ˈfɪʃɐ|der|fisherman|Die Fischer legen ihre Netze zum Trocknen an den Strand.|The fishermen lay their nets on the beach to dry.|||||||||37.3569384500577 | 0.863442115839104
2186|der Ruf, -e|ʁuːf|der|reputation, call|Dieses Unternehmen hat einen guten Ruf bei Arbeitnehmern.|This company has a good reputation among employees.|||||||||37.3569384500577 | 0.923892853273397
2187|die Überlegung, -en|yːbɐˈleːɡʊŋ|die|thought, thinking|Helen schreibt ihre Überlegungen an den Rand des Textes.|Helen writes her thoughts on the margins of the text.|||||||||37.3569384500577 | 0.864568028873608
2188|die Begegnung, -en|bəˈɡeːɡnʊŋ|die|encounter, meeting|Die zufällige Begegnung mit Tim hat ihre Gefühle wieder geweckt.|The accidental encounter with Tim has reawakened her feelings.|||||||||37.3076548900972 | 0.898649070404476
2189|der Schlag, -̈e|ʃlaːk|der|blow|Der Gegner fällt nach einem Schlag auf den Boden.|The opponent falls to the ground after a blow.|||||||||37.2583713301367 | 0.918213890815176
2190|daraufhin|daʁaʊ̯fˈhɪn|adv|as a result|Sie nahm ein Medikament, aber daraufhin ging es ihr noch schlechter.|She took a medication, and as a result she got worse.|||||||||37.2090877701762 | 0.908254621492765
2191|die Handlung, -en|ˈhandlʊŋ|die|action, plot|Er muss das Buch mehrmals lesen, um die Handlung zu verstehen.|He has to read the book several times to understand the plot.|||||||||37.2090877701762 | 0.83480752314865
2192|die Marke, -n|ˈmaʁkə|die|brand, stamp|Nur aufgrund der Marke ist das Produkt so teuer.|The product is so expensive only because of its brand.|||||||||37.2090877701762 | 0.846966143383555
2193|angreifen, greift an, griff an, hat angegriffen|ˈanˌɡʁaɪ̯fn̩|verb|to attack|Die Soldaten greifen die Stadt aus der Luft an.|The soldiers attack the city from the air.|||||||||37.1598042102157 | 0.906636389668581
2194|finanzieren, finanziert, finanzierte, hat finanziert|finanˈt͡siːʁən|verb|to finance|Die Eltern sparen ihr Geld, um die Bildung ihrer Kinder zu finanzieren.|The parents save their money to finance their children’s education.|||||||||37.1105206502552 | 0.893386664725771
2195|freilich|ˈfʁaɪ̯lɪç|adv|of course|Freilich kannst du aus meiner Flasche trinken.|Of course you can drink from my bottle.|||||||||37.1105206502552 | 0.882817271950054
2196|die Hinsicht, -en|ˈhɪnˌzɪçt|die|respect|Er ist in dieser Hinsicht kein guter Kandidat für das Amt.|In this respect, he is not a good candidate for the office.|||||||||37.0612370902947 | 0.889457359794485
2197|der Schlüssel, -|ˈʃlʏsl̩|der|key|Der dritte Schlüssel für unsere Wohnung ist bei Frau Wagner.|The third key to our apartment is at Mrs. Wagner’s.|||||||||37.0612370902947 | 0.890955808748341
2198|deuten, deutet, deutete, hat gedeutet|ˈdɔɪ̯tn̩|verb|to point, indicate, interpret|Der Lehrer deutet mit seinem Finger auf Lisa, damit sie nach vorne kommt.|The teacher points his finger at Lisa so that she comes up front.|||||||||37.0119535303342 | 0.92247750292884
2199|glatt|ɡlat|adj|smooth, slippery|Sei vorsichtig, der Weg ist glatt.|Be careful, the path is slippery.|||||||||37.0119535303342 | 0.835081008216411
2200|schrecklich|ˈʃʁɛklɪç|adj|terrible|Emilia kann nicht mehr schlafen, weil sie einen schrecklichen Traum hatte.|Emilia can’t sleep anymore because she had a terrible dream.|||||||||37.0119535303342 | 0.897374532731945
2201|weich|vaɪ̯ç|adj|soft|Ein zu weiches Bett ist nicht gut für den Rücken.|A bed that is too soft is not good for the back.|||||||||37.0119535303342 | 0.898329030887842
2202|die Klinik, -en|ˈkliːnɪk|die|clinic, hospital|Die Klinik ist auf Herzoperationen spezialisiert.|The clinic specializes in heart surgeries.|||||||||36.9626699703737 | 0.814455911778413
2203|bedeutend|bəˈdɔɪ̯tn̩t|adj|important, significant|Schiller ist ein bedeutender deutscher Dichter.|Schiller is an important German poet.|||||||||36.8641028504527 | 0.918256259206396
2204|das Organ, -e|ɔʁˈɡaːn|das|organ|Beide haben Verletzungen an den Armen und Beinen, aber die Organe sind unverletzt.|Both have injuries to their arms and legs, but their organs are unhurt.|||||||||36.8641028504527 | 0.797991039603539
2205|besprechen, bespricht, besprach, hat besprochen|bəˈʃpʁɛçn̩|verb|to discuss|Wir besprechen Ihre Frage später in meinem Büro.|We’ll discuss your question in my office later.|||||||||36.8148192904922 | 0.920506590021431
2206|die Oberfläche, -n|ˈoːbɐˌflɛçə|die|surface|Der Großteil der Oberfläche der Erde ist mit Wasser bedeckt.|The majority of the earth’s surface is covered with water.|||||||||36.8148192904922 | 0.855388546631566
2207|der Standort, -e|ˈʃtantˌʔɔʁt|der|site, location|Kannst du mir deinen Standort schicken, damit ich dich finde?|Can you send me your location so that I can find you?|||||||||36.8148192904922 | 0.865517508478818
2208|der Zufall, -̈e|ˈt͡suːˌfal|der|chance, coincidence|Die Wissenschaftler entdecken das Phänomen per Zufall.|The scientists detect the phenomenon by coincidence.|||||||||36.8148192904922 | 0.933285396985021
2209|die Armee, -n|aʁˈmeː|die|army|In der Armee lernt er mit Waffen zu schießen.|In the army he learns to shoot with guns.|||||||||36.7655357305317 | 0.864559193177444
2210|kräftig|ˈkʁɛftɪç|adj|strong|Der Gegner fällt nach einem kräftigen Schlag auf den Boden.|The opponent falls to the ground after a powerful strike.|||||||||36.7655357305317 | 0.920057442991321
2211|der Nerv, -en|nɛʁf|der|nerve|Die Operation ist gefährlich, da ein Nerv verletzt werden kann.|The surgery is dangerous because a nerve could be injured.|||||||||36.7655357305317 | 0.765529634551294
2212|die Niederlage, -n|ˈniːdɐˌlaːɡə|die|defeat|Der Trainer rechtfertigt die Niederlage in einem Interview.|The coach justifies the defeat in an interview.|||||||||36.7655357305317 | 0.78229483734938
2213|der Termin, -e|tɛʁˈmiːn|der|appointment, date|Können Sie den Termin verschieben?|Can you postpone the appointment?|||||||||36.7655357305317 | 0.913226806291494
2214|angenehm|ˈanɡəˌneːm|adj|pleasant|Wir wünschen Ihnen eine angenehme Reise auf unserem Schiff.|We wish you a pleasant journey on our ship.|||||||||36.7162521705712 | 0.915780107223179
2215|die Synthese, -n|zʏnˈteːzə|die|synthesis|Das neue Auto ist eine Synthese aus Stil und Leistung.|The new car is a synthesis of style and performance.|||||||||36.7162521705712 | 0.566601845422258
2216|das Drama, -en|ˈdʁaːma|das|drama|Das Drama endet mit dem Tod des Helden.|The drama ends with the death of the hero.|||||||||36.6669686106107 | 0.431025898073899
2217|der Konsum|kɔnˈzuːm|der|consumption|Der Konsum von Alkohol beeinflusst die Wahrnehmung.|The consumption of alcohol influences perception.|||||||||36.6176850506502 | 0.58777686482785
2218|die Vorschrift, -en|ˈfoːɐ̯ʃʁɪft|die|instruction, regulation|Er arbeitet stets nach den Vorschriften.|He always works according to the regulations.|||||||||36.6176850506502 | 0.659847081768144
2219|winzig|ˈvɪnt͡sɪç|adj|tiny|Bakterien sind winzige Organismen.|Bacteria are tiny organisms.|||||||||36.6176850506502 | 0.875534570070016
2220|der Flug, -̈e|fluːk|der|flight|Der Flug von Berlin nach Paris dauert weniger als zwei Stunden.|A flight from Berlin to Paris takes less than two hours.|||||||||36.5684014906897 | 0.836793565161175
2221|das Holz, -̈er|hɔlt͡s|das|wood|Holz ist eine kostbare Ressource.|Wood is a valuable resource.|||||||||36.5684014906897 | 0.898813790541432
2222|künstlerisch|ˈkʏnstləʁɪʃ|adj|artistic|In dem Kurs entdeckt Frau Schneider ihr künstlerisches Talent.|In the course, Mrs. Schneider discovers her artistic talent.|||||||||36.5684014906897 | 0.789485361355592
2223|die Förderung, -en|ˈfœʁdəʁʊŋ|die|support, promotion, funding|Ausländische Studierende erhalten eine besondere Förderung.|Foreign students receive special support.|||||||||36.5191179307292 | 0.869182419978938
2224|der Impuls, -e|ɪmˈpʊls|der|stimulus, impulse|Die Meetings schaffen neue Impulse für die Arbeit der Mitarbeiter.|The meetings create new impulses for the employees’ work.|||||||||36.5191179307292 | 0.825328824309817
2225|die Planung, -en|ˈplaːnʊŋ|die|planning, plan|Es braucht Monate der Planung, um solche großen Projekte vorzubereiten.|It takes months of planning to prepare such large projects.|||||||||36.5191179307292 | 0.845122361918498
2226|der Verdacht, -e|fɛɐ̯ˈdaxt|der|suspicion|Die Polizei hat den Verdacht, dass er Waffen besitzt.|The police have a suspicion he possesses weapons.|||||||||36.4698343707687 | 0.895784438906354
2227|vorgeben, gibt vor, gab vor, hat vorgegeben|ˈfoːɐ̯ˌɡeːbn̩|verb|to use as an excuse, set in advance, pretend|Johanna gibt vor, eine andere Person zu sein.|Johanna pretends to be another person.|||||||||36.4698343707687 | 0.887153932409447
2228|der Witz, -e|vɪt͡s|der|joke|Der Witz ist so gut, dass wir immer wieder darüber lachen müssen.|The joke is so good that we have to laugh about it again and again.|||||||||36.4698343707687 | 0.864287626537381
2229|aufmerksam|ˈaʊ̯fˌmɛʁkzaːm|adj|attentive|Paul ist ein sehr aufmerksamer Schüler.|Paul is a very attentive student.|||||||||36.4205508108082 | 0.923011285618094
2230|der Mangel, -̈|ˈmaŋl̩|der|lack, shortage, defect|Viele Krankheiten sind häufig die Folge von Mangel an Bewegung.|Many illnesses are often the result of the lack of exercise.|||||||||36.4205508108082 | 0.875172670953667
2231|ausführen, führt aus, führte aus, hat ausgeführt|ˈaʊ̯sˌfyːʁən|verb|to carry out, perform|Der neue Mitarbeiter führt seine Aufgaben sorgfältig aus.|The new employee performs his tasks carefully.|||||||||36.3712672508477 | 0.8980380814565
2232|analog|anaˈloːk|adj|analog, analogous|Er macht Fotos mit einer analogen Kamera.|He takes pictures with an analog camera.|||||||||36.3219836908872 | 0.833466770535623
