Er fährt mit dem Schiff.                                               |Он плывёт на пароходе.                                                    
Er schwimmt.                                                           |Он плывёт.                                                                
Er rannte in den Raum.                                                 |Он побежал в комнату.                                                     
Er hat den Weltrekord gebrochen.                                       |Он побил мировой рекорд.                                                  
Er hat den Rekord gebrochen.                                           |Он побил рекорд.                                                          
Er beschrieb die Szene ausführlich.                                    |Он подробно описал место происшествия.                                    
Er nimmt entweder den Bus oder den Zug.                                |Он поедет или на автобусеили на поезде.                                   
Er klingelte an der Tür.                                               |Он позвонил в дверь.                                                      
Er ruft an, sobald er etwas Zeit hat.                                  |Он позвонит, как только у него будет немного времени.                     
Er hat die Decke blau gestrichen.                                      |Он покрасил потолок в синий цвет.                                         
Er ist bei uns sehr beliebt.                                           |Он популярен среди нас.                                                   
Er schickte eine Karte an Mary.                                        |Он послал открытку Мэри.                                                  
Er riet ihr, mit dem Trinken aufzuhören.                               |Он посоветовал ей прекратить пить.                                        
Er hat seinen Pass verloren.                                           |Он потерял свой паспорт.                                                  
Hat er Recht?                                                          |Он прав?                                                                  
Er hat viele Schwierigkeiten überwunden.                               |Он преодолел множество трудностей.                                        
Er kommt entweder heute Abend oder morgen früh.                        |Он придёт или сегодня вечером или завтра утром.                           
Er kommt einmal pro Woche vorbei.                                      |Он приходит сюда раз в неделю.                                            
Er kam, um mich zu sehen.                                              |Он пришел ко мне.                                                         
Kam er pünktlich? Er konnte nicht pünktlich kommen.                    |Он пришёл вовремя? Он не смог придти вовремя.                             
Er ist betrunken. Trotzdem fährt er mit dem Rad.                       |Он пьян. Несмотря на это он едет на велосипеде.                           
Er trinkt Kaffee.                                                      |Он пьёт кофе.                                                             
Er wurde reich.                                                        |Он разбогател.                                                            
Er wurde wütend.                                                       |Он разозлился.                                                            
Er wacht früh auf.                                                     |Он рано просыпается.                                                      
Er beschloss, ins Ausland zu gehen.                                    |Он решил поехать за границу.                                              
Er wurde in Afrika geboren.                                            |Он родился в Африке.                                                      
Er kommt heute aus Sydney zurück.                                      |Он сегодня вернулся из Сиднея.                                            
Er saß zwischen Mary und Tom.                                          |Он сидел между Мэри и Томом.                                              
Er saß auf einer Bank.                                                 |Он сидел на скамейке запасных.                                            
Er sitzt in der Kneipe, anstatt dass er nach Hause geht.               |Он сидит в пивнушке вместо того, чтобы идти домой.                        
Er ist stärker als ich.                                                |Он сильнее меня.                                                          
Er lachte trotz seiner selbst.                                         |Он смеялся, несмотря ни на что.                                           
Er schaut fern.                                                        |Он смотрит телевизор.                                                     
Er nahm seine Brille ab.                                               |Он снял очки.                                                             
Er nahm den Job an.                                                    |Он согласился на эту работу.                                              
Er ist in der Lage, Französisch zu unterrichten.                       |Он способен преподавать французский язык.                                 
Er fragte sie, ob sie ihn kenne.                                       |Он спросил ее, знает ли она его.                                          
Er stand da.                                                           |Он стоял.                                                                 
Er ist ein Schüler an einer High School.                               |Он студент средней школы.                                                 
Er zählt.                                                              |Он считает.                                                               
Ist er dein Lehrer?                                                    |Он твой учитель?                                                          
Verstand er dich? Er konnte mich nicht verstehen.                      |Он тебя понял? Он не смог меня понять.                                    
Er ruft bestimmt an.                                                   |Он точно позвонит.                                                        
Er kommt ganz bestimmt.                                                |Он точно придёт.                                                          
Er schlug mit dem Knie gegen den Stuhl.                                |Он ударился коленом о стул.                                               
Er ist gut im Fahren.                                                  |Он умеет водить машину.                                                   
Er kann gut schwimmen.                                                 |Он умеет хорошо плавать.                                                  
Er ist ein kluger Junge.                                               |Он умный мальчик.                                                         
Er lernt seit zwei Stunden.                                            |Он учился два часа.                                                       
Er lernt Deutsch.                                                      |Он учит немецкий.                                                         
Ist er ein Lehrer?                                                     |Он учитель?                                                               
Er studiert an der Universität.                                        |Он учится в университете.                                                 
Er ist kalt.                                                           |Он холодный.                                                              
Er ist ein guter Geiger.                                               |Он хороший скрипач.                                                       
Er möchte Feuer.                                                       |Он хотел бы прикурить.                                                    
Er will uns wieder sehen.                                              |Он хочет увидеть нас снова.                                               
Er geht oft nach Tokio.                                                |Он часто ездит в Токио.                                                   
Er macht die Leute oft wütend.                                         |Он часто злит людей.                                                      
Er liest einen Roman.                                                  |Он читает роман.                                                          
Er liest einen langweiligen Roman.                                     |Он читает скучный роман.                                                  
Er liest.                                                              |Он читает.                                                                
Er las eine Illustrierte.                                              |Он читал цветной журнал.                                                  
Er fühlt sich sehr wohl.                                               |Он чувствует себя очень счастливым.                                       
Er ging nach Hause.                                                    |Он шел домой пешком.                                                      
er – sein                                                              |Он – его                                                                  
Sie läuft schneller als ich.                                           |Она бегает быстрее меня.                                                  
Sie ist eine wohlhabende Frau.                                         |Она богатая женщина.                                                      
Sie war müde.                                                          |Она была уставшей.                                                        
Sie nahm ein Stück Schokolade.                                         |Она взяла кусок шоколада.                                                 
Sie stand um sieben Uhr morgens auf.                                   |Она встала в семь утра.                                                   
Sie trat die Tür ein.                                                  |Она выбила дверь.                                                         
Sie sieht sehr hübsch aus.                                             |Она выглядит очень мило.                                                  
Sie sprach, als wäre nichts passiert.                                  |Она говорила так, будто ничего не произошло.                              
Sie spricht sowohl Spanisch als auch Englisch.                         |Она говорит и по-испански и по-английски.                                 
Sie spricht nicht nur Deutsch, sondern auch Französisch.               |Она говорит не только по-немецки, но и по-французски.                     
Sie telefoniert, während sie Auto fährt.                               |Она говорит по телефону, когда ведёт машину.                              
Sie spricht Spanisch.                                                  |Она говорит по-испански.                                                  
Spricht sie Französisch?                                               |Она говорит по-французски?                                                
Sie muss die Wäsche waschen.                                           |Она должна постирать.                                                     
Sie muss einkaufen.                                                    |Она должна сделать покупки.                                               
Sie muss die Wohnung putzen.                                           |Она должна убрать квартиру.                                               
Sie ging von London nach Paris.                                        |Она ездила из Лондона в Париж.                                            
Sie wohnt ganz in der Nähe.                                            |Она живет неподалеку.                                                     
Sie hat sowohl in Madrid als auch in London gelebt.                    |Она жила и в Мадриде и в Лондоне.                                         
Sie ließ ihn lange Zeit warten.                                        |Она заставила его долго ждать.                                            
Sie kennt sowohl Spanien als auch England.                             |Она знает и Испанию и Англию.                                             
Sie spielt Gitarre.                                                    |Она играет на гитаре.                                                     
Ist die aus Leder?                                                     |Она кожаная?                                                              
Sie mag Orangen.                                                       |Она любит апельсины.                                                      
Sie versteht mich auch nicht.                                          |Она меня тоже не понимает.                                                
Ich mag sie nicht.                                                     |Она мне не нравится.                                                      
Die gefällt mir.                                                       |Она мне нравится.                                                         
Sie geht nicht zum Arzt, obwohl sie Schmerzen hat.                     |Она не идёт к врачу, несмотря на то, что у неё что-то болит.              
Sie findet keine Stelle, obwohl sie studiert hat.                      |Она не может найти работу, несмотря на то, что у неё высшее образование.  
Sie ist nicht gekommen, weil sie müde war.                             |Она не пришла, потому что она была уставшей.                              
Sie ist nicht nur hübsch, sondern auch intelligent.                    |Она не только красива, но ещё и умна.                                     
Sie kann nicht schwimmen.                                              |Она не умеет плавать.                                                     
Sie ist ungeschickt.                                                   |Она неловкая.                                                             
Sie ging widerwillig alleine.                                          |Она неохотно пошла одна.                                                  
Sie trägt viel Make-up.                                                |Она носит много косметики.                                                
Sie trägt einen Rucksack auf dem Rücken.                               |Она носит рюкзак на спине.                                                
Sie liebt Katzen.                                                      |Она обожает кошек.                                                        
Sie hat mir eine Nachricht hinterlassen.                               |Она оставила мне записку.                                                 
Sie blieb mehrere Tage im Hotel.                                       |Она остановилась в отеле на несколько дней.                               
Sie lehnte seinen Vorschlag ab.                                        |Она отклонила его предложение.                                            
Sie lehnte meinen Vorschlag ab.                                        |Она отклонила мое предложение.                                            
Sie lehnte mein Angebot ab.                                            |Она отклонила мое предложение.                                            
Sie war fünf Tage lang nicht in der Schule.                            |Она отсутствовала в школе пять дней.                                      
Sie ist eine sehr gute Lehrerin.                                       |Она очень хороший учитель.                                                
Sie hängte den Kalender an die Wand.                                   |Она повесила календарь на стену.                                          
Sie kauft ein Auto, obwohl sie kein Geld hat.                          |Она покупает машину, несмотря на то, что у неё нет денег.                 
Sie ist nach Hause gegangen.                                           |Она пошла домой.                                                          
Ist sie mit ihm gekommen?                                              |Она пошла с ним?                                                          
Sie reiste durch die ganze Welt.                                       |Она путешествовала по всему миру.                                         
Sie arbeitet im Büro.                                                  |Она работает в офисе.                                                     
Sie arbeitet am Computer.                                              |Она работает на компьютере.                                               
Sie beschloss, nicht an der Sitzung teilzunehmen.                      |Она решила не присутствовать на совещании.                                
Sie wird es in 24 Stunden tun.                                         |Она сделает это через 24 часа.                                            
Sie sagte mir, sie kenne meinen Bruder.                                |Она сказала, что знает моего брата.                                       
Sie folgt ihrem Bruder, wohin er auch geht.                            |Она следует за своим братом, куда бы он ни пошел.                         
Sie hört Musik, während sie ihre Aufgaben macht.                       |Она слушает музыку, когда занимается своими делами.                       
Sie sieht einen spannenden Film.                                       |Она смотрит захватывающий фильм.                                          
Sie sieht fern, während sie bügelt.                                    |Она смотрит телевизор, когда гладит.                                      
Sie schaut sich einen Film an.                                         |Она смотрит фильм.                                                        
Sie ist dabei zu gehen.                                                |Она собирается уходить.                                                   
Sie kann sehr gut Klavier spielen.                                     |Она умеет очень хорошо играть на фортепиано.                              
Sie spricht gut Englisch.                                              |Она хорошо говорит по-английски.                                          
Sie will Designerin werden.                                            |Она хочет стать дизайнером.                                               
Sie liest die Zeitung, anstatt dass sie kocht.                         |Она читает газету вместо того, чтобы готовить.                            
sie – ihr                                                              |Она – её                                                                  
Sie sind alle hier.                                                    |Они все здесь.                                                            
Sie sind alle gleich.                                                  |Они все одинаковые.                                                       
Sie begrüßten mich mit einem Lächeln.                                  |Они встретили меня с улыбкой.                                             
Sie leben seit zehn Jahren in dieser Stadt.                            |Они живут в этом городе уже десять лет.                                   
Sie wohnen unten.                                                      |Они живут внизу.                                                          
Sie haben vergessen, die Tür abzuschließen.                            |Они забыли запереть дверь.                                                
Sie zwangen mich, dorthin zu gehen.                                    |Они заставили меня пойти туда.                                            
Sie sind hübsch.                                                       |Они красивые.                                                             
Sie hören gern Musik.                                                  |Они любят слушать музыку.                                                 
Sie sind meine Klassenkameraden.                                       |Они мои одноклассники.                                                    
Sie besuchen uns von Zeit zu Zeit.                                     |Они навещают нас время от времени.                                        
Sie sind nicht daran interessiert, Geld zu sparen.                     |Они не заинтересованы в экономии денег.                                   
Sie tanzen nicht gern.                                                 |Они не любят танцевать.                                                   
Sie sind nicht gekommen, weil sie den Zug verpasst haben.              |Они не пришли, потому что они опоздали на поезд.                          
Sie wollten nicht ins Bett gehen.                                      |Они не хотели ложиться спать.                                             
Sie wollten nicht das Zimmer aufräumen.                                |Они не хотели убирать комнату.                                            
Sie haben keinen Durst.                                                |Они не хотят пить.                                                        
Sie lügen nie.                                                         |Они никогда не лгут.                                                      
sie beide                                                              |Они оба                                                                   
Sie haben den Zug verpasst.                                            |Они опоздали на поезд.                                                    
Verkaufen sie Notebooks in diesem Laden?                               |Они продают ноутбуки в том магазине?                                      
Seitdem sie Kinder haben, gehen sie selten aus.                        |Они редко ходят в гости, с тех пор, как у них появились дети.             
Sie hörten Radio.                                                      |Они слушали радио.                                                        
Seitdem sie sich kennen, sind sie glücklich.                           |Они счастливы, с тех пор как они познакомились.                           
Sie lernen Russisch.                                                   |Они учат русский.                                                         
Sie möchten telefonieren.                                              |Они хотели бы позвонить.                                                  
Sie haben Durst.                                                       |Они хотят пить.                                                           
Sind das Japaner?                                                      |Они японцы?                                                               
sie – ihr                                                              |Они – их                                                                  
Bleib zu Hause, damit du ans Telefon gehen kannst.                     |Оставайся дома, чтобы ты мог ответить на звонок.                          
Zu Hause zu bleiben macht keinen Spaß.                                 |Оставаться дома - это не весело.                                          
Lass mich allein gehen.                                                |Оставь меня в покое.                                                      
Behalte das Geld für mich.                                             |Оставь эти деньги себе.                                                   
Lass das! Lassen Sie das!                                              |Оставь это! Оставьте это!                                                 
Lasst mich in Ruhe, bitte.                                             |Оставьте меня в покое, пожалуйста.                                        
Halten Sie hier bitte.                                                 |Остановитесь, пожалуйста, здесь.                                          
Die Insel ist das ganze Jahr über warm.                                |Остров теплый круглый год.                                                
Fahren Sie mich zu meinem Hotel.                                       |Отвезите меня к моей гостинице.                                           
Fahren Sie mich zum Strand.                                            |Отвезите меня на пляж.                                                    
Fahren Sie mich zu dieser Adresse.                                     |Отвезите меня по этому адресу.                                            
Geh ans Telefon.                                                       |Ответь на звонок.                                                         
Antworten Sie, bitte.                                                  |Ответьте, пожалуйста.                                                     
Woher sind Sie gekommen?                                               |Откуда Вы пришли?                                                         
Woher wissen Sie das?                                                  |Откуда Вы это знаете?                                                     
Wo kann ich telefonieren?                                              |Откуда я могу позвонить?                                                  
Die Heizung funktioniert nicht.                                        |Отопление не работает.                                                    
Offensichtlich liegt er falsch.                                        |Очевидно, он ошибается.                                                   
Sehr gut. Die Leute sind nett.                                         |Очень хорошо. Люди очень приятные.                                        
Panama liegt in Mittelamerika.                                         |Панама находится в Центральной Америке.                                   
Paris ist die Hauptstadt Frankreichs.                                  |Париж - столица Франции.                                                  
Die Spinne ist hässlich.                                               |Паук уродливый.                                                           
Der erste Tag ist Montag.                                              |Первый день это понедельник.                                              
Der erste Monat ist der Januar.                                        |Первый месяц - январь.                                                    
Setzen Sie diesen Satz ins Englische.                                  |Переведите это предложение на английский язык.                            
Vor dem Haus ist keine Straße.                                         |Перед домом нет улицы.                                                    
Überqueren Sie die Brücke!                                             |Перейдите через мост!                                                     
Hör auf! Hören Sie auf!                                                |Перестань! Перестаньте!                                                   
Ein Klavier ist teuer.                                                 |Пианино - дорогое удовольствие.                                           
Ist der Strand sauber?                                                 |Пляж чистый?                                                              
Ich finde, Sie sprechen sehr gut.                                      |По-моему, Вы говорите очень хорошо.                                       
Ich glaube, Sie sitzen auf meinem Platz.                               |По-моему, вы сидите на моём месте.                                        
Ich finde das interessant.                                             |По-моему, это интересно.                                                  
Ich finde das furchtbar.                                               |По-моему, это кошмарно.                                                   
Ich finde das hübsch.                                                  |По-моему, это красиво.                                                    
Ich glaube, das ist mein Platz.                                        |По-моему, это моё место.                                                  
Ich finde das langweilig.                                              |По-моему, это скучно.                                                     
Ich finde das hässlich.                                                |По-моему, это уродливо.                                                   
Ich finde das wunderschön.                                             |По-моему, это чудесно.                                                    
Rasier dich!                                                           |Побрейся!                                                                 
Das Wetter ist normalerweise im Juli heiß.                             |Погода обычно жаркая в июле.                                              
Das Wetter ist so schlecht.                                            |Погода очень плохая.                                                      
Warte, bis der Regen aufhört.                                          |Подожди, пока дождь пройдёт.                                              
Warte, bis er zurückkommt.                                             |Подожди, пока он вернётся.                                                
Warte, bis ich fertig bin.                                             |Подожди, пока я приготовлюсь.                                             
Warten Sie einen Moment außerhalb des Raumes.                          |Подождите минуту снаружи комнаты.                                         
Warten Sie einen Moment!                                               |Подождите немного!                                                        
Der Zug war überfüllt.                                                 |Поезд был переполнен.                                                     
Hat der Zug Verspätung?                                                |Поезд опаздывает?                                                         
Bitte pass auf dich auf.                                               |Пожалуйста, береги себя.                                                  
Fahren Sie bitte langsamer.                                            |Пожалуйста, ведите по-медленнее.                                          
Bitte schalten Sie den Fernseher ein.                                  |Пожалуйста, включите телевизор.                                           
Bitte nimm eine.                                                       |Пожалуйста, возьмите одну.                                                
Bitte machen Sie das Bett.                                             |Пожалуйста, застегните кровать.                                           
Bitte leih mir dein Auto.                                              |Пожалуйста, одолжи мне свою машину.                                       
Bitte beantworten Sie das Telefon.                                     |Пожалуйста, ответьте на звонок.                                           
Bitte öffnen Sie das Fenster.                                          |Пожалуйста, откройте окно.                                                
Bitte gib mir die Butter.                                              |Пожалуйста, передай мне масло.                                            
Bitte gib mir den Zucker.                                              |Пожалуйста, передай мне сахар.                                            
Bitte nehmen Sie im Wartezimmer Platz.                                 |Пожалуйста, подождите в приёмной.                                         
Warten Sie bitte einen Moment.                                         |Пожалуйста, подождите чуть-чуть.                                          
Würdest du mich bitte heute Abend anrufen.                             |Пожалуйста, позвони мне сегодня вечером.                                  
Bitte komm zu mir nach Hause.                                          |Пожалуйста, приходи ко мне домой.                                         
Bitte machen Sie es schnell.                                           |Пожалуйста, сделайте это быстро.                                          
Bitte folgen Sie mir.                                                  |Пожалуйста, следуйте за мной.                                             
Bitte schließen Sie die Tür leise.                                     |Пожалуйста, тихо закрой дверь.                                            
eine alte Frau                                                         |Пожилая женщина                                                           
Lass mich das machen.                                                  |Позвольте мне с этим разобраться.                                         
Ruf an! Rufen Sie an!                                                  |Позвони! Позвоните!                                                       
Ob er mich wohl anruft?                                                |Позвонит ли он мне?                                                       
Gehen wir ins Schwimmbad?                                              |Пойдём в бассейн?                                                         
Gehen wir auf den Balkon.                                              |Пойдём на балкон.                                                         
Es ist nicht so weit.                                                  |Пока нет.                                                                 
Im Moment steht es unentschieden.                                      |Пока ничья.                                                               
Tschüs!                                                                |Пока!                                                                     
Wirst du mir dein Fotoalbum zeigen?                                    |Покажешь мне свой фотоальбом?                                             
Zeig mir eine andere Kamera.                                           |Покажи мне другую камеру.                                                 
Der Fußboden ist schmutzig.                                            |Пол грязный.                                                              
Der Polizist hatte frei.                                               |Полицейский был не на службе.                                             
Hilf mir mal mit dieser Tasche.                                        |Помоги мне с этой сумкой.                                                 
Wasch deine Hände, bevor du dich an den Tisch setzt.                   |Помой руки перед тем, как садиться за стол.                               
Wasch dich!                                                            |Помойся!                                                                  
Es dauerte fünf Minuten, um zum Bahnhof zu gelangen.                   |Понадобилось пять минут, чтобы добраться до станции.                      
Ich habe keine Ahnung.                                                 |Понятия не имею.                                                          
Bitte korrigieren Sie mich immer.                                      |Поправляйте меня, пожалуйста каждый раз.                                  
Besucher dürfen die Tiere nicht füttern.                               |Посетители не должны кормить животных.                                    
Nach dem Unterricht?                                                   |После занятий?                                                            
Nachdem er einen Unfall hatte, konnte er nicht mehr arbeiten.          |После несчастного случая он больше не мог работать.                       
Nachdem er nach Amerika gegangen war, ist er reich geworden.           |После того, как он переехал в Америку, он разбогател.                     
Nachdem er die Arbeit verloren hatte, ist er nach Amerika gegangen.    |После того, как он потерял работу, он поехал в Америку.                   
Biegen Sie dann die erste Straße rechts ab.                            |После этого поверните направо при первой возможности.                     
brave Kinder                                                           |Послушные дети                                                            
Überprüfen Sie, ob das Gas ausgeschaltet ist.                          |Посмотрим, выключен ли газ.                                               
Schauen Sie sich die Karte auf Seite 62 an.                            |Посмотрите на карту на странице 62.                                       
Das Geschirr ist schmutzig.                                            |Посуда грязная.                                                           
Fahren Sie dann geradeaus über die nächste Kreuzung.                   |Потом езжайте прямо через следующий перекрёсток.                          
Gehen Sie dann ein Stück geradeaus.                                    |Потом пройдите немного прямо.                                             
Gehen Sie dann hundert Meter nach rechts.                              |Потом пройдите сто метров направо.                                        
Es sieht aus wie Schnee.                                               |Похоже на снег.                                                           
Er schien sehr glücklich gewesen zu sein.                              |Похоже, он был очень счастлив.                                            
Warum haben Sie ein Taxi genommen?                                     |Почему Вы взяли такси?                                                    
Warum essen Sie das Fleisch nicht?                                     |Почему Вы не едите мясо?                                                  
Warum essen Sie die Suppe nicht?                                       |Почему Вы не едите суп?                                                   
Warum essen Sie die Torte nicht?                                       |Почему Вы не едите торт?                                                  
Warum kommen Sie nicht?                                                |Почему Вы не придёте?                                                     
Warum trinken Sie das Bier nicht?                                      |Почему Вы не пьёте пиво?                                                  
