|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
2348.002|gezielt|adjective|pointed|Mit gezielten Fragen ließ der Journalist keine Lücken offen.|With pointed questions, the journalist left no gaps open.|mit;gezielt;Frage;offenlassen;der;Journalist;kein;Lücke;offen
2350.0|der Mord|noun|murder|Der Krimi beschreibt einen Mord in einem stillen Schwarzwalddorf.|The crime novel describes a murder in a quiet Black Forest village.|der;Krimi;beschreiben;ein;Mord;in;ein;still;Schwarzwalddorf
2351.0|extern|adjective|external|Für das Projekt wurde ein externes Beratungsteam hinzugezogen.|An external consulting team was brought in for the project.|für;der;Projekt;werden;ein;extern;Beratungsteam;hinzuziehen
2352.0|die Partie|noun|game|Die Partie Schach endete unerwartet mit einem eleganten Mattzug.|The chess game ended unexpectedly with an elegant checkmate.|der;Partie;Schach;enden;unerwartet;mit;ein;elegant;Mattzug
2353.0|stetig|adjective|constant|Die stetig wachsende Nachfrage sorgt für Kapazitätsprobleme.|The constant growing demand is causing capacity problems.|der;stetig;wachsend;Nachfrage;sorgen;für;Kapazitätsproblem
2355.0|erwidern|verb|to reply|Auf die Frage konnte er nur lächelnd mit einem kleinen Ja erwidern.|To the question, he could only reply with a small yes while smiling.|auf;der;Frage;können;er;nur;lächelnd;mit;ein;klein;Ja;erwidern
2356.0|die Identität|noun|identity|Die Identität der mysteriösen Person blieb lange Zeit ungeklärt.|The identity of the mysterious person remained unclear for a long time.|der;Identität;der;mysteriös;Person;bleiben;lang;Zeit;ungeklärt
2357.0|der Stock|noun|stick|Mit einem festen Stock bahnte er sich den Weg durch das Dickicht.|With a sturdy stick, he cleared his way through the thicket.|mit;ein;fest;Stock;bahnen;er;sich;der;Weg;durch;der;Dickicht
2360.0|die Milch|noun|milk|Die frische Milch tropfte langsam aus der Kanne in das Glas.|The fresh milk dripped slowly from the jug into the glass.|der;frisch;Milch;tropfen;langsam;aus;der;Kanne;in;der;Glas
2361.0|die Tiefe|noun|depth|Die Taucher erkundeten die geheimnisvolle Tiefe des blauen Sees.|The divers explored the mysterious depth of the blue lake.|der;Taucher;erkundeen;der;geheimnisvoll;Tiefe;der;blau;See
2362.001|unternehmen|verb|to do|Wir unternehmen am Sonntag eine Wanderung im Bayerischen Wald.|We are doing a hike in the Bavarian Forest on Sunday.|wir;unternehmen;an;Sonntag;ein;Wanderung;in;bayerisch;Wald
2365.0|stärken|verb|to strengthen|Gesunde Ernährung und Bewegung stärken das Immunsystem nachhaltig.|Healthy nutrition and exercise sustainably strengthen the immune system.|Gesunde;Ernährung;und;Bewegung;stärken;der;Immunsystem;nachhaltig
2366.0|der Millimeter|noun|millimeter|Ein Millimeter Abweichung machte das gesamte Design unbrauchbar.|A millimeter of deviation made the entire design useless.|ein;Millimeter;Abweichung;machen;der;gesamt;Design;unbrauchbar
2368.0|der Konsument|noun|consumer|Der bewusste Konsument achtet zunehmend auf nachhaltige Produkte.|The conscious consumer increasingly pays attention to sustainable products.|der;bewusst;Konsument;achten;zunehmend;auf;nachhaltig;Produkt
2370.0|der Richter|noun|judge|Der Richter betonte die Wichtigkeit von Unparteilichkeit im Verfahren.|The judge emphasized the importance of impartiality in the proceedings.|der;Richter;betonen;der;Wichtigkeit;von;Unparteilichkeit;in;Verfahren
2371.001|verwandeln|verb|to turn into|Die lange Dürre verwandelte den Fluss in ein trockenes Bachbett.|The long drought turned the river into a dry streambed.|der;lang;Dürre;verwandeln;der;Fluss;in;ein;trocken;Bachbett
2372.0|streiten|verb|to quarrel|Die Brüder fingen an, sich um die alte Geige lautstark zu streiten.|The brothers started to quarrel loudly over the old violin.|der;Brüder;anfingen;an;sich;um;der;alt;Geige;lautstark;zu;streiten
2373.0|widmen|verb|to dedicate|Er wollte sein Leben der Erforschung unentdeckter Tierarten widmen.|He wanted to dedicate his life to exploring undiscovered animal species.|er;wollen;sein;Leben;der;Erforschung;unentdeckt;Tierart;widmen
2375.0|hinterlassen|verb|to leave|Der unachtsame Wanderer hinterließ tiefe Spuren im weichen Waldboden.|The careless hiker left deep marks in the soft forest floor.|der;unachtsam;Wanderer;hinterlassen;tief;Spur;in;weich;Waldboden
2376.0|analysieren|verb|to analyze|Die Biologen analysieren das Verhalten von Vögeln im Winter.|The biologists analyze the behavior of birds in winter.|der;Biologe;analysieren;der;verhalten;von;Vögeln;in;Winter
2377.0|der Gipfel|noun|peak|Der Gipfel des Berges wurde gegen Abend von Sonnenstrahlen geküsst.|The peak of the mountain was kissed by sunlight in the evening.|der;Gipfel;der;Berg;werden;gegen;Abend;von;Sonnenstrahl;küssen
2377.001|der Gipfel|noun|summit|Der Gipfel des Berges glühte rot in der aufgehenden Morgensonne.|The summit of the mountain glowed red in the rising morning sun.|der;Gipfel;der;Berg;glühen;rot;in;der;aufgehend;Morgensonne
2378.0|der Nachteil|noun|disadvantage|Ein großer Nachteil dieses Plans ist die kostenintensive Umsetzung.|A significant disadvantage of this plan is the costly implementation.|ein;groß;Nachteil;dieser;Plan;sein;der;kostenintensiv;Umsetzung
2379.0|versus|adverb|versus|Das Spiel war Deutschland versus Italien, ein echtes Spitzenduell.|The game was Germany versus Italy, a real high-level duel.|der;Spiel;sein;Deutschland;versus;Italien;ein;echt;Spitzenduell
2380.001|vertraut|adjective|close|Ihr vertrautes Lachen erinnerte ihn an unbeschwerte Kindheitstage.|Her close, familiar laughter reminded him of carefree childhood days.|ihr;vertraut;lachen;erinnern;ihn;an;unbeschwert;Kindheitstag
2381.0|das Baby|noun|baby|Das Baby schlief friedlich in der hellblauen Wiege aus Holz.|The baby slept peacefully in the light blue wooden cradle.|der;Baby;schlief;friedlich;in;der;hellblau;Wiege;aus;Holz
2383.0|sportlich|adjective|athletic|Mit seinem sportlichen Ehrgeiz gewann er den Triathlon in Rekordzeit.|With his athletic ambition, he won the triathlon in record time.|mit;sein;sportlich;Ehrgeiz;gewinnen;er;der;Triathlon;in;Rekordzeit
2384.001|die Wärme|noun|heat|Die Wärme des Kamins machte die eisige Winternacht erträglicher.|The heat of the fireplace made the icy winter night more bearable.|der;Wärme;der;Kamin;machen;der;eisig;Winternacht;erträglich
2385.0|eventuell|adjective|possible|Eventuell könnten wir die Ersatzteile morgen liefern lassen.|It’s possible we could have the spare parts delivered tomorrow.|Eventuell;können;wir;der;Ersatzteil;morgen;liefern;lassen
2387.0|kennenlernen|verb|to meet|Er wollte unbedingt die faszinierende Autorin persönlich kennenlernen.|He was eager to meet the fascinating author in person.|er;wollen;unbedingt;der;faszinierend;Autorin;persönlich;kennenlernen
2390.0|intern|adjective|internal|Ein internes Memo klärte die Mitarbeiter über die Änderungen auf.|An internal memo informed the employees about the changes.|ein;intern;Memo;aufklärn;der;Mitarbeiter;über;der;Änderung;auf
2393.0|schriftlich|adjective|written|Eine schriftliche Bestätigung wurde noch am selben Tag gefordert.|A written confirmation was requested on the same day.|ein;schriftlich;Bestätigung;werden;noch;an;selber;Tag;fordern
2395.0|der Einwohner|noun|inhabitant|Jeder Einwohner des Dorfes nahm am jährlichen Erntedankfest teil.|Every inhabitant of the village participated in the annual harvest festival.|jeder;Einwohner;der;Dorf;teilnehmen;an;jährlich;Erntedankfest;teil
2397.001|umgeben|verb|to enclose|Hohe Mauern umgeben den geheimnisvollen Garten im Stadtzentrum.|High walls enclose the mysterious garden in the city center.|Hoch;Mauer;umgeben;der;geheimnisvoll;Garten;in;Stadtzentrum
2398.001|lebendig|adjective|lively|Das lebendige Stadtviertel pulsiert vor Energie und Kreativität.|The lively neighborhood pulses with energy and creativity.|der;lebendig;Stadtviertel;pulsieren;vor;Energie;und;Kreativität
2399.0|waschen|verb|to wash|Die fleckigen Tücher musste man gründlich mit Seife waschen.|The stained cloths had to be thoroughly washed with soap.|der;fleckig;Tuch;musste;man;gründlich;mit;Seife;waschen
2400.0|das Hormon|noun|hormone|Das Hormon Adrenalin sorgte für schnelle Reaktionen beim Athleten.|The hormone adrenaline ensured quick reactions in the athlete.|der;Hormon;Adrenalin;sorgen;für;schnell;Reaktion;bei;Athlete
2401.0|das Lebensmittel|noun|food|Frisches Obst ist eines der gesündesten Lebensmittel für den Alltag.|Fresh fruit is one of the healthiest foods for everyday life.|Frisches;Obst;sein;einer;der;gesünde;Lebensmittel;für;der;Alltag
2404.0|braun|adjective|brown|Die braunen Laubhaufen dufteten nach Herbst und feuchtem Boden.|The brown piles of leaves smelled of autumn and damp soil.|der;braun;Laubhaufen;duften;nach;Herbst;und;feucht;Boden
2405.0|die Ehe|noun|marriage|Die Ehe des Künstlerpaares war geprägt von Inspiration und Austausch.|The marriage of the artist couple was characterized by inspiration and exchange.|der;Ehe;der;Künstlerpaar;sein;prägen;von;Inspiration;und;Austausch
2406.0|der Passagier|noun|passenger|Ein Passagier beschwerte sich über den mangelnden Platz im Flugzeug.|A passenger complained about the lack of space in the airplane.|ein;Passagier;beschweren;sich;über;der;mangelnd;Platz;in;Flugzeug
2407.0|die Kindheit|noun|childhood|Die Kindheit fliegt wie ein Vogel durch die Zeit der Unschuld.|Childhood flies like a bird through the time of innocence.|der;Kindheit;fliegen;wie;ein;Vogel;durch;der;Zeit;der;Unschuld
2408.0|Ungarn|noun|Hungary|In Ungarn probierten wir die traditionellen Gerichte mit Paprika.|In Hungary, we tried the traditional dishes with paprika.|in;Ungarn;probieren;wir;der;traditionell;Gericht;mit;Paprika
2409.0|der Verbraucher|noun|consumer|Der Verbraucher verlangt nach transparenten Herkunftsinformationen.|The consumer demands transparent information about origins.|der;Verbraucher;verlangen;nach;transparent;Herkunftsinformation
2410.001|die Vielfalt|noun|variety|Die Vielfalt der Pflanzenarten im Tal überraschte die Botaniker.|The variety of plant species in the valley surprised the botanists.|der;Vielfalt;der;Pflanzenart;in;Tal;überraschen;der;Botaniker
2411.001|die Entschuldigung|noun|excuse|Die Entschuldigung für die verspätete Lieferung klang glaubwürdig.|The excuse for the delayed delivery sounded credible.|der;Entschuldigung;für;der;verspätet;Lieferung;klingen;glaubwürdig
2413.0|geradezu|adverb|downright|Das Essen im neuen Restaurant war geradezu ein kulinarisches Erlebnis.|The food at the new restaurant was downright a culinary experience.|der;essen;in;neu;Restaurant;sein;geradezu;ein;kulinarisch;Erlebnis
2415.0|die Mischung|noun|mixture|Die Mischung aus Aromen verlieh der Suppe ihren einmaligen Geschmack.|The mixture of flavors gave the soup its unique taste.|der;Mischung;aus;Arome;verlieh;der;Suppe;ihr;einmalig;Geschmack
2415.001|die Mischung|noun|blend|Die Mischung aus Kräutern gab der Suppe ein unverwechselbares Aroma.|The blend of herbs gave the soup a distinctive aroma.|der;Mischung;aus;Kräutern;geben;der;Suppe;ein;unverwechselbar;Aroma
2416.0|zukünftig|adjective|future|In der zukünftigen Planung wurde Nachhaltigkeit großgeschrieben.|In the future planning, sustainability was emphasized.|in;der;zukünftig;Planung;werden;Nachhaltigkeit;großgeschrieben
2417.0|erledigen|verb|to settle|Die Assistentin konnte alle Aufgaben gewissenhaft erledigen.|The assistant was able to settle all tasks diligently.|der;Assistentin;können;aller;Aufgabe;gewissenhaft;erledigen
2419.0|der Geruch|noun|smell|Der Geruch von nassem Holz erinnerte sie an regnerische Kindheitstage.|The smell of wet wood reminded her of rainy childhood days.|der;Geruch;von;nass;Holz;erinnern;sie;an;regnerisch;Kindheitstag
2420.0|herkommen|verb|to come here|Woher der mysteriöse Besucher tatsächlich herkommt, blieb unklar.|Where the mysterious visitor actually comes from remained unclear.|woher;der;mysteriös;Besucher;tatsächlich;herkommen;bleiben;unklar
2421.0|der Sitz|noun|seat|Der Sitz im neuen Cabrio ist aus hochwertigem Leder gefertigt.|The seat in the new convertible is made of high-quality leather.|der;Sitz;in;neu;Cabrio;sein;aus;hochwertig;Leder;fertigen
2423.0|ahnen|verb|to sense|Niemand konnte ahnen, welche Tragödie sich in der Stille anbahnte.|No one could sense what tragedy was unfolding in the silence.|niemand;können;ahnen;welcher;Tragödie;sich;in;der;Stille;anbahnen
2424.0|die Entfernung|noun|distance|Die Entfernung zwischen den Städten beträgt genau 452 Kilometer.|The distance between the cities is exactly 452 kilometers.|der;Entfernung;zwischen;der;Stadt;betragen;genau;452;Kilometer
2425.0|stützen|verb|to support|Massive Pfeiler stützen die Brücke über den reißenden Fluss.|Massive pillars support the bridge over the raging river.|Massive;Pfeiler;stützen;der;Brücke;über;der;reißend;Fluss
2425.001|stützen|verb|to base on|Das Urteil stützt sich auf handfeste Beweise und klare Zeugenaussagen.|The verdict is based on solid evidence and clear witness statements.|der;Urteil;stützen;sich;auf;handfest;Beweis;und;klar;Zeugenaussage
2427.0|die Liga|noun|league|Der Verein tritt in der nächsten Saison in der höchsten Liga an.|The club will compete in the highest league next season.|der;Verein;antreten;in;der;nächster;Saison;in;der;hoch;Liga;an
2429.0|einschränken|verb|to restrict|Neue Gesetze sollen den Schadstoffausstoß der Fahrzeuge einschränken.|New laws aim to restrict vehicle emissions.|neu;Gesetz;sollen;der;Schadstoffausstoß;der;Fahrzeug;einschränken
2429.001|einschränken|verb|to reduce|Die Regierung will schädliche Emissionen deutlich einschränken.|The government wants to significantly reduce harmful emissions.|der;Regierung;wollen;schädlich;Emission;deutlich;einschränken
2430.0|die Kette|noun|chain|Die rostige Kette hielt noch immer die schwere Zugbrücke in Position.|The rusty chain still held the heavy drawbridge in position.|der;rostig;Kette;halten;noch;immer;der;schwer;Zugbrücke;in;Position
2432.0|die Strafe|noun|punishment|Die Strafe für das Vergehen wurde streng nach Gesetz verhängt.|The punishment for the offense was imposed strictly by the law.|der;Strafe;für;der;Vergehen;werden;streng;nach;Gesetz;verhängen
2432.001|die Strafe|noun|penalty|Die Strafe für das Vergehen war streng, aber gerechtfertigt.|The penalty for the offense was strict but justified.|der;Strafe;für;der;Vergehen;sein;streng;aber;rechtfertigen
2433.0|der Franzose|noun|Frenchman|Der Franzose beeindruckte alle mit seinem hervorragenden Kochtalent.|The Frenchman impressed everyone with his excellent cooking skills.|der;Franzose;beeindrucken;alle;mit;sein;hervorragend;Kochtalent
2433.001|der Franzose|noun|French|Der Franzose bestellte eine Flasche Bordeaux im kleinen Weinlokal.|The Frenchman ordered a bottle of Bordeaux in the small wine tavern.|der;Franzose;bestellen;ein;Flasche;Bordeaux;in;klein;Weinlokal
2436.0|der Transport|noun|transportation|Der Transport der alten Möbel erfolgte mit einem robusten Laster.|The transportation of the old furniture was carried out with a sturdy truck.|der;Transport;der;alt;Möbel;erfolgen;mit;ein;robust;Laster
2437.0|abbauen|verb|to reduce|Die Bergleute begannen, die hohen Erzhaufen im Schacht abzubauen.|The miners started to reduce the tall ore heaps in the shaft.|der;Bergleute;beginnen;der;hoch;Erzhaufen;in;Schacht;abbauen
2438.0|anregen|verb|to encourage|Die kunterbunten Plakate sollen zum Besuch der Ausstellung anregen.|The colorful posters are meant to encourage visiting the exhibition.|der;kunterbunt;Plakat;sollen;zu;Besuch;der;Ausstellung;anregen
2440.0|beherrschen|verb|to control|Die Pilotin beherrscht das Flugzeug auch unter extremen Bedingungen.|The pilot controls the aircraft even under extreme conditions.|der;Pilotin;beherrschen;der;Flugzeug;auch;unter;extrem;Bedingung
2440.001|beherrschen|verb|to rule|Die Kunst der Diplomatie zu beherrschen ist eine wertvolle Fähigkeit.|To rule the art of diplomacy is a valuable skill.|der;Kunst;der;Diplomatie;zu;beherrschen;sein;ein;wertvoll;Fähigkeit
2442.0|das Kreuz|noun|cross|Auf dem Hügel stand das mit Blumen umringte steinerne Kreuz.|On the hill stood the stone cross surrounded by flowers.|auf;der;Hügel;stehen;der;mit;Blume;umringt;steinern;Kreuz
2443.0|der Motor|noun|motor|Der Motor des Oldtimers sprang nach vielen Versuchen endlich an.|The motor of the vintage car finally started after many tries.|der;Motor;der;Oldtimer;anspringen;nach;vieler;Versuch;endlich;an
2443.001|der Motor|noun|engine|Der laute Motor des Rennwagens heulte vor der Startlinie auf.|The loud engine of the race car roared at the starting line.|der;laut;Motor;der;Rennwagen;aufheulen;vor;der;Startlinie;auf
2447.0|trocken|adjective|dry|Die trockene Wüste erstreckt sich bis zum Horizont ohne Vegetation.|The dry desert stretches to the horizon without vegetation.|der;trocken;Wüste;erstrecken;sich;bis;zu;Horizont;ohne;Vegetation
2450.0|die Bibliothek|noun|library|Die Bibliothek in der Altstadt birgt Schätze vergangener Epochen.|The library in the old town holds treasures of past eras.|der;Bibliothek;in;der;Altstadt;birgen;Schatz;vergangen;Epoche
2451.0|ebenda|adverb|ibidem|Die Quellenangabe für die Grafik findet sich ebenda auf Seite 3.|The citation for the graphic can be found ibidem on page 3.|der;Quellenangabe;für;der;Grafik;finden;sich;ebenda;auf;Seite;3.
2451.001|ebenda|adverb|at the same place|Die Unterschrift wurde verfasst und das Dokument ebenda versiegelt.|The signature was made and the document sealed at the same place.|der;Unterschrift;werden;verfassen;und;der;Dokument;ebenda;versiegeln
2452.0|hoffentlich|adverb|hopefully|Hoffentlich wird der Brief noch vor dem Feiertag zugestellt.|Hopefully, the letter will arrive before the holiday.|Hoffentlich;werden;der;Brief;noch;vor;der;Feiertag;zustellen
2453.0|die Erwachsene|noun|adult|Die Erwachsene besichtigte das Museum mit erstaunlicher Begeisterung.|The adult toured the museum with astonishing enthusiasm.|der;erwachsene;besichtigen;der;Museum;mit;erstaunlich;Begeisterung
2454.0|die WM (Weltmeisterschaft)|noun|world championship|Die WM 2022 in Katar bot packende Spiele und Überraschungen.|The 2022 World Championship in Qatar offered thrilling games and surprises.|der;WM;2022;in;Katar;bieten;packend;Spiel;und;Überraschung
2455.0|zurückführen|verb|to attribute|Man konnte die Panne auf einen defekten Sensor zurückführen.|The malfunction could be attributed to a faulty sensor.|man;können;der;Panne;auf;ein;defekt;Sensor;zurückführen
2456.0|das Bruttoinlandsprodukt|noun|gross domestic product|Das Bruttoinlandsprodukt spiegelt die Wirtschaftskraft einer Nation.|The gross domestic product reflects the economic strength of a nation.|der;Bruttoinlandsprodukt;spiegeln;der;Wirtschaftskraft;ein;Nation
2458.0|der Verkäufer|noun|salesman|Der Verkäufer pries die Vorteile des neuen, innovativen Geräts an.|The salesman praised the benefits of the new innovative device.|der;Verkäufer;anpriesn;der;Vorteil;der;neu;innovativ;Gerät;an
2459.0|vernünftig|adjective|sensible|Eine vernünftige Entscheidung war angesichts der Fakten naheliegend.|A sensible decision was obvious given the facts.|ein;vernünftig;Entscheidung;sein;angesichts;der;Fakt;naheliegend
2459.001|vernünftig|adjective|reasonable|Ein vernünftiger Dialog löste die Streitfrage nach langer Zeit.|A reasonable dialogue resolved the dispute after a long time.|ein;vernünftig;Dialog;lösen;der;Streitfrage;nach;lang;Zeit
2461.0|abholen|verb|to get|Sie fuhr früh los, um das Paket vor der Mittagspause abzuholen.|She left early to get the package before the lunch break.|sie;losfahren;früh;los;um;der;Paket;vor;der;Mittagspause;abholen
2464.0|die Ressource|noun|resource|Die Ressource Wasser stand der Region nur begrenzt zur Verfügung.|The resource water was only limitedly available to the region.|der;Ressource;Wasser;stehen;der;Region;nur;begrenzt;zu;Verfügung
2465.001|trauen|verb|to dare to|Die Bergsteiger trauen sich, die steile Felswand zu erklimmen.|The mountaineers dare to climb the steep rock face.|der;Bergsteiger;trauen;sich;der;steil;Felswand;zu;erklimmen
2466.001|das Vorbild|noun|example|Die Pilotin gilt für viele junge Frauen als inspirierendes Vorbild.|The pilot serves as an inspiring example for many young women.|der;Pilotin;gelten;für;vieler;jung;Frau;als;inspirierend;Vorbild
2467.002|vorlegen|verb|to produce|Er musste vor Gericht handfeste Beweise für seine Unschuld vorlegen.|He had to produce solid evidence for his innocence in court.|er;musste;vor;Gericht;handfest;Beweis;für;sein;Unschuld;vorlegen
2468.0|wahnsinnig|adjective|insane|Die wahnsinnigen Geräusche im Tunnel hallten stundenlang nach.|The insane noises in the tunnel echoed for hours.|der;wahnsinnig;Geräusch;in;Tunnel;nachhalln;stundenlang;nach
2469.0|erstaunlich|adjective|astonishing|Das erstaunlich leuchtende Nordlicht malte Farben an den Himmel.|The astonishingly bright northern lights painted colors in the sky.|der;erstaunlich;leuchtend;Nordlicht;malen;Farbe;an;der;Himmel
2470.0|grinsen|verb|to grin|Er konnte nicht anders, als über den lustigen Zwischenfall zu grinsen.|He couldn't help but grin about the funny incident.|er;können;nicht;anders;als;über;der;lustig;Zwischenfall;zu;grinsen
2471.0|der Koffer|noun|suitcase|Der Koffer zerbrach beim eiligen Lauf über die schmalen Bahnsteige.|The suitcase broke while rushing over the narrow platforms.|der;Koffer;zerbrechen;bei;eilig;Lauf;über;der;schmal;Bahnsteig
2472.0|emotional|adjective|emotional|Der emotionale Moment brachte die gesamte Versammlung zum Weinen.|The emotional moment made the entire assembly cry.|der;emotional;Moment;bringen;der;gesamt;Versammlung;zu;Weinen
2473.0|erstellen|verb|to build|Die Ingenieure wollen ein robustes Modell in kürzester Zeit erstellen.|The engineers want to build a robust model in the shortest time.|der;Ingenieur;wollen;ein;robust;Modell;in;kürze;Zeit;erstellen
2475.0|die Kugel|noun|ball|Die goldene Kugel rollte leise über den alten Holztisch im Salon.|The golden ball rolled quietly over the old wooden table in the lounge.|der;golden;Kugel;rollen;leise;über;der;alt;Holztisch;in;Salon
2476.0|das Rad|noun|wheel|Das Rad des alten Wagens quietschte laut auf der Kiesstraße.|The wheel of the old cart squeaked loudly on the gravel road.|der;Rad;der;alt;Wagen;quietschen;laut;auf;der;Kiesstraße
2477.001|ausbauen|verb|to expand|Sie planen, das Lagerhaus zu renovieren und in Büroräume auszubauen.|They plan to renovate the warehouse and expand it into office space.|sie;planen;der;Lagerhaus;zu;renovieren;und;in;Büroraum;ausbauen
2477.002|ausbauen|verb|to enlarge|Die Firma plant, ihr Vertriebsnetz in der Region nördlich auszubauen.|The company plans to enlarge its distribution network in the northern region.|der;Firma;planen;ihr;Vertriebsnetz;in;der;Region;nördlich;ausbauen
2478.0|anzeigen|verb|to report|Man muss den Schaden unverzüglich bei der Versicherung anzeigen.|One must report the damage to the insurance immediately.|man;muss;der;Schaden;unverzüglich;bei;der;Versicherung;anzeigen
2478.001|anzeigen|verb|to sue|Der Nachbar drohte, den lauten Mieter wegen Ruhestörung anzuzeigen.|The neighbor threatened to sue the noisy tenant for disturbance.|der;Nachbar;drohen;der;laut;Mieter;wegen;Ruhestörung;anzeigen
2478.002|anzeigen|verb|to indicate|Die Lampe am Armaturenbrett zeigte einen niedrigen Tankstand an.|The light on the dashboard indicated a low fuel level.|der;Lampe;an;Armaturenbrett;anzeigen;ein;niedrig;Tankstand;an
2478.003|anzeigen|verb|to show|Die Monitore konnten die entsprechenden Ergebnisse klar anzeigen.|The monitors were able to clearly show the respective results.|der;Monitor;können;der;entsprechend;Ergebnis;klar;anzeigen
2479.0|der Schwerpunkt|noun|focus|Der Schwerpunkt des Kurses lag auf praktischen Fertigkeiten.|The focus of the course was on practical skills.|der;Schwerpunkt;der;Kurs;liegen;auf;praktisch;Fertigkeit
2480.0|die Überzeugung|noun|conviction|Seine Überzeugung war tief und fest in seinem Innern verankert.|His conviction was deep and firmly rooted within him.|sein;Überzeugung;sein;tief;und;fest;in;sein;innere;verankern
2482.001|aussteigen|verb|to get out|An der nächsten Haltestelle musste der Fahrgast dringend aussteigen.|At the next stop, the passenger urgently needed to get out.|an;der;nächster;Haltestelle;musste;der;Fahrgast;dringend;aussteigen
2483.0|das Chromosom|noun|chromosome|Ein Chromosom trägt zahlreiche Informationen über genetische Merkmale.|A chromosome carries numerous pieces of information about genetic traits.|ein;Chromosom;tragen;zahlreich;Information;über;genetisch;Merkmal
2486.0|die Tonne|noun|ton|Der Frachter mit 200 Tonnen Stahl erreichte sicher den Hafen.|The freighter with 200 tons of steel safely reached the harbor.|der;Frachter;mit;200;Tonne;Stahl;erreichen;sicher;der;Hafen
2486.002|die Tonne|noun|bin|Die Tonne auf dem Hof quoll über vor altem Verpackungsmaterial.|The bin in the yard was overflowing with old packaging materials.|der;Tonne;auf;der;Hof;überquoll;über;vor;alt;Verpackungsmaterial
2488.0|der Arbeiter|noun|worker|Der Arbeiter schleppte schwere Zementsäcke auf die Baustelle.|The worker carried heavy cement bags to the construction site.|der;Arbeiter;schleppen;schwer;Zementsäcke;auf;der;Baustelle
2489.0|das Bord|noun|board|Auf dem Bord des Segelschiffs stapeln sich Kisten voller Vorräte.|On the board of the sailing ship, crates of supplies are stacked.|auf;der;Bord;der;Segelschiff;stapeln;sich;Kiste;voll;Vorrat
2492.0|beurteilen|verb|to assess|Ein unabhängiger Gutachter wird den Zustand der Immobilie beurteilen.|An independent appraiser will assess the condition of the property.|ein;unabhängig;Gutachter;werden;der;Zustand;der;Immobilie;beurteilen
2492.001|beurteilen|verb|to judge|Der Richter musste die komplizierte Situation objektiv beurteilen.|The judge had to judge the complicated situation objectively.|der;Richter;musste;der;kompliziert;Situation;objektiv;beurteilen
2493.0|raten|verb|to advise|Ich kann dir nur raten, diesen schmalen Weg bei Nebel zu meiden.|I can only advise you to avoid this narrow path in the fog.|ich;können;dir;nur;raten;dieser;schmal;Weg;bei;Nebel;zu;meiden
2494.0|der Schnitt|noun|cut|Mit einem eleganten Schnitt überzeugte der Schneider die Kundschaft.|With an elegant cut, the tailor impressed the clientele.|mit;ein;elegant;Schnitt;überzeugen;der;Schneider;der;Kundschaft
2496.0|der Erzähler|noun|storyteller|Der Erzähler fesselte das Publikum mit seiner lebendigen Gestik.|The storyteller captivated the audience with his vivid gestures.|der;Erzähler;fesselen;der;Publikum;mit;sein;lebendig;Gestik
2496.001|der Erzähler|noun|narrator|Der Erzähler fügte der Geschichte eine überraschende Wendung hinzu.|The narrator added an unexpected twist to the story.|der;Erzähler;hinzufügen;der;Geschichte;ein;überraschend;Wendung;hinzu
2497.0|das Gold|noun|gold|Das glänzende Gold schmückte die filigran gefertigte Schatztruhe.|The glowing gold adorned the delicately crafted treasure chest.|der;glänzend;Gold;schmücken;der;filigran;gefertigt;Schatztruhe
2498.0|umstritten|adjective|disputed|Das neue Bauprojekt bleibt ein umstrittenes Thema in der Stadtpolitik.|The new construction project remains a disputed topic in city politics.|der;neu;Bauprojekt;bleiben;ein;umstritten;Thema;in;der;Stadtpolitik
2499.0|aufsteigen|verb|to rise (up)|Rauch begann aus dem Schornstein des kleinen Hauses aufzusteigen.|Smoke began to rise up from the chimney of the small house.|Rauch;beginnen;aus;der;Schornstein;der;klein;Haus;aufsteigen
2501.001|vielfältig|adjective|varied|Der Wochenmarkt bot vielfältige exotische Früchte und Gewürze an.|The weekly market offered a varied selection of exotic fruits and spices.|der;Wochenmarkt;anbieten;vielfältig;exotisch;Frucht;und;Gewürz;an
2502.0|wirksam|adjective|effective|Die wirksame Medizin brachte schnelle Linderung bei der Patientin.|The effective medicine brought quick relief to the patient.|der;wirksam;Medizin;bringen;schnell;Linderung;bei;der;Patientin
2503.0|überlassen|verb|to leave|Ich musste das alte Haus schweren Herzens dem Käufer überlassen.|I had to leave the old house to the buyer with a heavy heart.|ich;musste;der;alt;Haus;schwer;Herzen;der;Käufer;überlassen
2504.0|identifizieren|verb|to identify|Die Experten konnten den seltenen Fund als Fossil identifizieren.|The experts were able to identify the rare find as a fossil.|der;Experte;können;der;selten;Fund;als;Fossil;identifizieren
2505.001|der Mittelwert|noun|mean|Der Mittelwert der Messungen liegt bei 25 Millimeter pro Stunde.|The mean of the measurements is 25 millimeters per hour.|der;Mittelwert;der;Messung;liegen;bei;25;Millimeter;pro;Stunde
2507.0|die Atmosphäre|noun|atmosphere|Die Atmosphäre im Veranstaltungssaal war vor Spannung fast greifbar.|The atmosphere in the event hall was almost tangible with tension.|der;Atmosphäre;in;Veranstaltungssaal;sein;vor;Spannung;fast;greifbar
