|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
2622.001|einbringen|verb|to contribute|Jeder sollte versuchen, etwas Positives einbringen, um zu helfen.|Everyone should try to contribute something positive to help.|jeder;sollen;versuchen;etwas;Positives;einbringen;um;zu;helfen
2623.0|die Materie|noun|matter|Die Materie um uns herum besteht aus winzigen Teilchen.|The matter around us is made up of tiny particles.|der;Materie;um;uns;herum;bestehen;aus;winzig;Teilche
2624.0|das Personal|noun|staff|Das Personal wurde geschult, um den Kundenservice zu verbessern.|The staff was trained to improve customer service.|der;Personal;werden;schulen;um;der;Kundenservice;zu;verbessern
2625.0|scheinbar|adjective|apparent|Die scheinbare Ruhe in der Stadt täuschte über die Unruhe hinweg.|The apparent calm in the city disguised the unrest.|der;scheinbar;Ruhe;in;der;Stadt;hinwegtäuschen;über;der;Unruhe;hinweg
2626.0|die Frequenz|noun|frequency|Die Frequenz von Schwingungen wird mit einem Messgerät bestimmt.|The frequency of vibrations is determined using a measuring device.|der;Frequenz;von;Schwingung;werden;mit;ein;Messgerät;bestimmen
2627.0|lehren|verb|to teach|Er lehrte seine Schüler mit modernen pädagogischen Methoden.|He taught his students with modern pedagogical methods.|er;lehren;sein;Schüler;mit;modern;pädagogisch;Methode
2628.0|selbstständig|adjective|independent|Sie ist eine selbstständige Unternehmerin in der Tech-Branche.|She is an independent entrepreneur in the tech industry.|sie;sein;ein;selbstständig;Unternehmerin;in;der;Tech-Branche
2628.001|selbstständig|adjective|self-employed|Er arbeitet als selbstständiger Grafikdesigner.|He works as a self-employed graphic designer.|er;arbeiten;als;selbstständig;Grafikdesigner
2629.0|überwinden|verb|to overcome|Mit viel Geduld konnte sie ihre Höhenangst überwinden.|With a lot of patience, she was able to overcome her fear of heights.|mit;viel;Geduld;können;sie;ihr;Höhenangst;überwinden
2630.0|unklar|adjective|unclear|Die Situation ist derzeit unklar und erfordert weitere Klärung.|The situation is currently unclear and requires further clarification.|der;Situation;sein;derzeit;unklar;und;erfordern;weit;Klärung
2631.0|verfügbar|adjective|available|Die Bücher sind jetzt im Gegensatz zur letzten Woche wieder verfügbar.|The books are now available again unlike last week.|der;Buch;sein;jetzt;in;Gegensatz;zu;letzter;Woche;wieder;verfügbar
2632.0|wozu|pronoun|what for|Wozu dient diese Technologie, wenn sie nicht benutzerfreundlich ist?|What for is this technology if it is not user-friendly?|wozu;dienen;dieser;Technologie;wenn;sie;nicht;benutzerfreundlich;sein
2632.001|wozu|pronoun|to what|Wozu führt diese Entscheidung letztlich?|To what does this decision ultimately lead?|wozu;führen;dieser;Entscheidung;letztlich
2633.0|schlicht|adjective|simple|Die schlichte Gestaltung des Raums vermittelt Ruhe und Harmonie.|The simple design of the room conveys calm and harmony.|der;schlicht;Gestaltung;der;Raum;vermitteln;Ruhe;und;Harmonie
2633.001|schlicht|adjective|plain|Das Kleid war zwar schlicht, aber von zeitloser Eleganz.|The dress was plain but of timeless elegance.|der;Kleid;sein;zwar;schlicht;aber;von;zeitlos;Eleganz
2634.0|angemessen|adjective|appropriate|Eine angemessene Kleidung ist bei offiziellen Anlässen unerlässlich.|Appropriate clothing is essential for official events.|ein;angemessen;Kleidung;sein;bei;offiziell;Anlässen;unerlässlich
2635.0|der Arbeitsmarkt|noun|labor market|Der Arbeitsmarkt verlangt zunehmend nach qualifizierten Fachkräften.|The labor market increasingly demands qualified professionals.|der;Arbeitsmarkt;verlangen;zunehmend;nach;qualifiziert;Fachkraft
2636.0|der Pass|noun|pass|Er zeigte seinen Pass beim Grenzübertritt.|He showed his passport at the border crossing.|er;zeigen;sein;Pass;bei;Grenzübertritt
2636.001|der Pass|noun|passport|Der Pass des Reisenden wurde gestempelt.|The traveler's passport was stamped.|der;Pass;der;Reisenden;werden;stempeln
2637.0|der Bedarf|noun|need|Der Bedarf an spezifischer Unterstützung wächst mit jedem Jahrzehnt.|The need for specific support grows with each decade.|der;Bedarf;an;spezifisch;Unterstützung;wachsen;mit;jeder;Jahrzehnt
2637.001|der Bedarf|noun|demand|Der Bedarf an nachhaltigen Energielösungen wächst weltweit.|The demand for sustainable energy solutions is growing worldwide.|der;Bedarf;an;nachhaltig;Energielösung;wachsen;weltweit
2638.0|ernsthaft|adjective|serious|Er blickte mich ernsthaft an und stellte eine kritische Frage.|He looked at me seriously and asked a critical question.|er;anblicken;mich;ernsthaft;an;und;stellen;ein;kritisch;Frage
2639.0|werben|verb|to advertise|Die Firma wirbt mit einer neuen TV-Kampagne.|The company is advertising with a new TV campaign.|der;Firma;werben;mit;ein;neu;TV-Kampagne
2640.0|errichten|verb|to build|Sie errichteten ein neues Forschungslabor auf dem Campus.|They built a new research lab on campus.|sie;errichten;ein;neu;Forschungslabor;auf;der;Campus
2640.001|errichten|verb|to erect|Der Bauarbeiter errichtete einen neuen Turm.|The builder erected a new tower.|der;Bauarbeiter;errichten;ein;neu;Turm
2641.0|der Kredit|noun|loan|Der Kredit wurde aufgrund der soliden Bonität genehmigt.|The loan was approved based on solid creditworthiness.|der;Kredit;werden;aufgrund;der;solide;Bonität;genehmigen
2641.001|der Kredit|noun|credit|Die Bank gewährt einen Kredit für den Hauskauf.|The bank grants a credit for the home purchase.|der;Bank;gewähren;ein;Kredit;für;der;Hauskauf
2642.0|das Wohnzimmer|noun|living room|Das Wohnzimmer wurde mit neuen Möbeln stilvoll eingerichtet.|The living room was stylishly furnished with new furniture.|der;Wohnzimmer;werden;mit;neu;Möbel;stilvoll;einrichten
2643.0|die Kompetenz|noun|competence|Ihre Kompetenz im Projektmanagement beeindruckt das ganze Team.|Her competence in project management impresses the entire team.|ihr;Kompetenz;in;Projektmanagement;beeindrucken;der;ganz;Team
2643.001|die Kompetenz|noun|authority|Er wurde aufgrund seiner Kompetenz zum Leiter ernannt.|He was appointed leader because of his authority.|er;werden;aufgrund;sein;Kompetenz;zu;Leiter;ernennen
2644.0|die Leitung|noun|management|Die Leitung des Unternehmens plant eine neue Wachstumsstrategie.|The management of the company is planning a new growth strategy.|der;Leitung;der;Unternehmen;planen;ein;neu;Wachstumsstrategie
2644.001|die Leitung|noun|leadership|Die Leitung des Projekts obliegt dem erfahrenen Manager.|The leadership of the project falls to the experienced manager.|der;Leitung;der;Projekt;obliegen;der;erfahren;Manager
2645.0|strahlen|verb|to shine|Die Sonne begann am Horizont zu strahlen und erhellte den Morgen.|The sun began to shine on the horizon and brightened the morning.|der;Sonne;beginnen;an;Horizont;zu;strahlen;und;erhelln;der;Morgen
2646.0|der Zucker|noun|sugar|Er fügte viel Zucker zu seinem Kaffee hinzu, um ihn süßer zu machen.|He added a lot of sugar to his coffee to make it sweeter.|er;hinzufügen;viel;Zucker;zu;sein;Kaffee;hinzu;um;ihn;süß;zu;machen
2647.0|der Austausch|noun|exchange|Der Austausch zwischen den Kulturen bereichert unser Leben.|The exchange between cultures enriches our lives.|der;Austausch;zwischen;der;Kultur;bereicheren;unser;Leben
2648.0|gleichen|verb|to be alike|Die beiden Brüder gleichen sich in ihrer Art und Weise.|The two brothers are alike in their mannerisms.|der;beide;Brüder;gleichen;sich;in;ihr;Art;und;Weise
2648.001|gleichen|verb|to be just like|Seine Methode gleicht der eines anderen angesehenen Forschers.|His method is just like that of another respected researcher.|sein;Methode;gleichen;der;ein;anderer;angesehen;Forscher
2649.0|die Station|noun|station|Wir haben die Station erreicht und steigen jetzt aus.|We have reached the station and are now getting off.|wir;haben;der;Station;erreichen;und;aussteigen;jetzt;aus
2649.001|die Station|noun|stop|Die nächste Station der U-Bahn ist bereits erreicht.|The next stop of the subway has already been reached.|der;nächster;Station;der;U-Bahn;sein;bereits;erreichen
2649.002|die Station|noun|stopover|Während des langen Transits hatten wir eine kurze Station in Paris.|During the long transit, we had a brief stopover in Paris.|während;der;lang;Transit;haben;wir;ein;kurz;Station;in;Paris
2650.0|der Kaiser|noun|emperor|Der Kaiser regierte das Land mit eiserner Hand.|The emperor ruled the country with an iron fist.|der;Kaiser;regieren;der;Land;mit;eisern;Hand
2651.0|sperren|verb|to cut off|Die Straße wird morgen wegen Bauarbeiten gesperrt.|The road will be cut off tomorrow due to construction work.|der;Straße;werden;morgen;wegen;Bauarbeit;sperren
2651.001|sperren|verb|to block|Der Administrator musste den Zugang zum Server vorübergehend sperren.|The administrator had to temporarily block access to the server.|der;Administrator;musste;der;Zugang;zu;Server;vorübergehend;sperren
2651.002|sperren|verb|to close|Die Behörde entschied, den Flughafen für Wartungsarbeiten zu sperren.|The authorities decided to close the airport for maintenance.|der;Behörde;entscheiden;der;Flughafen;für;Wartungsarbeit;zu;sperren
2652.0|der Sportler|noun|athlete|Der Sportler brach einen Weltrekord im Sprint.|The athlete broke a world record in sprinting.|der;Sportler;brechen;ein;Weltrekord;in;Sprint
2653.0|die Differenz|noun|difference|Die Differenz zwischen unseren Meinungen ist schwer zu überbrücken.|The difference between our opinions is hard to bridge.|der;Differenz;zwischen;unser;Meinung;sein;schwer;zu;überbrücken
2654.0|der Fakt|noun|fact|Es ist ein unbestreitbarer Fakt, dass der Klimawandel real ist.|It is an indisputable fact that climate change is real.|es;sein;ein;unbestreitbar;Fakt;dass;der;Klimawandel;real;sein
2655.0|die Herstellung|noun|production|Die Herstellung des Produkts erfordert spezialisierte Maschinen.|The production of the product requires specialized machines.|der;Herstellung;der;Produkt;erfordern;spezialisiert;Maschine
2656.0|das Individuum|noun|individual|Jedes Individuum hat das Recht auf Freiheit und Selbstbestimmung.|Every individual has the right to freedom and self-determination.|jeder;Individuum;haben;der;Recht;auf;Freiheit;und;Selbstbestimmung
2657.0|das Symbol|noun|symbol|Die Taube ist ein Symbol für Frieden und Hoffnung.|The dove is a symbol of peace and hope.|der;Taube;sein;ein;Symbol;für;Frieden;und;Hoffnung
2658.0|ausbreiten|verb|to spread|Die Infektion breitete sich schnell aus, was zu einem Notfall führte.|The infection spread quickly, leading to an emergency.|der;Infektion;ausbreiten;sich;schnell;aus;wer;zu;ein;Notfall;führen
2658.001|ausbreiten|verb|to spread out|Die Kinder breiteten ihre Spielsachen im Garten aus.|The children spread out their toys in the garden.|der;Kind;ausbreiten;ihr;Spielsache;in;Garten;aus
2659.0|die Versorgung|noun|supply|Die Versorgung mit Wasser ist in dieser Region oft problematisch.|The supply of water in this region is often problematic.|der;Versorgung;mit;Wasser;sein;in;dieser;Region;oft;problematisch
2659.001|die Versorgung|noun|care|Die Versorgung der Patienten in der Klinik ist vorbildlich.|The care of the patients in the clinic is exemplary.|der;Versorgung;der;Patient;in;der;Klinik;sein;vorbildlich
2660.0|der Kommentar|noun|comment|Der Kommentar unter dem Artikel war positiv und aufmunternd.|The comment under the article was positive and encouraging.|der;Kommentar;unter;der;Artikel;sein;positiv;und;aufmunternd
2660.001|der Kommentar|noun|opinion|Sein Kommentar zur neuen Gesetzgebung war kritisch und scharf.|His opinion on the new legislation was critical and sharp.|sein;Kommentar;zu;neu;Gesetzgebung;sein;kritisch;und;scharf
2661.0|kontinuierlich|adjective|constant|Der Prozess erfordert eine kontinuierliche Überwachung.|The process requires constant monitoring.|der;Prozess;erfordern;ein;kontinuierlich;Überwachung
2661.001|kontinuierlich|adjective|continuous|Die kontinuierliche Verbesserung der Prozesse ist unser Hauptziel.|The continuous improvement of processes is our main goal.|der;kontinuierlich;Verbesserung;der;Prozeß;sein;unser;Hauptziel
2662.0|das Radio|noun|radio|Hörst du die Nachrichten lieber im Radio oder im Internet?|Do you prefer listening to the news on the radio or online?|Hörst;du;der;Nachricht;lieber;in;Radio;oder;in;Internet
2663.0|Münchner|adjective|Munich|Der Münchner Wissenschaftspreis wird jährlich vergeben.|The Munich Science Award is given annually.|der;Münchner;Wissenschaftspreis;werden;jährlich;vergeben
2664.0|der Musiker|noun|musician|Der Musiker beeindruckte mit einer virtuosen Darbietung am Klavier.|The musician impressed with a virtuoso performance on the piano.|der;Musiker;beeindrucken;mit;ein;virtuos;Darbietung;an;Klavier
2665.0|wecken|verb|to wake sb up|Ich versuche, ihn sanft zu wecken, damit er nicht erschrickt.|I try to wake him up gently so that he doesn't get startled.|ich;versuchen;ihn;sanft;zu;wecken;damit;er;nicht;erschricken
2666.0|ansteigen|verb|to rise|Die Temperaturen beginnen in den Sommermonaten ansteigen.|The temperatures begin to rise in the summer months.|der;Temperatur;beginnen;in;der;Sommermonat;ansteigen
2666.001|ansteigen|verb|to go up|Die Zahlen der Covid-19-Fälle steigen wieder an.|The number of Covid-19 cases is going up again.|der;Zahl;der;Covid-19-Fälle;ansteigen;wieder;an
2667.0|die Rückkehr|noun|return|Die Rückkehr des vermissten Forschers wurde von allen gefeiert.|The return of the missing researcher was celebrated by everyone.|der;Rückkehr;der;vermisst;Forscher;werden;von;alle;feiern
2668.0|auszeichnen|verb|to award a prize|Die Jury wird die besten Projekte auszeichnen und prämieren.|The jury will award a prize to the best projects.|der;Jury;werden;der;gut;Projekt;auszeichnen;und;prämieren
2668.001|auszeichnen|verb|to honor|Wir wollen die besten Studenten in der Abschlussfeier auszeichnen.|We want to honor the best students at the graduation ceremony.|wir;wollen;der;gut;Student;in;der;Abschlussfeier;auszeichnen
2668.002|auszeichnen|verb|to distinguish|Die Jury wollte das Werk für seine Originalität auszeichnen.|The jury wanted to distinguish the work for its originality.|der;Jury;wollen;der;Werk;für;sein;Originalität;auszeichnen
2669.0|die Bar|noun|bar|Die Bar im Hotel bietet eine breite Auswahl an Cocktails.|The bar in the hotel offers a wide selection of cocktails.|der;Bar;in;Hotel;bieten;ein;breit;Auswahl;an;Cocktail
2670.0|die Betrachtung|noun|contemplation|Die tiefgreifende Betrachtung der Probleme ist erforderlich.|The deep contemplation of the problems is necessary.|der;tiefgreifend;Betrachtung;der;Problem;sein;erforderlich
2670.001|die Betrachtung|noun|examination|Die eingehende Betrachtung der Daten führte zu neuen Erkenntnissen.|The thorough examination of the data led to new insights.|der;eingehend;Betrachtung;der;Datum;führen;zu;neu;Erkenntnis
2671.0|die Kommission|noun|commission|Die Kommission wird nächste Woche eine neue Empfehlung herausgeben.|The commission will release a new recommendation next week.|der;Kommission;werden;nächster;Woche;ein;neu;Empfehlung;herausgeben
2671.001|die Kommission|noun|committee|Die Kommission hat entschieden, das Projekt weiterzuverfolgen.|The committee has decided to pursue the project further.|der;Kommission;haben;entscheiden;der;Projekt;weiterzuverfolgen
2672.0|der Star|noun|star|Der Star der Show glänzte mit einer beeindruckenden Performance.|The star of the show shone with an impressive performance.|der;Star;der;Show;glänzen;mit;ein;beeindruckend;Performance
2672.001|der Star|noun|starling|Ein Schwarm von Staren zog am Abendhimmel vorbei.|A flock of starlings flew across the evening sky.|ein;Schwarm;von;Star;vorbeiziehen;an;Abendhimmel;vorbei
2673.0|wütend|adjective|furious|Er war wütend, als er die ungerechte Entscheidung hörte.|He was furious when he heard the unfair decision.|er;sein;wütend;als;er;der;ungerecht;Entscheidung;hören
2674.0|christlich|adjective|Christian|Der christliche Glaube spielt eine wichtige Rolle in der Gesellschaft.|Christian faith plays an important role in society.|der;christlich;Glaube;spielen;ein;wichtig;Rolle;in;der;Gesellschaft
2675.0|Hamburger|adjective|Hamburg|Der Hamburger Hafen ist einer der größten Containerhäfen der Welt.|The Hamburg port is one of the largest container ports in the world.|der;Hamburger;Hafen;sein;einer;der;groß;Containerhäfen;der;Welt
2676.0|der Hamburger|noun|hamburger|Der Hamburger im Restaurant war besonders saftig und lecker.|The hamburger in the restaurant was especially juicy and delicious.|der;Hamburger;in;Restaurant;sein;besonders;saftig;und;lecker
2677.0|die Leiche|noun|corpse|Die Leiche wurde in einem abgelegenen Waldstück gefunden.|The corpse was found in a remote wooded area.|der;Leiche;werden;in;ein;abgelegen;Waldstück;finden
2678.0|nochmals|adverb|again|Ich werde nochmals nach den Details fragen, um sicherzugehen.|I will ask about the details again to be sure.|ich;werden;nochmals;nach;der;Detail;fragen;um;sicherzugehen
2679.0|wehren (sich)|verb|to defend oneself|Er musste sich gegen die unberechtigten Vorwürfe wehren.|He had to defend himself against the unjust accusations.|er;musste;sich;gegen;der;unberechtigt;Vorwurf;wehren
2680.0|der Abbau|noun|reduction|Der Abbau der CO2-Emissionen ist ein globales Ziel.|The reduction of CO2 emissions is a global goal.|der;Abbau;der;CO2-Emission;sein;ein;global;Ziel
2680.001|der Abbau|noun|decline|Der Abbau der Wirtschaftsleistung wurde durch die Krise beschleunigt.|The decline in economic performance was accelerated by the crisis.|der;Abbau;der;Wirtschaftsleistung;werden;durch;der;Krise;beschleunigen
2680.002|der Abbau|noun|mining|Der Abbau von Ressourcen führt oft zu Umweltschäden.|Mining of resources often leads to environmental damage.|der;Abbau;von;Ressource;führen;oft;zu;Umweltschaden
2681.0|die Staatsanwaltschaft|noun|prosecution|Die Staatsanwaltschaft hat eine Anklage erhoben.|The prosecution has filed a charge.|der;Staatsanwaltschaft;haben;ein;Anklage;erheben
2682.0|die Freizeit|noun|spare time|In seiner Freizeit baut er gerne detailreiche Schiffsmodelle.|In his spare time, he likes building detailed ship models.|in;sein;Freizeit;bauen;er;gerne;detailreich;Schiffsmodell
2683.0|das Geschenk|noun|gift|Das Geschenk war so gut durchdacht, dass es alle überraschte.|The gift was so well-thought-out that it surprised everyone.|der;Geschenk;sein;so;gut;durchdachen;dass;es;alle;überraschen
2683.001|das Geschenk|noun|present|Das Geschenk, das du erhalten hast, ist handgemacht.|The gift you received is handmade.|der;Geschenk;der;du;erhalten;haben;sein;handgemacht
2684.0|hübsch|adjective|pretty|Das hübsche Blumenarrangement verschönert den Raum enorm.|The pretty flower arrangement enhances the room enormously.|der;hübsch;Blumenarrangement;verschönern;der;Raum;enorm
2685.0|der Moslem|noun|Muslim|Der Moslem betete regelmäßig in der lokalen Moschee.|The Muslim prayed regularly in the local mosque.|der;Moslem;beten;regelmäßig;in;der;lokal;Moschee
2686.0|spontan|adjective|spontaneous|Die Entscheidung, den Park zu besuchen, war spontan und unvorbereitet.|The decision to visit the park was spontaneous and unplanned.|der;Entscheidung;der;Park;zu;besuchen;sein;spontan;und;unvorbereitet
2687.0|dorthin|adverb|there|Wir fuhren dorthin, um das neue Museum zu besichtigen.|We drove there to visit the new museum.|wir;fahren;dorthin;um;der;neu;Museum;zu;besichtigen
2688.0|das Frühstück|noun|breakfast|Zum Frühstück gab es frisches Brot und Käse.|For breakfast, there was fresh bread and cheese.|zu;Frühstück;geben;es;frisch;Brot;und;Käse
2689.0|klettern|verb|to climb|Die Kinder klettern begeistert auf die alten Eichen im Park.|The children enthusiastically climb the old oaks in the park.|der;Kind;klettern;begeistert;auf;der;alt;Eiche;in;Park
2690.0|der Mittelpunkt|noun|midpoint|Der Mittelpunkt des Experiments war die genaue Messung der Variablen.|The midpoint of the experiment was the precise measurement of the variables.|der;Mittelpunkt;der;Experiment;sein;der;genau;Messung;der;Variablen
2690.001|der Mittelpunkt|noun|center of attention|Bei der Feier stand sie als Preisträgerin im Mittelpunkt.|At the celebration, she was the center of attention as the award winner.|bei;der;Feier;stehen;sie;als;Preisträgerin;in;Mittelpunkt
2691.0|bereiten|verb|to make|Die Köchin wollte eine exotische Mahlzeit für ihre Gäste bereiten.|The cook wanted to make an exotic meal for her guests.|der;Köchin;wollen;ein;exotisch;Mahlzeit;für;ihr;Gast;bereiten
2691.001|bereiten|verb|to cause|Der Lärm kann oft Schlafprobleme bereiten.|The noise can often cause sleep problems.|der;Lärm;können;oft;Schlafproblem;bereiten
2691.002|bereiten|verb|to give|Die Trainer werden den Teilnehmern eine geführte Tour bereiten.|The trainers will give the participants a guided tour.|der;Trainer;werden;der;Teilnehmer;ein;geführt;Tour;bereiten
2692.0|die Entstehung|noun|origin|Die Entstehung der Theorie geht auf die Arbeit von Einstein zurück.|The origin of the theory traces back to Einstein's work.|der;Entstehung;der;Theorie;zurückgehen;auf;der;Arbeit;von;Einstein;zurück
2693.0|konservativ|adjective|conservative|Die konservativen Ansichten des Gremiums prägten die Diskussion.|The conservative views of the committee shaped the discussion.|der;konservativ;Ansicht;der;Gremium;prägen;der;Diskussion
2694.0|der Magen|noun|stomach|Ein leichter Schmerz im Magen deutete auf Verdauungsprobleme hin.|A mild pain in the stomach indicated digestive issues.|ein;leicht;Schmerz;in;Magen;hindeuten;auf;Verdauungsproblem;hin
2695.0|psychisch|adjective|psychological|Die psychischen Auswirkungen des Stresses sind gut dokumentiert.|The psychological effects of stress are well documented.|der;psychisch;Auswirkung;der;Streß;sein;gut;dokumentieren
2696.0|das Salz|noun|salt|Eine Prise Salz reicht aus, um den Geschmack zu verbessern.|A pinch of salt is enough to improve the flavor.|ein;Prise;Salz;ausreichen;aus;um;der;Geschmack;zu;verbessern
2697.0|siebzig|number|seventy|Sie bastelte eine Girlande aus siebzig bunten Papierstücken.|She crafted a garland from seventy colorful pieces of paper.|sie;basteln;ein;Girlande;aus;siebzig;bunt;Papierstück
2698.0|versichern|verb|to insure|Die Firma versichert ihre Mitarbeiter gegen Arbeitsunfälle.|The company insures its employees against work accidents.|der;Firma;versichern;ihr;Mitarbeiter;gegen;Arbeitsunfall
2698.001|versichern|verb|to assert|Ich kann versichern, dass wir uns um alle Kundenanliegen kümmern.|I can assert that we take care of all customer concerns.|ich;können;versichern;dass;wir;sich;um;aller;Kundenanliegen;kümmern
2699.0|der Brite|noun|Brit|Der Brite sprach fließend Deutsch, obwohl er aus London kam.|The Brit spoke fluent German, even though he came from London.|der;Brite;sprechen;fließend;Deutsch;obwohl;er;aus;London;kommen
2700.0|erkennbar|adjective|recognizable|Sein Gesicht war unter dem Schmutz nur schwer erkennbar.|His face was barely recognizable under the dirt.|sein;Gesicht;sein;unter;der;Schmutz;nur;schwer;erkennbar
2700.001|erkennbar|adjective|apparent|Es war erkennbar, dass die Forschung auf soliden Ergebnissen beruhte.|It was apparent that the research was based on solid results.|es;sein;erkennbar;dass;der;Forschung;auf;solid;Ergebnis;beruhen
2700.002|erkennbar|adjective|visible|Die Fortschritte sind jetzt deutlich erkennbar und motivierend.|The progress is now clearly visible and motivating.|der;Fortschritt;sein;jetzt;deutlich;erkennbar;und;motivierend
2701.0|namens|adverb|by the name of|Er wurde von einem Kollegen namens Thomas eingeladen.|He was invited by a colleague by the name of Thomas.|er;werden;von;ein;Kollege;namens;Thomas;einladen
2701.001|namens|adverb|called|Der Forscher, namens Dr. Schmidt, präsentierte seine Ergebnisse.|The researcher, called Dr. Schmidt, presented his results.|der;Forscher;namens;Dr.;Schmidt;präsentieren;sein;Ergebnis
2702.0|die Achse|noun|axle|Das Rad dreht sich leicht um die Achse des Fahrzeugs.|The wheel turns easily around the axle of the vehicle.|der;Rad;drehen;sich;leicht;um;der;Achse;der;Fahrzeug
2702.001|die Achse|noun|axis|Die Achse des Rotors muss genau ausgerichtet werden.|The axis of the rotor must be aligned precisely.|der;Achse;der;Rotor;muss;genau;ausgerichtet;werden
2703.0|klingeln|verb|to ring|Das Telefon klingelte während des Meetings.|The phone rang during the meeting.|der;Telefon;klingeln;während;der;Meeting
2704.0|speichern|verb|to store|Sie können die Daten auf einem externen Laufwerk speichern.|You can store the data on an external drive.|sie;können;der;Datum;auf;ein;extern;Laufwerk;speichern
2704.001|speichern|verb|to save|Es ist ratsam, regelmäßig Sicherungskopien der Dateien zu speichern.|It is advisable to save backup copies of the files regularly.|es;sein;ratsam;regelmäßig;Sicherungskopie;der;Datei;zu;speichern
2705.0|der Tee|noun|tea|Ein heißer Tee ist perfekt für einen kalten Winterabend.|A hot tea is perfect for a cold winter evening.|ein;heiß;Tee;sein;perfekt;für;ein;kalt;Winterabend
2706.0|der Zeuge|noun|witness|Der Zeuge wurde aufgerufen, um seine Aussage vor Gericht zu machen.|The witness was called to give his testimony in court.|der;Zeuge;werden;aufrufen;um;sein;Aussage;vor;Gericht;zu;machen
2707.0|der Aufwand|noun|expense|Der Aufwand für das Projekt war enorm, aber lohnenswert.|The expense of the project was enormous, but worthwhile.|der;Aufwand;für;der;Projekt;sein;enorm;aber;lohnenswert
2707.001|der Aufwand|noun|effort|Der Aufwand, die Forschung zu intensivieren, war groß, aber lohnend.|The effort to intensify the research was large, but rewarding.|der;Aufwand;der;Forschung;zu;intensivieren;sein;groß;aber;lohnend
2708.0|die Kooperation|noun|cooperation|Die Kooperation zwischen den beiden Unternehmen wurde intensiviert.|The cooperation between the two companies was intensified.|der;Kooperation;zwischen;der;beide;Unternehmen;werden;intensivieren
2709.0|der Kritiker|noun|critic|Der Kritiker lobte den neuen Film für seine originalen Ideen.|The critic praised the new film for its original ideas.|der;Kritiker;loben;der;neu;Film;für;sein;original;Idee
2710.0|das Tal|noun|valley|Das Tal glühte in orangefarbenen Tönen im Licht der Abendsonne.|The valley glowed in orange hues in the light of the setting sun.|der;Tal;glühen;in;orangefarben;Ton;in;Licht;der;Abendsonne
2711.0|derartig|adjective|such|Derartige Lösungen sind sowohl praktisch als auch kostengünstig.|Such solutions are both practical and cost-effective.|derartig;Lösung;sein;sowohl;praktisch;als;auch;kostengünstig
2711.001|derartig|adjective|like that|Eine derartige Entscheidung erfordert sorgfältige Abwägung.|A decision like that requires careful consideration.|ein;derartig;Entscheidung;erfordern;sorgfältig;Abwägung
2712.0|die Erste|noun|first|Die Erste im Ziel feierte ihren hart erkämpften Sieg lautstark.|The first to reach the finish celebrated her hard-fought victory loudly.|der;erster;in;Ziel;feiern;ihr;hart;erkämpft;Sieg;lautstark
2713.0|vielfach|adjective|multiple|Vielfach ist der Fortschritt der Forschung nicht linear.|Multiple times, the progress of research is not linear.|vielfach;sein;der;Fortschritt;der;Forschung;nicht;linear
2714.0|empfangen|verb|to receive|Wir werden unsere Gäste herzlich empfangen und bewirten.|We will warmly receive and entertain our guests.|wir;werden;unser;Gast;herzlich;empfangen;und;bewirten
2715.0|die Ernährung|noun|food|Eine ausgewogene Ernährung ist essenziell für ein gesundes Leben.|Balanced food is essential for a healthy life.|ein;ausgewogen;Ernährung;sein;essenziell;für;ein;gesund;Leben
2715.001|die Ernährung|noun|diet|Eine ausgewogene Ernährung ist essentiell für die Gesundheit.|A balanced diet is essential for health.|ein;ausgewogen;Ernährung;sein;essentiell;für;der;Gesundheit
2716.0|die Küste|noun|coast|Die raue Küste bot einen spektakulären Blick auf den Ozean.|The rugged coast offered a spectacular view of the ocean.|der;rau;Küste;bieten;ein;spektakulär;Blick;auf;der;Ozean
2717.0|mitkommen|verb|to come (with sb)|Du wirst mitkommen, oder der Abgrund wird dich holen.|You will come with me, or the abyss will take you.|du;wirst;mitkommen;oder;der;Abgrund;werden;dich;holen
2718.0|die Republik|noun|republic|Die Republik hat kürzlich eine neue Verfassung verabschiedet.|The republic recently adopted a new constitution.|der;Republik;haben;kürzlich;ein;neu;Verfassung;verabschieden
2719.0|zucken|verb|to twitch|Sein Auge begann vor Stress unkontrolliert zu zucken.|His eye began to twitch uncontrollably due to stress.|sein;Auge;beginnen;vor;Stress;unkontrolliert;zu;zucken
2719.001|zucken|verb|to shrug|Er zuckte mit den Schultern und lächelte schüchtern.|He shrugged his shoulders and smiled shyly.|er;zucken;mit;der;Schulter;und;lächeln;schüchtern
2720.0|anschließen|verb|to join|Sie wollte sich der Diskussion anschließen, aber war zu schüchtern.|She wanted to join the discussion, but was too shy.|sie;wollen;sich;der;Diskussion;anschließen;aber;sein;zu;schüchtern
2720.001|anschließen|verb|to chain to|Die Kabel müssen korrekt an den Generator angeschlossen werden.|The cables must be properly chained to the generator.|der;Kabel;müssen;korrekt;an;der;Generator;anschließen;werden
2720.002|anschließen|verb|to connect|Bitte schließen Sie den Drucker an, bevor Sie das Dokument senden.|Please connect the printer before sending the document.|Bitte;anschließen;sie;der;Drucker;an;bevor;sie;der;Dokument;senden
