|word|part_of_speech|lemma|lemma_correct|is_lemma
6225|ooh|Interjektion|ooh|ooh|False
6255|wärs|Verb|wäre es|wäre es|False
6302|Shneezin|Das Substantiv|der Shneezin|der Shneezin|False
6363|Kartentrick|Das Substantiv|der Kartentrick|der Kartentrick|False
6687|unsern|Pronomen|unseren|unseren|False
6692|mmh|Interjektion|mmh|mmh|False
7528|Bifi|Das Substantiv|der Bifi|der Bifi|False
7535|Koberind|Das Substantiv|das Koberind|das Koberind|False
7585|aufgeweicht|Adjektiv|aufgeweicht|aufgeweicht|False
7614|Ölfabrik|Das Substantiv|die Ölfabrik|die Ölfabrik|False
7639|geröstet|Adjektiv|geröstet|geröstet|False
7715|Mediamarkt|Das Substantiv|der Mediamarkt|der Mediamarkt|False
7731|Beachhotel|Das Substantiv|das Beachhotel|das Beachhotel|False
7773|andre|Adjektiv|anderer|anderer|False
7868|Boom-Boom-Boomerang|Das Substantiv|der Boomerang|der Boomerang|False
7915|Boom-Boom-Boomerangg|Das Substantiv|der Boomerang|der Boomerang|False
7929|Boomerang|Das Substantiv|der Boomerang|der Boomerang|False
8007|Deutschlandpfeil|Das Substantiv|der Deutschlandpfeil|der Deutschlandpfeil|False
8009|gehts|Verb|gehen es|gehen es|False
8022|Afterwork-Austern|Die Substantiv|die Afterwork-Auster|die Afterwork-Auster|False
8023|Tze|Die Substantiv|die Tze|die Tze|False
8024|Gigi|Die Substantiv|die Gigi|die Gigi|False
8025|DAgostino|Der Substantiv|der D'Agostino|der D'Agostino|False
8044|Ah-ah|Interjektion|ah-ah|ah-ah|False
8048|rausGehts|Verb|rausgehen es|rausgehen es|False
8058|Sugar|Der Substantiv|der Sugar|der Sugar|False
8082|no|Adverb|no|no|False
8177|Tss|Interjektion|tss|tss|False
8182|Hush|Interjektion|hush|hush|False
8183|hush|Interjektion|hush|hush|False
8184|Honey|Das Substantiv|das Honey|das Honey|False
8269|Wuff|Interjektion|wuff|wuff|False
8270|wuff|Interjektion|wuff|wuff|False
8272|Fünfhundertsechzig|Zahl|560|560|False
8276|Uhh|Interjektion|uhh|uhh|False
8311|it|Pronomen|it (English)|it (English)|False
8321|Gimme|Verb|give me (English)|give me (English)|False
8322|more|Adverb|more (English)|more (English)|False
8380|wouh|Interjektion|woah|woah|False
8386|Lets|Verb|let's (English)|let's (English)|False
8397|me|Pronomen|me (English)|me (English)|False
8398|your|Pronomen|your (English)|your (English)|False
8457|Bitchdu|Die Substantiv|die Bitchdu|die Bitchdu|False
8488|85|Zahl|85|85|False
8519|Ohrenrauschen|Das Substantiv|das Ohrenrauschen|das Ohrenrauschen|False
8590|Leukozyte|Die Substantiv|die Leukozyte|die Leukozyte|False
8603|Eins-Komma-Neun-Tausend|Zahl|1,9 Tausend|1,9 Tausend|False
8610|Neutrophil|Das Substantiv|das Neutrophil|das Neutrophil|False
8719|Vorbeieilenden|Die Substantiv|die Vorbeieilenden|die Vorbeieilenden|False
8758|Naidoo|Der Substantiv|der Naidoo|der Naidoo|False
8906|gestrittn|Verb|gestritten|gestritten|False
8910|Heulkrampf|Der Substantiv|der Heulkrampf|der Heulkrampf|False
8970|Mon|Der Substantiv|der Mon|der Mon|False
8971|Chérie|Die Substantiv|die Chérie|die Chérie|False
9028|Superfähigkeit|Die Substantiv|die Superfähigkeit|die Superfähigkeit|False
9030|Gute-Nacht-zu-Mama-sagen-mini-Nüchternheit|Die Substantiv|die Gute-Nacht-zu-Mama-sagen-Mini-Nüchternheit|die Gute-Nacht-zu-Mama-sagen-Mini-Nüchternheit|False
9120|SMS-Kurznachricht|Die Substantiv|die SMS-Kurznachricht|die SMS-Kurznachricht|False
9158|Wellblechzaun|Der Substantiv|der Wellblechzaun|der Wellblechzaun|False
9390|Sorry|Interjektion|sorry|sorry|False
9401|sagteen|Verb|sagten|sagten|False
9405|up|Adverb|up (English)|up (English)|False
9408|ends|Adverb|ends (English)|ends (English)|False
9417|verschlieren|Verb|verschlieren|verschlieren|False
9419|lächelnd|Adjektiv|lächelnd|lächelnd|False
9424|2020|Numeral|2020|2020|False
9430|Billie|Substantiv|Billie|Billie|False
9488|Trump|Substantiv|Trump|Trump|False
9494|Iran-Krieg|Substantiv|Iran-Krieg|Iran-Krieg|False
9499|Sidney|Substantiv|Sidney|Sidney|False
9529|Schüsse|Substantiv|die Schüsse|die Schüsse|False
9591|Lieblings-Virologe|Substantiv|der Lieblings-Virologe|der Lieblings-Virologe|False
9618|dachteen|Verb|dachten|dachten|False
9622|Kobe|Substantiv|Kobe|Kobe|False
9627|Fuck|Substantiv|Fuck|Fuck|False
9661|TAZ|Substantiv|TAZ|TAZ|False
9705|When|Interjektion|when|when|False
9707|Ends|Verb|end|end|False
9991|2015|Numeral|2015|2015|False
9995|Oh-oh-oh|Interjektion|oh-oh-oh|oh-oh-oh|False
10088|Bowlingkugel|Substantiv|die Bowlingkugel|die Bowlingkugel|False
10171|Eh-oh|Interjektion|eh-oh|eh-oh|False
10172|eh-oh|Interjektion|eh-oh|eh-oh|False
10173|Ah-ah-ahh|Interjektion|ah-ah-ahh|ah-ah-ahh|False
10180|Ah-ahh|Interjektion|ah-ahh|ah-ahh|False
10283|Benz|Substantiv|Benz|Benz|False
10289|Uh-uh|Interjektion|uh-uh|uh-uh|False
10290|uh-uh-uh|Interjektion|uh-uh-uh|uh-uh-uh|False
10311|Ah-ah-ah-ah-ah|Interjektion|ah-ah-ah-ah-ah|ah-ah-ah-ah-ah|False
10400|La-la-la|Interjektion|la-la-la|la-la-la|False
10466|gestohlen|Adjektiv|gestohlen|gestohlen|False
10484|ah-ah-ah|Interjektion|ah-ah-ah|ah-ah-ah|False
10574|Balenciaga|Substantiv|Balenciaga|Balenciaga|False
10578|550|Numeral|550|550|False
10584|sechshundert|Numeral|sechshundert|sechshundert|False
10616|Deichmann|Substantiv|Deichmann|Deichmann|False
10617|Victory|Substantiv|Victory|Victory|False
10619|Thrasher|Substantiv|Thrasher|Thrasher|False
10621|Fendi|Substantiv|Fendi|Fendi|False
10622|FILA|Substantiv|FILA|FILA|False
10634|Gucci-Socke|Substantiv|die Gucci-Socke|die Gucci-Socke|False
10655|Life|Substantiv|das Life|das Life|False
10687|Prada|Substantiv|Prada|Prada|False
10692|Supreme|Substantiv|Supreme|Supreme|False
10705|Moncler|Substantiv|Moncler|Moncler|False
10706|3700|Numeral|3700|3700|False
10707|Gucci-Hemd|Substantiv|das Gucci-Hemd|das Gucci-Hemd|False
10708|neunhundert|Numeral|neunhundert|neunhundert|False
10711|Vuitton|Substantiv|Vuitton|Vuitton|False
10712|Ankle|Substantiv|das Ankle|das Ankle|False
10713|Boots|Substantiv|die Boots|die Boots|False
10714|1500|Numeral|1500|1500|False
10729|Gucci|Substantiv|Gucci|Gucci|False
10730|Dior|Substantiv|Dior|Dior|False
10732|PRADA|Substantiv|PRADA|PRADA|False
10739|Gosha|Substantiv|Gosha|Gosha|False
10740|Yeezy|Substantiv|Yeezy|Yeezy|False
10741|Vetements|Substantiv|Vetements|Vetements|False
10764|Vetement|Substantiv|Vetement|Vetement|False
10825|Drei-K-Lederjacke|Substantiv|die Drei-K-Lederjacke|die Drei-K-Lederjacke|False
10848|resellen|Verb|resellen|resellen|False
11069|viele|Pronomen|viele|viele|False
11173|Class|Substantiv|die Class|die Class|False
11177|Middle|Substantiv|die Middle|die Middle|False
11216|Mecke|Substantiv|die Mecke|die Mecke|False
11243|Vincent|Substantiv|Vincent|Vincent|False
11244|van|Präposition|van|van|False
11245|Gogh|Substantiv|Gogh|Gogh|False
11269|Ja-ah|Interjektion|ja-ah|ja-ah|False
11270|ja-ah|Interjektion|ja-ah|ja-ah|False
11295|Michelangelogen|Substantiv|Michelangelogen|Michelangelogen|False
11315|garkein|Adjektiv|gar kein|gar kein|False
11327|Schwip|Substantiv|Schwip|Schwip|False
11429|Dali|Substantiv|Dali|Dali|False
11431|Vinci|Substantiv|Vinci|Vinci|False
11472|A4|Numeral|A4|A4|False
11554|Interpretationssache|Substantiv|die Interpretationssache|die Interpretationssache|False
11634|Zenith|Substantiv|das Zenith|das Zenith|False
11686|Einem|Pronomen|einem|einem|False
11785|Popstarleben|Substantiv|das Popstarleben|das Popstarleben|False
11990|gehackt|Adjektiv|gehackt|gehackt|False
12097|Bohlen|Substantiv|Bohlen|Bohlen|False
12127|Helicobacter|Substantiv|Helicobacter|Helicobacter|False
12136|ad|Partikel|ad|ad|False
12137|acta|Substantiv|acta|acta|False
12204|Kindesbein|Substantiv|das Kindesbein|das Kindesbein|False
12207|rausspielen|Verb|rausspielen|rausspielen|False
12220|Cock|Substantiv|der Cock|der Cock|False
12249|rumlutschen|Verb|rumlutschen|rumlutschen|False
12358|Roberto|Substantiv|Roberto|Roberto|False
12359|Blanco|Substantiv|Blanco|Blanco|False
12375|Onkelz|Substantiv|Onkelz|Onkelz|False
12382|schwenkend|Adjektiv|schwenkend|schwenkend|False
12395|Blutsbrüder|Substantiv|die Blutsbrüder|die Blutsbrüder|False
12404|Stammtisch-Modus|Substantiv|der Stammtisch-Modus|der Stammtisch-Modus|False
12552|Na-na-na-na-na-na-na|Interjektion|na-na-na-na-na-na-na|na-na-na-na-na-na-na|False
12653|4|Numeral|4|4|False
12837|abschickengehen|Verb|abschicken gehen|abschicken gehen|False
12844|nischen|Verb|nischen|nischen|False
12845|I-I-Ich|Interjektion|I-I-Ich|I-I-Ich|False
12960|mittel-alt|Adjektiv|mittel-alt|mittel-alt|False
12962|drausmachen|Verb|drausmachen|drausmachen|False
13037|Plastik-Schild|Substantiv|das Plastik-Schild|das Plastik-Schild|False
13042|Midlife-Crisi|Substantiv|die Midlife-Crisi|die Midlife-Crisi|False
13076|oh-oh|Interjektion|oh-oh|oh-oh|False
13138|Hörner|Substantiv|die Hörner|die Hörner|False
13627|Storyline|Substantiv|die Storyline|die Storyline|False
13658|Holocaust-Mahnmal|Substantiv|das Holocaust-Mahnmal|das Holocaust-Mahnmal|False
13680|Henna-rot|Adjektiv|henna-rot|henna-rot|False
13681|Dread|Substantiv|der Dread|der Dread|False
13684|selbstgemalt|Adjektiv|selbstgemalt|selbstgemalt|False
13688|Rothschild|Substantiv|Rothschild|Rothschild|False
13758|18|Numeral|18|18|False
13827|Homöopathin|Substantiv|die Homöopathin|die Homöopathin|False
13829|Donald|Substantiv|Donald|Donald|False
13905|vortun|Verb|vortun|vortun|False
13919|Romanressort|Substantiv|das Romanressort|das Romanressort|False
13928|ausdachen|Verb|ausdachen|ausdachen|False
13978|ausgespült|Adjektiv|ausgespült|ausgespült|False
14050|Panna|Substantiv|die Panna|die Panna|False
14051|cotta|Substantiv|Cotta|Cotta|False
14075|Designermöbel|Substantiv|das Designermöbel|das Designermöbel|False
14175|Uh-uh-uh|Interjektion|uh-uh-uh|uh-uh-uh|False
14236|eintupperen|Verb|eintuppern|eintuppern|False
14323|Finnischsprech|Adjektiv|Finnisch sprechend|Finnisch sprechend|False
14377|dritter|Adjektiv|dritter|dritter|False
14379|woah|Interjektion|woah|woah|False
14380|getrocknet|Adjektiv|getrocknet|getrocknet|False
14473|obs|Pronomen|ob es|ob es|False
14538|Zufälle|Substantiv|die Zufälle|die Zufälle|False
14594|Sade|Substantiv|Sade|Sade|False
14728|Versandsoldat|Substantiv|der Versandsoldat|der Versandsoldat|False
14731|Logistikproletariat|Substantiv|das Logistikproletariat|das Logistikproletariat|False
14751|Zalando|Substantiv|Zalando|Zalando|False
14773|Pausenzeit|Substantiv|die Pausenzeit|die Pausenzeit|False
14823|verdreckt|Adjektiv|verdreckt|verdreckt|False
14864|Sub-Sub-Sub-Sub-Subunternehmer|Substantiv|der Sub-Sub-Sub-Sub-Subunternehmer|der Sub-Sub-Sub-Sub-Subunternehmer|False
14876|Paketkurier|Substantiv|der Paketkurier|der Paketkurier|False
14933|vergammelt|Adjektiv|vergammelt|vergammelt|False
14954|riechend|Adjektiv|riechend|riechend|False
14955|eier|Substantiv|die Eier|die Eier|False
15021|Verschimmelte|Adjektiv|verschimmelt|verschimmelt|False
15038|bestreut|Adjektiv|bestreut|bestreut|False
15045|Fischoel|Substantiv|das Fischoel|das Fischoel|False
15046|getaucht|Adjektiv|getaucht|getaucht|False
15108|Soloausritt|Substantiv|der Soloausritt|der Soloausritt|False
15111|Poser-Outfit|Substantiv|das Poser-Outfit|das Poser-Outfit|False
15118|brett-fett|Adjektiv|brett-fett|brett-fett|False
15124|Bräute|Substantiv|die Bräute|die Bräute|False
15126|Poser-Ausschnitt|Substantiv|der Poser-Ausschnitt|der Poser-Ausschnitt|False
15157|ses|Pronomen|seines|seines|False
15177|rantaugen|Substantiv|die Rantaugen|die Rantaugen|False
15223|Kling-linge-ling|Interjektion|kling-linge-ling|kling-linge-ling|False
15225|könntens|Modalverb|könnten|könnten|False
15252|Tinga-linga-ling|Interjektion|tinga-linga-ling|tinga-linga-ling|False
15253|you|Pronomen|you|you|False
15254|pretty|Adjektiv|pretty|pretty|False
15255|thing|Substantiv|thing|thing|False
15323|Fässern|Substantiv|die Fässer|die Fässer|False
15326|aussaufsn|Verb|aus saugen|aus saugen|False
15377|könnten|Verb|könnten|könnten|False
15410|that|Pronomen|that|that|False
15411|burnin|Verb|burnen|burnen|False
15414|Those|Pronomen|those|those|False
15415|boobs|Substantiv|die Boobs|die Boobs|False
15418|naughty|Adjektiv|naughty|naughty|False
15420|Red|Adjektiv|red|red|False
15421|lips|Substantiv|die Lips|die Lips|False
15423|Juicy|Adjektiv|juicy|juicy|False
15424|Caught|Verb|caught|caught|False
15426|middle|Substantiv|das Middle|das Middle|False
15427|of|Präposition|of|of|False
15430|please|Interjektion|please|please|False
15431|dont|Verb|do not|do not|False
15434|my|Pronomen|my|my|False
15435|brain|Substantiv|das Brain|das Brain|False
15436|turn|Verb|turn|turn|False
15439|Dont|Verb|do not|do not|False
15440|feel|Verb|feel|feel|False
15441|shame|Substantiv|die Shame|die Shame|False
15443|Feel|Verb|feel|feel|False
15444|Love|Substantiv|die Love|die Love|False
15447|for|Präposition|for|for|False
15448|our|Pronomen|our|our|False
15450|Its|Pronomen|It is|It is|False
15451|insane|Adjektiv|insane|insane|False
15452|but|Konjunktion|but|but|False
15453|its|Pronomen|its|its|False
15454|ahh|Interjektion|ahh|ahh|False
15456|wanna|Verb|want|want|False
15457|ruin|Verb|ruin|ruin|False
15459|life|Substantiv|das Life|das Life|False
15460|say|Verb|say|say|False
15461|what|Pronomen|what|what|False
15464|tell|Verb|tell|tell|False
15466|wife|Substantiv|die Wife|die Wife|False
15467|Please|Interjektion|please|please|False
15469|Things|Substantiv|die Things|die Things|False
15470|are|Verb|be|be|False
15471|gettin|Verb|get|get|False
15473|tight|Adjektiv|tight|tight|False
15475|never|Adverb|never|never|False
15476|thought|Verb|think|think|False
15477|Youd|Pronomen|You would|You would|False
15478|set|Verb|set|set|False
15484|wanted|Verb|want|want|False
15489|delight|Substantiv|die Delight|die Delight|False
15491|get|Verb|get|get|False
15493|said|Verb|say|say|False
15495|Now|Adverb|now|now|False
15502|Whos|Pronomen|Who is|Who is|False
15503|gonna|Verb|going to|going to|False
15504|save|Verb|save|save|False
15506|from|Präposition|from|from|False
15507|this|Pronomen|this|this|False
15508|fright|Substantiv|die Fright|die Fright|False
15579|hipp|Adjektiv|hipp|hipp|False
15597|Start-up-Unternehmer|Substantiv|der Start-up-Unternehmer|der Start-up-Unternehmer|False
15599|Ramones-Shirt|Substantiv|das Ramones-Shirt|das Ramones-Shirt|False
15605|Bewerbungsmail|Substantiv|die Bewerbungsmail|die Bewerbungsmail|False
15610|draufkleben|Verb|draufkleben|draufkleben|False
15619|Lou|Substantiv|Lou|Lou|False
15620|Reed|Substantiv|Reed|Reed|False
15686|gegangn|Verb|gegangen|gegangen|False
15780|Lou-Reed-Konzert|Substantiv|das Lou-Reed-Konzert|das Lou-Reed-Konzert|False
15782|Place|Substantiv|Place|Place|False
15784|Quinconce|Substantiv|Quinconce|Quinconce|False
15804|Flic|Substantiv|der Flic|der Flic|False
15807|Pepperspray|Substantiv|das Pepperspray|das Pepperspray|False
15885|würdn|Verb|würden|würden|False
15923|Zeiln|Verb|zeilen|zeilen|False
15927|Seitеn|Substantiv|die Seiten|die Seiten|False
15930|Dagegеnsein|Nomen|das Dagegensein|das Dagegensein|False
16131|anschau|Verb|anschaun|anschaun|False
16250|Businessmove|Substantiv|der Businessmove|der Businessmove|False
16280|Spotify-Workout-Playlist|Substantiv|die Spotify-Workout-Playlist|die Spotify-Workout-Playlist|False
16289|Welthass-Selbsthass-Mix|Substantiv|der Welthass-Selbsthass-Mix|der Welthass-Selbsthass-Mix|False
16303|Germany|Substantiv|Germany|Germany|False
16318|Boss-Transformation|Substantiv|die Boss-Transformation|die Boss-Transformation|False
16327|Modus-Mio-isiert|Adjektiv|modus-mio-isiert|modus-mio-isiert|False
16353|verweichlicht|Adjektiv|verweichlicht|verweichlicht|False
16354|Befindlichkeitsscheiße|Substantiv|die Befindlichkeitsscheiße|die Befindlichkeitsscheiße|False
16447|Wii|Substantiv|die Wii|die Wii|False
16506|5|Numeral|5|5|False
16511|Sysyphoss|Substantiv|der Sysyphoss|der Sysyphoss|False
16535|Mittelklasswagen|Substantiv|der Mittelklasswagen|der Mittelklasswagen|False
16558|Hermes|Substantiv|Hermes|Hermes|False
16753|Märchen-Erzähler|Substantiv|der Märchen-Erzähler|der Märchen-Erzähler|False
16754|Verkleidungskünstler|Substantiv|der Verkleidungskünstler|der Verkleidungskünstler|False
16759|Karnevalsnacht|Substantiv|die Karnevalsnacht|die Karnevalsnacht|False
16773|Ähh|Interjektion|ähh|ähh|False
16779|Diss-Angriff|Substantiv|der Diss-Angriff|der Diss-Angriff|False
16788|hüa|Interjektion|hüa|hüa|False
16798|Alli-Alligatoah|Substantiv|Alli-Alligatoah|Alli-Alligatoah|False
16820|daccord|Adjektiv|d'accord|d'accord|False
16862|Kauz-Charakter|Substantiv|der Kauz-Charakter|der Kauz-Charakter|False
16863|Flaubetaxer|Substantiv|Flaubetaxer|Flaubetaxer|False
16878|Flagosch|Substantiv|Flagosch|Flagosch|False
16883|rumkaspern|Verb|rumkaspern|rumkaspern|False
16894|Clickbait-Bar|Substantiv|die Clickbait-Bar|die Clickbait-Bar|False
16917|Weltwackelbild|Substantiv|das Weltwackelbild|das Weltwackelbild|False
16933|hochhageln|Verb|hochhageln|hochhageln|False
16988|Kommerz-Faschist|Substantiv|der Kommerz-Faschist|der Kommerz-Faschist|False
16996|Zwerg-Kanickel|Substantiv|das Zwerg-Kanickel|das Zwerg-Kanickel|False
16997|Strothmann|Substantiv|Strothmann|Strothmann|False
17023|days|Substantiv|die days|die days|False
17024|StRw|Substantiv|StRw|StRw|False
17033|spe|Verb|spe|spe|False
17041|Sturmmasken-Bildner|Substantiv|der Sturmmasken-Bildner|der Sturmmasken-Bildner|False
17070|Schmuckladen|Substantiv|der Schmuckladen|der Schmuckladen|False
17082|Puffdame|Substantiv|die Puffdame|die Puffdame|False
17090|rimmen|Verb|rimmen|rimmen|False
17091|lets|Verb|let's|let's|False
17092|go|Verb|go|go|False
17138|Alligatoah|Substantiv|Alligatoah|Alligatoah|False
17157|120|Numeral|120|120|False
17161|rumgefahrn|Verb|rumfahren|rumfahren|False
17205|genauwissen|Verb|genau wissen|genau wissen|False
17406|Penélope|Substantiv|Penélope|Penélope|False
17407|Cruz|Substantiv|Cruz|Cruz|False
17472|VISA-Karte|Substantiv|die VISA-Karte|die VISA-Karte|False
17486|Nächster|Adjektiv|nächster|nächster|False
17575|Schienbeintritt|Substantiv|der Schienbeintritt|der Schienbeintritt|False
17770|klarzukommn|Verb|klarzukommen|klarzukommen|False
18066|Viben|Verb|viben|viben|False
18080|Rihanna|Substantiv|Rihanna|Rihanna|False
18093|rauswinken|Verb|rauswinken|rauswinken|False
18131|Moonwalk|Substantiv|der Moonwalk|der Moonwalk|False
18195|the|Artikel|the|the|False
18196|Mirror|Substantiv|the Mirror|the Mirror|False
18222|Cardi|Substantiv|Cardi|Cardi|False
18231|Vieler|Pronomen|vieler|vieler|False
18331|zusammengepfercht|Adjektiv|zusammengepfercht|zusammengepfercht|False
18357|Dieselaggregat|Substantiv|das Dieselaggregat|das Dieselaggregat|False
18371|Crystal|Substantiv|Crystal|Crystal|False
18372|Meth|Substantiv|Meth|Meth|False
18373|schwingend|Adjektiv|schwingend|schwingend|False
18378|Schiffsturbine|Substantiv|die Schiffsturbine|die Schiffsturbine|False
18379|Gestopfte|Adjektiv|gestopft|gestopft|False
18400|Gästelistenplatz|Substantiv|der Gästelistenplatz|der Gästelistenplatz|False
18541|Notsignalrakete|Substantiv|die Notsignalrakete|die Notsignalrakete|False
18591|Talkshowgast|Substantiv|der Talkshowgast|der Talkshowgast|False
18719|Löcher|Substantiv|die Löcher|die Löcher|False
18798|Tesa|Substantiv|Tesa|Tesa|False
18821|Kindheitsidole|Substantiv|die Kindheitsidole|die Kindheitsidole|False
18838|Deep|Adjektiv|deep|deep|False
18844|Realtalk|Substantiv|der Realtalk|der Realtalk|False
18845|survival|Substantiv|survival|survival|False
18846|fittest|Adjektiv|fittest|fittest|False
18864|Rühmann|Substantiv|Rühmann|Rühmann|False
18872|Filbinger|Substantiv|Filbinger|Filbinger|False
18888|Fler|Substantiv|Fler|Fler|False
18923|Freshness|Substantiv|die Freshness|die Freshness|False
18938|Dörte|Substantiv|Dörte|Dörte|False
18955|Fletcher|Substantiv|Fletcher|Fletcher|False
18977|broke|Adjektiv|broke|broke|False
18989|Car2Go|Substantiv|Car2Go|Car2Go|False
18994|Bahnhofsklo|Substantiv|das Bahnhofsklo|das Bahnhofsklo|False
19004|Iminari|Substantiv|Iminari|Iminari|False
19009|Dodge-Van|Substantiv|der Dodge-Van|der Dodge-Van|False
19010|Rallye-Sitz|Substantiv|der Rallye-Sitz|der Rallye-Sitz|False
19013|Pretzelstick|Substantiv|der Pretzelstick|der Pretzelstick|False
19016|Patti|Substantiv|Patti|Patti|False
19017|Smith|Substantiv|Smith|Smith|False
19020|Fashion-Tipp|Substantiv|der Fashion-Tipp|der Fashion-Tipp|False
19027|Hartz-Vier-Support|Substantiv|der Hartz-Vier-Support|der Hartz-Vier-Support|False
19030|Florida-Rolf|Substantiv|Florida-Rolf|Florida-Rolf|False
19033|Beach-Resort|Substantiv|das Beach-Resort|das Beach-Resort|False
19035|Tourbus|Substantiv|der Tourbus|der Tourbus|False
19046|Ouija-Board|Substantiv|das Ouija-Board|das Ouija-Board|False
19069|nahkommen|Verb|nahkommen|nahkommen|False
19110|Signing|Substantiv|das Signing|das Signing|False
19126|Cardio-Training|Substantiv|das Cardio-Training|das Cardio-Training|False
19134|Farid|Substantiv|Farid|Farid|False
19139|Hobby-Rapper|Substantiv|der Hobby-Rapper|der Hobby-Rapper|False
19142|Insolvenzverschlepper|Substantiv|der Insolvenzverschlepper|der Insolvenzverschlepper|False
19143|ala|Pronomen|ala|ala|False
19158|Splash|Substantiv|der Splash|der Splash|False
19178|Koljah|Substantiv|Koljah|Koljah|False
19190|finest|Adjektiv|finest|finest|False
19216|NRW-Verbot|Substantiv|das NRW-Verbot|das NRW-Verbot|False
19292|Cyber-Geek|Substantiv|der Cyber-Geek|der Cyber-Geek|False
19313|bye-bye|Interjektion|bye-bye|bye-bye|False
19314|Habeda-habeda-habeda-habeda|Interjektion|habeda-habeda-habeda-habeda|habeda-habeda-habeda-habeda|False
19318|Smalltalk-Thema|Substantiv|das Smalltalk-Thema|das Smalltalk-Thema|False
19330|Ratter|Substantiv|der Ratter|der Ratter|False
19336|Riesenkatalog|Substantiv|der Riesenkatalog|der Riesenkatalog|False
19344|Lieblingspharao|Substantiv|der Lieblingspharao|der Lieblingspharao|False
19345|Doh|Interjektion|doh|doh|False
19348|Komplimentespeicher|Substantiv|der Komplimentespeicher|der Komplimentespeicher|False
19358|Amon|Substantiv|Amon|Amon|False
19359|Amarth|Substantiv|Amarth|Amarth|False
19373|YouTube-Kacke|Substantiv|die YouTube-Kacke|die YouTube-Kacke|False
19374|Soos|Substantiv|Soos|Soos|False
19379|Gedächtniskonto|Substantiv|das Gedächtniskonto|das Gedächtniskonto|False
19385|Hüah|Interjektion|hüah|hüah|False
19386|Tekken|Substantiv|Tekken|Tekken|False
19391|Steve-Urkel-artig|Adjektiv|Steve-Urkel-artig|Steve-Urkel-artig|False
19393|Nerdgehabe|Substantiv|das Nerdgehabe|das Nerdgehabe|False
19433|Reimkette|Substantiv|die Reimkette|die Reimkette|False
19435|Habeda-habeda-habeda-habeda-habeda-habeda-habeda-habeda-ah|Interjektion|habeda-habeda-habeda-habeda-habeda-habeda-habeda-ah|habeda-habeda-habeda-habeda-habeda-habeda-habeda-ah|False
19482|Habeda-habeda-habeda-habeda-hi|Interjektion|habeda-habeda-habeda-habeda-hi|habeda-habeda-habeda-habeda-hi|False
19492|Krankheitsstadium|Substantiv|das Krankheitsstadium|das Krankheitsstadium|False
19508|Sergio-Leone-Film|Substantiv|der Sergio-Leone-Film|der Sergio-Leone-Film|False
19518|Social|Adjektiv|social|social|False
19526|VICE|Substantiv|VICE|VICE|False
19532|Reisetrip|Substantiv|der Reisetrip|der Reisetrip|False
19545|Eilandklippe|Substantiv|die Eilandklippe|die Eilandklippe|False
19551|Haiangriffen|Substantiv|die Haiangriffe|die Haiangriffe|False
19562|entwissen|Verb|entwissen|entwissen|False
19606|Nachdenkfalte|Substantiv|die Nachdenkfalte|die Nachdenkfalte|False
19624|Haarespalten|Substantiv|das Haarespalten|das Haarespalten|False
19625|fuck|Verb|fucken|fucken|False
19647|Cyber-Geekwissen|Substantiv|das Cyber-Geekwissen|das Cyber-Geekwissen|False
19733|bye|Interjektion|bye|bye|False
19784|koffeingetränkt|Adjektiv|koffeingetränkt|koffeingetränkt|False
19829|meinе|Pronomen|meine|meine|False
19936|schläfen|Substantiv|die Schläfen|die Schläfen|False
19939|Gerechtigkeitskrieger-Twitterbubble|Substantiv|die Gerechtigkeitskrieger-Twitterbubble|die Gerechtigkeitskrieger-Twitterbubble|False
19948|Anarchieemblem|Substantiv|das Anarchieemblem|das Anarchieemblem|False
19973|Servicelächeln|Substantiv|das Servicelächeln|das Servicelächeln|False
19981|Soundeffekt|Substantiv|der Soundeffekt|der Soundeffekt|False
20100|verschuf|Verb|verschufen|verschufen|False
20121|Niveaugefälle|Substantiv|das Niveaugefälle|das Niveaugefälle|False
20131|mеine|Pronomen|meine|meine|False
20146|Viktoria-Gymnasium|Substantiv|das Viktoria-Gymnasium|das Viktoria-Gymnasium|False
20182|übertrieben|Adjektiv|übertrieben|übertrieben|False
20273|Repressalienapparat|Substantiv|der Repressalienapparat|der Repressalienapparat|False
20577|andrer|Adjektiv|anderer|anderer|False
20621|gebender|Adjektiv|gebend|gebend|False
20727|faulend|Adjektiv|faulend|faulend|False
20754|Heidi|Substantiv|Heidi|Heidi|False
20755|Klum|Substantiv|Klum|Klum|False
20794|wiren|Verb|wiren|wiren|False
20952|atmend|Adjektiv|atmend|atmend|False
21040|rumgehen|Verb|rumgehen|rumgehen|False
21133|Madelaine|Substantiv|Madelaine|Madelaine|False
21137|Saint-Denis|Substantiv|Saint-Denis|Saint-Denis|False
21622|schlafend|Adjektiv|schlafend|schlafend|False
21631|Schlafend|Adjektiv|schlafend|schlafend|False
21771|Darth|Substantiv|Darth|Darth|False
21772|Vader|Substantiv|Vader|Vader|False
21789|Colibakterium|Substantiv|das Colibakterium|das Colibakterium|False
21837|Höchste|Adjektiv|höchste|höchste|False
22175|singend|Adjektiv|singend|singend|False
22179|tanzend|Adjektiv|tanzend|tanzend|False
22195|nichttrausen|Verb|nicht trauen|nicht trauen|False
22305|Wes|Substantiv|der Wes|der Wes|False
22348|endend|Adjektiv|endend|endend|False
