|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
18683.0|der Kontinent|noun|continent|Europa ist ein faszinierender Kontinent.|Europe is a fascinating continent.|Europa;sein;ein;faszinierend;Kontinent
18685.0|zurückkommen|verb|to come back|Wann wirst du von deinem Ausflug zurückkommen?|When will you come back from your trip?|wann;wirst;du;von;dein;Ausflug;zurückkommen
18696.0|der Junge|noun|the boy|Der Junge blickte starr in die schwarze Leere.|The boy stared blankly into the black void.|der;Junge;blicken;starr;in;der;schwarz;Leere
18702.0|die Tablette|noun|tablet|Die Tablette sollte zweimal täglich eingenommen werden.|The tablet should be taken twice daily.|der;Tablette;sollen;zweimal;täglich;einnehmen;werden
18722.0|die Socke|noun|the sock|Die gestrickte Socke hält im Winter angenehm warm.|The knitted sock keeps you pleasantly warm in winter.|der;gestrickt;Socke;halten;in;Winter;angenehm;warm
18745.0|darum|adverb|that's why|Darum sollten wir rechtzeitig losfahren.|That's why we should leave on time.|darum;sollen;wir;rechtzeitig;losfahren
18766.0|die Narbe|noun|the scar|Die tiefe Narbe zeugt von vergangenen Kämpfen.|The deep scar bears witness to past battles.|der;tief;Narbe;zeugen;von;vergangen;Kampf
18841.0|das Ei|noun|the egg|Das Ei rollte plötzlich vom Tisch herunter.|The egg suddenly rolled off the table.|der;Ei;herunterrollen;plötzlich;von;Tisch;herunter
18843.0|uh|Interjection|uh
18849.0|die Langeweile|noun|the boredom|Er las ein Buch, um die Langeweile zu vertreiben.|He read a book to drive away the boredom.|er;lesen;ein;Buch;um;der;Langeweile;zu;vertreiben
18907.0|der Hater|noun|hater|Der Hater verbreitete online bösartige Kommentare.|The hater spread malicious comments online.|der;Hater;verbreiten;online;bösartig;Kommentar
18919.0|kombinieren|verb|to combine|Wir kombinieren moderne Technik mit Tradition.|We combine modern technology with tradition.|wir;kombinieren;modern;Technik;mit;Tradition
18922.0|konzentriert|adjective|focused|Sein konzentriertes Arbeiten brachte den Erfolg.|His focused work brought success.|sein;konzentriert;Arbeiten;bringen;der;Erfolg
18942.0|rausbringen|verb|to bring out
18954.0|der Bobby|Noun|Bobby (name)|Bobby war der schnellste Läufer im Rennen.|"Bobby was the fastest runner in the race."""|Bobby;sein;der;schnell;Läufer;in;rennen
18956.0|unterschreiben|verb|sign|Sie müssen hier unten das Dokument unterschreiben.|You have to sign the document down here.|sie;müssen;hier;unten;der;Dokument;unterschreiben
18991.0|das Parkverbot|noun|the no-parking zone|Das Parkverbot wurde von vielen Fahrern ignoriert.|The no-parking zone was ignored by many drivers.|der;Parkverbot;werden;von;vieler;Fahrer;ignorieren
19041.0|signieren|verb|to sign
19043.0|der Deal|noun|deal|Der Deal zwischen den Firmen wurde gestern abgeschlossen.|The deal between the companies was finalized yesterday.|der;Deal;zwischen;der;Firma;werden;gestern;abschließen
19053.0|die Warnung|noun|warning|Die Warnung vor der Lawine kam gerade noch rechtzeitig.|The warning about the avalanche came just in time.|der;Warnung;vor;der;Lawine;kommen;gerade;noch;rechtzeitig
19068.0|die Sekte|noun|the sect|Die Sekte zog immer mehr Anhänger in ihren Bann.|The sect attracted more and more followers.|der;Sekte;ziehen;immer;mehr;Anhänger;in;ihr;Bann
19118.0|der Feind|noun|the enemy|Der Feind wurde durch kluge Taktik überwunden.|The enemy was overcome through clever tactics.|der;Feind;werden;durch;klug;Taktik;überwinden
19144.0|Boris|noun|Boris|Boris gewann das Tennismatch in letzter Sekunde.|Boris won the tennis match in the last second.|Boris;gewinnen;der;Tennismatch;in;letzter;Sekunde
19145.0|Becker|noun|Becker|Becker galt als ein Ausnahmetalent im Tennis.|Becker was considered an exceptional talent in tennis.|Becker;gelten;als;ein;Ausnahmetalent;in;Tennis
19176.0|Haartransplantation|noun|hair transplant|Die Haartransplantation veränderte sein Erscheinungsbild.|The hair transplant changed his appearance.|der;Haartransplantation;verändern;sein;Erscheinungsbild
19189.0|Düsseldorf|noun|Düsseldorf|Düsseldorf ist bekannt für seine moderne Kunstszene.|Düsseldorf is known for its modern art scene.|Düsseldorf;sein;bekannt;für;sein;modern;Kunstszene
19195.0|insgesamt|adverb|altogether|Insgesamt betrachtet war die Reise ein Erfolg.|Altogether, the trip was a success.|insgesamt;betrachten;sein;der;Reise;ein;Erfolg
19209.0|das Megafon|noun|megaphone|Mit einem Megafon rief er zur Solidarität auf.|With a megaphone, he called for solidarity.|mit;ein;Megafon;aufrufen;er;zu;Solidarität;auf
19220.0|der Plan|noun|plan|Der Plan musste kurzfristig geändert werden.|The plan had to be changed at short notice.|der;Plan;musste;kurzfristig;ändern;werden
19271.0|töten|verb|kill|Es ist verboten, geschützte Tiere zu töten.|It is forbidden to kill protected animals.|es;sein;verbieten;geschützt;Tier;zu;töten
19277.0|Latein|noun|Latin|Latein war früher die Sprache der Wissenschaft.|Latin used to be the language of science.|Latein;sein;früh;der;Sprache;der;Wissenschaft
19278.0|die Physik|noun|physics|Die Physik erklärt die Gesetze des Universums.|Physics explains the laws of the universe.|der;Physik;erklären;der;Gesetz;der;Universum
19291.0|detailverliebt|adjective|detail-oriented
19303.0|der Blackout|noun|the blackout|Der plötzliche Blackout ließ die Stadt verstummen.|The sudden blackout silenced the city.|der;plötzlich;Blackout;lassen;der;Stadt;verstummen
19303.001|das Blackout|Noun|blackout|Ein plötzlicher Blackout ließ die ganze Stadt im Dunkeln.|A sudden blackout left the entire city in darkness.|ein;plötzlich;Blackout;lassen;der;ganz;Stadt;in;Dunkeln
19326.0|divers|adjective|diverse
19337.0|brr|interjection|brr
19338.0|das Hallo|noun|the hello|Sein freundliches Hallo war ein guter Gesprächsbeginn.|His friendly hello was a great conversation starter.|sein;freundlich;Hallo;sein;ein;gut;Gesprächsbeginn
19354.0|der Songtext|Noun|the lyrics
19360.0|die Suche|noun|search|Die Suche nach der verschwundenen Katze dauerte Stunden.|The search for the missing cat lasted hours.|der;Suche;nach;der;verschwunden;Katze;dauern;Stunde
19363.0|der Witz|noun|the joke|Der Witz über die Bürokratie brachte alle zum Lachen.|The joke about bureaucracy made everyone laugh.|der;Witz;über;der;Bürokratie;bringen;alle;zu;Lachen
19376.0|die Tanzbewegung|noun|dance move|Die neue Tanzbewegung eroberte die Clubs.|The new dance move conquered the clubs.|der;neu;Tanzbewegung;erobern;der;Club
19382.0|die Fläche|noun|the area|Die Fläche des Parks erstreckt sich über fünf Hektar.|The area of the park spans five hectares.|der;Fläche;der;Park;erstrecken;sich;über;fünf;Hektar
19401.0|die Körpersprache|noun|body language|Ihre Körpersprache verriet ihre Unsicherheit.|Her body language revealed her insecurity.|ihr;Körpersprache;verraten;ihr;Unsicherheit
19419.0|matchen|verb|to match|Die Farben matchten perfekt mit dem Designkonzept.|The colors matched perfectly with the design concept.|der;Farbe;matchen;perfekt;mit;der;Designkonzept
19422.0|Mindset|Noun|mindset|Ein positives Mindset hilft, Herausforderungen zu meistern.|A positive mindset helps to overcome challenges.|ein;positiv;Mindset;helfen;Herausforderung;zu;meistern
19425.0|einzig|adjective|unique|Der einzig wahre Schatz ist die Freundschaft.|The only true treasure is friendship.|der;einzig;wahr;Schatz;sein;der;Freundschaft
19431.0|kleiden|verb|to dress|Man sollte sich passend zum Anlass kleiden.|One should dress appropriately for the occasion.|man;sollen;sich;passend;zu;Anlass;kleiden
19519.0|Skill|Noun|skill
19524.0|Beach-Party|noun|beach party|Die Beach-Party am Samstag war ein voller Erfolg.|The beach party on Saturday was a complete success.|der;Beach-Party;an;Samstag;sein;ein;voll;Erfolg
19549.0|die Statistik|noun|the statistics|Die Statistik zeigte alarmierende Ergebnisse.|The statistics showed alarming results.|der;Statistik;zeigen;alarmierend;Ergebnis
19564.0|das Liebesgefühl|noun|the feeling of love|Das erste Liebesgefühl ist immer etwas Besonderes.|The first feeling of love is always something special.|der;erster;Liebesgefühl;sein;immer;etwas;Besonderes
19566.0|die Biochemie|noun|biochemistry|Er hat Biochemie an der Universität studiert.|He studied biochemistry at the university.|er;haben;Biochemie;an;der;Universität;studieren
19570.0|resultieren|verb|to result
19585.0|die Ehekrise|noun|marital crisis|Die Ehekrise belastete beide Partner schwer.|The marital crisis weighed heavily on both partners.|der;Ehekrise;belasten;beide;Partner;schwer
19587.0|Anwaltskosten|noun|legal fees|Die Anwaltskosten überstiegen alle Erwartungen.|The legal fees exceeded all expectations.|der;Anwaltskosten;überstiegen;aller;Erwartung
19597.0|das Gehen|noun|the walking|Das Gehen fiel ihm nach der Operation schwer.|Walking was difficult for him after the surgery.|der;Gehen;schwerfallen;ihm;nach;der;Operation;schwer
19615.0|Sozialverhalten|noun|social behavior|Das Sozialverhalten der Gruppe war bemerkenswert.|The social behavior of the group was remarkable.|der;Sozialverhalten;der;Gruppe;sein;bemerkenswert
19681.0|die Leichtigkeit|noun|the ease|Die Leichtigkeit ihres Tanzes beeindruckte das Publikum.|The ease of her dance impressed the audience.|der;Leichtigkeit;ihr;Tanz;beeindrucken;der;Publikum
19791.0|Augenkrebs|noun|eye cancer|Die grellen Farben verursachen fast Augenkrebs.|The bright colors almost cause eye cancer.|der;grell;Farbe;verursachen;fast;Augenkrebs
19795.0|dunkel|adjective|dark|Der Wald war dunkel und unheimlich still.|The forest was dark and eerily quiet.|der;Wald;sein;dunkel;und;unheimlich;still
19800.0|der Nachhauseweg|noun|way home|Auf dem Nachhauseweg hörte er die Eulen im Wald rufen.|On the way home, he heard the owls calling in the forest.|auf;der;Nachhauseweg;hören;er;der;Eule;in;Wald;rufen
19808.0|träumen|verb|to dream|Ich träume oft von fernen Ländern und Abenteuern.|I often dream of distant lands and adventures.|ich;träumen;oft;von;fern;Land;und;Abenteuer
19846.0|der Sandsturm|noun|sandstorm|Ein heftiger Sandsturm tobte über die Wüste.|A violent sandstorm raged across the desert.|ein;heftig;Sandsturm;toben;über;der;Wüste
19860.0|der Nebenjob|noun|the side job|Sein Nebenjob half ihm, die Miete zu bezahlen.|His side job helped him pay the rent.|sein;Nebenjob;helfen;ihm;der;Miete;zu;bezahlen
19879.0|Märchenschloss|noun|fairy tale castle|Das Märchenschloss war von Nebel umhüllt.|The fairy tale castle was shrouded in mist.|der;Märchenschloss;sein;von;Nebel;umhüllen
19889.0|das Pferd|noun|horse|Das Pferd galoppierte über die weite Wiese.|The horse galloped across the wide meadow.|der;Pferd;galoppieren;über;der;weit;Wiese
19938.0|woke|adjective|woke
19945.0|der Kunde|noun|customer|Der Kunde war mit dem Service äußerst zufrieden.|The customer was extremely satisfied with the service.|der;Kunde;sein;mit;der;Service;äußerst;zufrieden
19945.001|die Kunde|noun|the customer|Die Kunde war mit dem Service zufrieden.|The customer was satisfied with the service.|der;Kunde;sein;mit;der;Service;zufrieden
19951.0|die Höflichkeit|noun|politeness|Höflichkeit erleichtert den Alltag erheblich.|Politeness significantly eases daily life.|Höflichkeit;erleichtern;der;Alltag;erheblich
19958.0|stören|verb|disturb|Lärm kann die Konzentration enorm stören.|Noise can greatly disturb concentration.|Lärm;können;der;Konzentration;enorm;stören
19961.0|der Geruch|noun|the smell|Der Geruch von frischem Brot lockte Kunden ins Geschäft.|The smell of fresh bread lured customers into the shop.|der;Geruch;von;frisch;Brot;locken;Kunde;in;Geschäft
19977.0|das Trinkgeld|noun|tip|Das Trinkgeld war für den aufmerksamen Kellner.|The tip was for the attentive waiter.|der;Trinkgeld;sein;für;der;aufmerksam;Kellner
19979.0|extra|adverb|extra|Das Handtuch liegt extra bereit für dich.|The towel is ready extra for you.|der;Handtuch;liegen;extra;bereit;für;dich
20085.0|das Publikum|noun|audience|Das Publikum applaudierte begeistert am Ende.|The audience applauded enthusiastically at the end.|der;Publikum;applaudieren;begeistert;an;Ende
20108.0|zwanzig|number|twenty|Zwanzig Teilnehmer haben sich bereits registriert.|Twenty participants have already registered.|zwanzig;Teilnehmer;haben;sich;bereits;registrieren
20111.0|die Rechnung|noun|bill|Die Rechnung wurde direkt am Tisch bezahlt.|The bill was paid directly at the table.|der;Rechnung;werden;direkt;an;Tisch;bezahlen
20114.0|das Erwarten|Noun|expectation
20118.0|die Stelle|noun|position|Er hat eine Stelle in einer renommierten Firma.|He has a position in a renowned company.|er;haben;ein;Stelle;in;ein;renommiert;Firma
20144.0|ergeben|verb|to result|Die Diskussion ergab einige interessante Ideen.|The discussion resulted in some interesting ideas.|der;Diskussion;ergeben;einiger;interessant;Idee
20148.0|Aachen|noun|Aachen|Aachen beeindruckt mit seinen historischen Bauwerken.|Aachen impresses with its historical buildings.|Aachen;beeindrucken;mit;sein;historisch;Bauwerk
20152.0|die Wikipedia|noun|Wikipedia|Die Wikipedia ist eine wertvolle Wissensquelle.|Wikipedia is a valuable source of knowledge.|der;Wikipedia;sein;ein;wertvoll;Wissensquelle
20156.0|der Bekannter|noun|acquaintance|Ein Bekannter hat mir bei der Bewerbung geholfen.|An acquaintance helped me with the application.|ein;Bekannter;haben;mir;bei;der;Bewerbung;helfen
20157.0|der Schüler|noun|student|Der Schüler glänzte mit seiner Präsentation über Physik.|The student excelled with his presentation on physics.|der;Schüler;glänzen;mit;sein;Präsentation;über;Physik
20188.0|der Geschädigter|Noun|the victim
20189.0|beschreiben|verb|describe|Kannst du mir den Tatort genauer beschreiben?|Can you describe the crime scene to me in more detail?|Kannst;du;mir;der;Tatort;genau;beschreiben
20192.0|die Mathe|noun|math|Mathe fällt ihm leichter als andere Fächer.|Math is easier for him than other subjects.|Mathe;fallen;ihm;leicht;als;anderer;Fach
20213.0|ähnlich|adjective|similar|Das Design ist dem Vorgängermodell sehr ähnlich.|The design is very similar to the previous model.|der;Design;sein;der;Vorgängermodell;sehr;ähnlich
20217.0|das Ja|noun|yes|Das Ja in ihrer Stimme klang überzeugend.|The yes in her voice sounded convincing.|der;Ja;in;ihr;Stimme;klingen;überzeugend
20219.0|amen|Interjection|amen|Amen, flüsterte er leise am Ende des Gebets.|Amen, he whispered softly at the end of the prayer.|amen;flüstern;er;leise;an;Ende;der;Gebet
20224.0|lernen|verb|to learn|Ich möchte gerne lernen, wie man authentisch kocht.|I want to learn how to cook authentically.|ich;möchten;gerne;lernen;wie;man;authentisch;kochen
20247.0|der Direktor|noun|director|Der Direktor begrüßte die Gäste persönlich.|The director personally welcomed the guests.|der;Direktor;begrüßen;der;Gast;persönlich
20249.0|präventiv|adjective|preventive
20309.0|beobachten|verb|observe|Sie wollte das Verhalten der Vögel aus der Nähe beobachten.|She wanted to observe the birds' behavior up close.|sie;wollen;der;verhalten;der;Vogel;aus;der;Nähe;beobachten
20327.0|das Amen|noun|the amen|Mit einem leisen „Amen“ endete das Gebet.|"The prayer ended with a quiet ""amen."""|mit;ein;leise;Amen;enden;der;Gebet
20373.0|jugendlich|adjective|youthful
20380.0|Rapmusik|Noun|rap music
20469.0|wichtig|adjective|important|Es ist wichtig, die Fakten zu überprüfen.|It is important to check the facts.|es;sein;wichtig;der;Fakt;zu;überprüfen
20473.0|der Musiker|noun|musician|Der Musiker legte eine fesselnde Melodie aufs Klavier.|The musician placed a captivating melody on the piano.|der;Musiker;legen;ein;fesselnd;Melodie;auf;Klavier
20575.0|flüstern|verb|to whisper|Die Blätter flüstern von vergangenen Träumen.|The leaves whisper of past dreams.|der;Blatt;flüstern;von;vergangen;Träum
20646.0|meistens|adverb|mostly|Meistens bleibe ich abends zu Hause und lese.|I mostly stay at home in the evenings and read.|meistens;bleiben;ich;abends;zu;Haus;und;lesen
20677.0|blind|adjective|blind|Er vertraute ihr blind, ohne ihre Absichten zu hinterfragen.|He trusted her blindly, without questioning her intentions.|er;vertrauen;ihr;blind;ohne;ihr;Absicht;zu;hinterfragen
20681.0|der Vorwurf|noun|accusation|Der Vorwurf gegen ihn war völlig unbegründet.|The accusation against him was completely unfounded.|der;Vorwurf;gegen;ihn;sein;völlig;unbegründet
20693.0|unterdrücken|verb|suppress|Man darf seine Gefühle nicht immer unterdrücken.|One should not always suppress their feelings.|man;dürfen;sein;Gefühl;nicht;immer;unterdrücken
20699.0|die Wärme|noun|warmth|Die Wärme der Sonne schmolz den letzten Schnee.|The warmth of the sun melted the last snow.|der;Wärme;der;Sonne;schmolz;der;letzter;Schnee
20703.0|binden|verb|to bind|Der Fischer musste die Netze fest binden.|The fisherman had to bind the nets tightly.|der;Fischer;musste;der;Netz;fest;binden
20724.0|der Stolz|noun|pride|Sein Stolz verhinderte eine ehrliche Entschuldigung.|His pride prevented an honest apology.|sein;Stolz;verhindern;ein;ehrlich;Entschuldigung
20764.0|pumpen|verb|to pump|Die Feuerwehr musste Wasser aus dem Keller pumpen.|The fire brigade had to pump water out of the basement.|der;Feuerwehr;musste;Wasser;aus;der;Keller;pumpen
20820.0|bedanken|verb|to thank|Sie bedankte sich herzlich für die großzügige Hilfe.|She thanked warmly for the generous help.|sie;bedanken;sich;herzlich;für;der;großzügig;Hilfe
20833.0|ständig|adverb|constantly|Er beschwerte sich ständig über das Wetter.|He constantly complained about the weather.|er;beschweren;sich;ständig;über;der;Wetter
20839.0|füttern|verb|to feed|Die Kinder durften die Tiere im Zoo füttern.|The children were allowed to feed the animals in the zoo.|der;Kind;dürfen;der;Tier;in;Zoo;füttern
20854.0|die Wirklichkeit|Noun|reality|Die Wirklichkeit sah anders aus als erwartet.|The reality looked different than expected.|der;Wirklichkeit;aussehen;anders;aus;als;erwarten
20871.0|spüren|verb|feel|Er konnte die kühle Brise auf der Haut spüren.|He could feel the cool breeze on his skin.|er;können;der;kühl;Brise;auf;der;Haut;spüren
20889.0|das Eis|noun|ice|Das Eis auf dem See brach mit einem lauten Knacken.|The ice on the lake broke with a loud crack.|der;Eis;auf;der;See;brechen;mit;ein;laut;Knacke
20902.0|enttäuschen|verb|to disappoint|Ich wollte ihn nicht enttäuschen, doch es geschah.|I didn't want to disappoint him, but it happened.|ich;wollen;ihn;nicht;enttäuschen;doch;es;geschehen
20923.0|verkaufen|Verb|to sell|Er wollte sein altes Erbe schnell verkaufen.|He wanted to sell his old inheritance quickly.|er;wollen;sein;alt;Erbe;schnell;verkaufen
21055.0|der Park|noun|park|Im Park blühten die Kirschbäume in voller Pracht.|In the park, the cherry trees were in full bloom.|in;Park;blühn;der;Kirschbaum;in;voll;Pracht
21092.0|liken|verb|to like
21142.0|französisch|Adjective|french
21170.0|fotografieren|Verb|to photograph|Er wollte die verlassene Ruine fotografieren.|He wanted to photograph the abandoned ruin.|er;wollen;der;verlassen;Ruine;fotografieren
21278.0|die Brust|noun|chest|Er atmete tief und legte die Hand auf die Brust.|He took a deep breath and placed his hand on his chest.|er;atmen;tief;und;legen;der;Hand;auf;der;Brust
21287.0|der Arzt|noun|doctor|Der Arzt erklärte die Diagnose geduldig.|The doctor explained the diagnosis patiently.|der;Arzt;erklären;der;Diagnose;geduldig
21296.0|blass|adjective|pale|Nach der langen Krankheit war sie blass.|After the long illness, she was pale.|nach;der;lang;Krankheit;sein;sie;blass
21380.0|angucken|verb|to look at|Lass uns den Sonnenuntergang am Strand angucken!|Let’s look at the sunset on the beach!|Lass;sich;der;Sonnenuntergang;an;Strand;angucken
21383.0|schief|adjective|crooked|Das schiefe Bild an der Wand störte die perfekte Symmetrie.|The crooked picture on the wall disrupted the perfect symmetry.|der;schief;Bild;an;der;Wand;stören;der;perfekt;Symmetrie
21388.0|joggen|verb|jog|Morgens früh im Park zu joggen ist erfrischend.|Jogging in the park early in the morning is refreshing.|Morgens;früh;in;Park;zu;joggen;sein;erfrischend
21464.0|ungeschminkt|adjective|barefaced
21556.0|das Zimmer|noun|the room|Das Zimmer im Hotel war geräumig und hell.|The room in the hotel was spacious and bright.|der;Zimmer;in;Hotel;sein;geräumig;und;hell
21558.0|der Mondschein|noun|moonlight|Der Mondschein tauchte die Landschaft in silbernes Licht.|The moonlight bathed the landscape in silver light.|der;Mondschein;tauchen;der;Landschaft;in;silbern;Licht
21565.0|reflektieren|verb|to reflect|Die Fenster reflektieren das Sonnenlicht blendend.|The windows reflect the sunlight dazzlingly.|der;Fenster;reflektieren;der;Sonnenlicht;blendend
21699.0|künstlich|adjective|artificial|Das künstliche Licht blendete die Augen.|The artificial light dazzled the eyes.|der;künstlich;Licht;blendeen;der;Auge
21707.0|entfernen|verb|to remove|Man musste die störenden Elemente aus dem Bild entfernen.|One had to remove the disruptive elements from the image.|man;musste;der;störend;Element;aus;der;Bild;entfernen
21732.0|wortlos|adjective|wordless|Er verließ den Raum wortlos, aber mit Nachdruck.|He left the room wordlessly but with emphasis.|er;verlassen;der;Raum;wortlos;aber;mit;Nachdruck
21763.0|die Eins|noun|one|Die Eins war die einzig richtige Antwort.|The one was the only correct answer.|der;Eins;sein;der;einzig;richtig;Antwort
21767.0|das Imperium|noun|the empire|Das Imperium expandierte durch kluge Strategien.|The empire expanded through smart strategies.|der;Imperium;expandieren;durch;klug;Strategie
21774.0|das Helium|noun|helium|Das Helium in den Ballons ließ sie schweben.|The helium in the balloons made them float.|der;Helium;in;der;Ballon;lassen;sie;schweben
21781.0|Mephisto|noun|Mephisto|Mephisto lachte höhnisch in der Dunkelheit.|Mephisto laughed mockingly in the darkness.|Mephisto;lachen;höhnisch;in;der;Dunkelheit
21803.0|die Wahrheit|noun|truth|Die Wahrheit liegt oft zwischen den Extremen.|The truth often lies between extremes.|der;Wahrheit;liegen;oft;zwischen;der;Extremen
21809.0|die Rede|noun|the speech|Die Rede war voller Inspiration und Mut.|The speech was full of inspiration and courage.|der;Rede;sein;voll;Inspiration;und;Mut
21813.0|rückwärts|adverb|backwards|Der Fahrer musste vorsichtig rückwärts einparken.|The driver had to carefully park backwards.|der;Fahrer;musste;vorsichtig;rückwärts;einparken
21819.0|die Lüge|noun|lie|Die Lüge wurde schnell durch die Fakten entlarvt.|The lie was quickly exposed by the facts.|der;Lüge;werden;schnell;durch;der;Fakt;entlarven
21827.0|der Meister|noun|master|Der Meister leitete die Werkstatt mit Geschick.|The master skillfully managed the workshop.|der;Meister;leiten;der;Werkstatt;mit;Geschick
21841.0|Mozart|noun|Mozart|Mozart ist ein Meister der klassischen Musik.|Mozart is a master of classical music.|Mozart;sein;ein;Meister;der;klassisch;Musik
21842.0|das Requiem|noun|requiem|Das Requiem für die Opfer war ergreifend.|The requiem for the victims was moving.|der;Requiem;für;der;Opfer;sein;ergreifend
21843.0|solo|adverb|solo|Er spielte die Gitarre solo und verzauberte das Publikum.|He played the guitar solo and enchanted the audience.|er;spielen;der;Gitarre;solo;und;verzaubern;der;Publikum
21846.0|die Flöte|noun|the flute|Die Flöte erklang sanft in der abendlichen Stille.|The flute sounded softly in the evening silence.|der;Flöte;erklingen;sanft;in;der;abendlich;Stille
21862.0|das Laufen|noun|the running|Das Laufen am Morgen hielt ihn fit und wach.|Running in the morning kept him fit and awake.|der;Laufen;an;Morgen;halten;ihn;fit;und;wach
21869.0|nun|adverb|now|Nun ist die Zeit gekommen, um zu handeln.|Now the time has come to act.|nun;sein;der;Zeit;kommen;um;zu;handeln
21884.0|der Schleier|noun|veil|Der Morgennebel legte sich wie ein Schleier.|The morning fog settled like a veil.|der;Morgennebel;legen;sich;wie;ein;Schleier
21890.0|der Test|noun|test|Der Test war schwer, aber fair gestaltet.|The test was hard but designed fairly.|der;Test;sein;schwer;aber;fair;gestalten
21899.0|löschen|Verb|To delete|Vergiss nicht, die alten Dateien zu löschen.|Don't forget to delete the old files.|Vergiss;nicht;der;alt;Datei;zu;löschen
21916.0|der Besitz|noun|possession|Sein Besitz bestand aus Büchern und alten Manuskripten.|His possession consisted of books and old manuscripts.|sein;Besitz;bestehen;aus;Büchern;und;alt;Manuskript
21928.0|der Austausch|noun|exchange|Der Austausch zwischen den Teams war produktiv.|The exchange between the teams was productive.|der;Austausch;zwischen;der;Team;sein;produktiv
21944.0|zurückkehren|verb|to return|Nach Jahren kehrte sie endlich an ihren Geburtsort zurück.|After years, she finally returned to her birthplace.|nach;Jahr;zurückkehren;sie;endlich;an;ihr;Geburtsort;zurück
21967.0|die Unendlichkeit|Noun|infinity|Die Unendlichkeit des Universums ist faszinierend.|The infinity of the universe is fascinating.|der;Unendlichkeit;der;Universum;sein;faszinierend
21968.0|verschwenden|verb|to waste|Wir dürfen keine Ressourcen sinnlos verschwenden.|We must not waste resources needlessly.|wir;dürfen;kein;Ressource;sinnlos;verschwenden
21984.0|das Labyrinth|noun|the labyrinth|Das Labyrinth im Garten war schwer zu durchqueren.|The labyrinth in the garden was hard to navigate.|der;Labyrinth;in;Garten;sein;schwer;zu;durchqueren
21991.0|verbringen|verb|to spend|Ich möchte den Sommer am Meer verbringen und entspannen.|I want to spend the summer by the sea and relax.|ich;möchten;der;Sommer;an;Meer;verbringen;und;entspannen
22019.0|der Einzelteil|noun|the component|Jedes Einzelteil der Maschine wurde präzise zusammengesetzt.|Each component of the machine was precisely assembled.|jeder;Einzelteil;der;Maschine;werden;präzise;zusammensetzen
22019.001|das Einzelteil|noun|the component|Das Einzelteil wurde nachbestellt und eingebaut.|The component was reordered and installed.|der;Einzelteil;werden;nachbestellen;und;einbauen
22024.0|hundert|adjective|hundred|Die Sammlung umfasst fast hundert Gemälde.|The collection includes nearly a hundred paintings.|der;Sammlung;umfassen;fast;hundert;Gemälde
22032.0|eintausend|adjective|one thousand|Im Keller lagerten eintausend alte Bücher.|One thousand old books were stored in the basement.|in;Keller;lagern;eintausend;alt;Buch
22046.0|begreifen|verb|to grasp|Es ist schwer, diese Komplexität zu begreifen.|It’s hard to grasp this complexity.|es;sein;schwer;dieser;Komplexität;zu;begreifen
22054.0|scheinen|verb|shine|Die Sterne scheinen hell in der klaren Winternacht.|The stars shine brightly in the clear winter night.|der;Stern;scheinen;hell;in;der;klar;Winternacht
22075.0|der Kern|noun|core|Der Kern des Problems liegt in der fehlenden Kommunikation.|The core of the problem lies in the lack of communication.|der;Kern;der;Problem;liegen;in;der;fehlend;Kommunikation
22077.0|die Kraft|noun|the strength|Die Kraft der Wellen riss die alte Brücke ein.|The strength of the waves tore down the old bridge.|der;Kraft;der;Welle;einriss;der;alt;Brücke;ein
22078.0|namens|adverb|called|"Das Hotel namens ""Sonne"" war ausgebucht."|"The hotel called ""Sun"" was fully booked."|der;Hotel;namens;Sonne;sein;ausbuchen
22079.0|das X|Noun|X|Das X markiert die Stelle auf der Karte.|The X marks the spot on the map.|der;X;markieren;der;Stelle;auf;der;Karte
22094.0|die Mitte|noun|center|Die Mitte des Labyrinths blieb unauffindbar.|The center of the labyrinth remained elusive.|der;Mitte;der;Labyrinth;bleiben;unauffindbar
22119.0|die Zelle|noun|cell|Die Zelle ist die Grundlage aller Lebewesen.|The cell is the foundation of all living beings.|der;Zelle;sein;der;Grundlage;aller;Lebewesen
22134.0|zerbrechen|verb|to break|Das Glas kann leicht zerbrechen, also pass auf.|The glass can easily break, so be careful.|der;Glas;können;leicht;zerbrechen;also;pass;auf
22160.0|reimen|verb|to rhyme|Das Gedicht reimt sich auf eindrucksvolle Weise.|The poem rhymes in an impressive way.|der;Gedicht;reimen;sich;auf;eindrucksvoll;Weise
22180.0|das Fleisch|noun|the meat|Das Fleisch ist frisch und stammt aus der Region.|The meat is fresh and comes from the region.|der;Fleisch;sein;frisch;und;stammen;aus;der;Region
22191.0|tausendmal|adverb|a thousand times|Ich habe diesen Moment tausendmal durchlebt.|I’ve lived this moment a thousand times.|ich;haben;dieser;Moment;tausendmal;durchleben
22258.0|die Acht|noun|the eight|Die Achterbahn hat eine scharfe Kurve in der Acht.|The roller coaster has a sharp turn in the figure-eight.|der;Achterbahn;haben;ein;scharf;Kurve;in;der;Acht
22266.0|hunderttausend|number|hundred thousand|Mehr als hunderttausend Besucher strömten zur Veranstaltung.|More than a hundred thousand visitors flocked to the event.|mehr;als;hunderttausend;Besucher;strömen;zu;Veranstaltung
