speech_part|word_de|word_en
adv|keineswegs|by no means, not at all
adj|klug|clever
der|der Arbeitnehmer, -|employee
verb|beugen, beugt, beugte, hat gebeugt|to bend
verb|einbringen, bringt ein, brachte ein, hat eingebracht|to bring in, contribute
die|die Materie, -n|matter
das|das Personal|staff
adj|scheinbar|apparent
die|die Frequenz, -en|frequency
verb|lehren, lehrt, lehrte, hat gelehrt|to teach
adj|selbstständig|independent, self-employed
verb|überwinden, überwindet, überwand, hat überwunden|to overcome
adj|unklar|unclear
adj|verfügbar|available
pron|wozu|what for, to what
adj|schlicht|simple, plain
adj|angemessen|appropriate
der|der Arbeitsmarkt, -̈e|labor market
der|der Pass, -̈e|pass, passport
der|der Bedarf, -e|need, demand
adj|ernsthaft|serious
verb|werben, wirbt, warb, hat geworben|to advertise
verb|errichten, errichtet, errichtete, hat errichtet|to build, erect
der|der Kredit, -e|loan, credit
das|das Wohnzimmer, -|living room
die|die Kompetenz, -en|competence, authority
die|die Leitung, -en|management, leadership
verb|strahlen, strahlt, strahlte, hat gestrahlt|to shine
der|der Zucker, -|sugar
der|der Austausch, -e|exchange
verb|gleichen, gleicht, glich, hat geglichen|to be alike, be just like
die|die Station, -en|station, stop, stopover
der|der Kaiser, -|emperor
verb|sperren, sperrt, sperrte, hat gesperrt|to cut off, block, close
der|der Sportler, -|athlete
die|die Differenz, -en|difference
der|der Fakt, -en|fact
die|die Herstellung, -en|production
das|das Individuum, -en|individual
das|das Symbol, -e|symbol
verb|ausbreiten, breitet aus, breitete aus, hat ausgebreitet|to spread, spread out
die|die Versorgung, -en|supply, care
der|der Kommentar, -e|comment, opinion
adj|kontinuierlich|constant, continuous
das|das Radio, -s|radio
adj|Münchner|Munich
der|der Musiker, -|musician
verb|wecken, weckt, weckte, hat geweckt|to wake sb up
verb|ansteigen, steigt an, stieg an, ist angestiegen|to rise, go up
die|die Rückkehr|return
verb|auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet|to award a prize, honor, distinguish
die|Bar|bar
die|die Betrachtung, -en|contemplation, examination
die|die Kommission, -en|commission, committee
der|der Star, -e|star, starling
adj|wütend|furious
adj|christlich|Christian
adj|der Hamburger, -|Hamburg
der|der Hamburger, -|hamburger
die|die Leiche, -n|corpse
adv|nochmals|again
verb|wehren (sich), wehrt, wehrte, hat gewehrt|to defend oneself
der|der Abbau, -e|reduction, decline, mining
die|die Staatsanwaltschaft, -en|prosecution
die|die Freizeit, -en|spare time
das|das Geschenk, -e|gift, present
adj|hübsch|pretty
der|der Moslem, -s|Muslim
adj|spontan|spontaneous
adv|dorthin|there
das|das Frühstück, -e|breakfast
verb|klettern, klettert, kletterte, ist geklettert|to climb
der|der Mittelpunkt, -e|midpoint, center of attention
verb|bereiten, bereitet, bereitete, hat bereitet|to make, cause, give
die|die Entstehung, -en|origin
adj|konservativ|conservative
der|der Magen, -̈|stomach
adj|psychisch|psychological
das|das Salz, -e|salt
num|siebzig|seventy
verb|versichern, versichert, versicherte, hat versichert|to insure, assert
der|der Brite, -n|Brit
adj|erkennbar|recognizable, apparent, visible
adv|namens|by the name of, called
die|die Achse, -n|axle, axis
verb|klingeln, klingelt, klingelte, hat geklingelt|to ring
verb|speichern, speichert, speicherte, hat gespeichert|to store, save
der|der Tee, -s|tea
der|der Zeuge, -n|witness
der|der Aufwand, -̈e|expense, effort
die|die Kooperation, -en|cooperation
der|der Kritiker, -|critic
das|das Tal, -̈er|valley
adj|derartig|such, like that
der, die|die Erste|first
adj|vielfach|multiple
verb|empfangen, empfängt, empfing, hat empfangen|to receive
die|die Ernährung, -en|food, diet
die|die Küste, -n|coast
verb|mitkommen, kommt mit, kam mit, ist mitgekommen|to come (with sb)
die|die Republik, -en|republic
verb|zucken, zuckt, zuckte, hat gezuckt|to twitch, shrug
verb|anschließen, schließt an, schloss an, hat angeschlossen|to join, chain to, connect
verb|austauschen, tauscht aus, tauschte aus, hat ausgetauscht|to exchange, replace
verb|beschleunigen, beschleunigt, beschleunigte, hat beschleunigt|to accelerate
die|die Norm, -en|norm
verb|anstellen, stellt an, stellte an, hat angestellt|to hire, employ, line up, get into mischief
verb|decken, deckt, deckte, hat gedeckt|to cover, set
adj|grob|coarse, rude, gross
der|der Protest, -e|protest
die|die Tour, -en|tour, trip
der|der Überblick, -e|view, overview
der|der Geschäftsführer, -|manager
der|der Griff, -e|handle, grip, grasp
verb|küssen, küsst, küsste, hat geküsst|to kiss
der|der Liter, -|liter
das|das Subjekt, -e|subject
der|der Außenminister, -|foreign minister
die|die Faser, -n|fiber
der|der Schatz, -̈e|treasure, sweetheart
adj|sekundär|secondary
die|die Zentralbank, -en|central bank
der, die, das|die Alte|old person/thing
der, die|die Angestellte|employee
adj|dankbar|grateful
verb|faszinieren, fasziniert, faszinierte, hat fasziniert|to fascinate
der|der Flur, -e|hall, corridor
das|das Hemd, -en|shirt
adj|inhaltlich|in terms of content
die|die Begründung, -en|explanation, justification
adv|dreimal|three times
adv|momentan|at the moment, momentarily
verb|zögern, zögert, zögerte, hat gezögert|to hesitate
adv|derart|so
adj|kreativ|creative
verb|einziehen, zieht ein, zog ein, hat eingezogen|to move in
das|das Ausmaß, -e|extent, size
der|der Feind, -e|enemy
verb|verbrennen, verbrennt, verbrannte, ist verbrannt|to burn
der|der Vorstand, -̈e|board, chairperson
der|der Atem|breath
die|die Distanz, -en|distance
der|der Händler, -|trader, dealer, retailer
verb|hassen, hasst, hasste, hat gehasst|to hate
das|das Muster, -|pattern, model
adj|ausführlich|detailed
verb|bedenken, bedenkt, bedachte, hat bedacht|to consider
der|der Terror|terror
die|die Verfassung, -en|constitution
adj|blind|blind
verb|einschlafen, schläft ein, schlief ein, ist eingeschlafen|to fall asleep
die|die Flüchtlingskrise, -n|refugee crisis
der|der Ärger|annoyance, trouble
adj|allmählich|gradual
der|der Führer, -|leader, guide
das|das Vitamin, -e|vitamin
der|der Abschied, -e|departure, parting
der|der Hafen, -̈|harbor
die|die Niere, -n|kidney
verb|abbilden, bildet ab, bildete ab, hat abgebildet|to copy, portray
der|der Rezeptor, -en|receptor
verb|etablieren, etabliert, etablierte, hat etabliert|to establish
das|das Messer, -|knife
adv|teils|partly
das|Brasilien|Brazil
verb|ergreifen, ergreift, ergriff, hat ergriffen|to take, seize, grip, capture
das|das Grundgesetz, -e|basic law
die|die Herkunft, -̈e|origin
verb|hinausgehen, geht hinaus, ging hinaus, ist hinausgegangen|to go out, exceed
die|die Katastrophe, -n|catastrophe
verb|lehnen, lehnt, lehnte, hat gelehnt|to lean
verb|beraten, berät, beriet, hat beraten|to advise, discuss
adj|bürgerlich|civil, civic
das|das Erlebnis, -se|experience
adv|nachher|afterwards
verb|übergehen, geht über, ging über, ist übergegangen|to pass into
die|die Wut|rage, fury
verb|aufrufen, ruft auf, rief auf, hat aufgerufen|to call out/up/upon
adj|quer|diagonally, sideways, across
der|der Kapitän, -e|captain
verb|zusammenhängen, hängt zusammen, hing zusammen, hat zusammengehangen|to be connected
der|der Ausländer, -|foreigner
der, die|die Beschäftigte|employee
die|die Bundesliga, -en|(sport) national division
verb|nähern (sich), nähert, näherte, hat genähert|to approach
adj|übel|foul, bad
das|das Ufer, -|shore, bank
die|die Dichte, -n|density
conj|ehe|before
die|die Strahlung, -en|radiation
das|das Virus, -en|virus
der|der Kontinent, -e|continent
das|das Milligramm, -|milligram
adj|schwedisch|Swedish
das|schwedisch|Swedish
adj|sexuell|sexual
adv|hierher|here
adj|ironisch|ironic
der|der Sprung, -̈e|jump
adv|vorerst|for the present
adj|experimentell|experimental
adj|kühl|cool
der|der Maler, -|painter
die|die Opposition, -en|opposition
der|der Saal, -̈le|hall
adj|syrisch|Syrian
der|der Grundsatz, -̈e|principle
verb|loben, lobt, lobte, hat gelobt|to praise
die|die Zustimmung, -en|approval, consent
die|die Absicht, -en|intention
die|die Adresse, -n|address
der|der Akzent, -e|accent
verb|verlängern, verlängert, verlängerte, hat verlängert|to lengthen, extend
die|die Nahrung, -en|nourishment, food
adj|niederländisch|Dutch
das|niederländisch|Dutch
der|der Planet, -en|planet
der|der Stress, -e|stress
adj|vermeintlich|supposed
verb|zusammenarbeiten, arbeitet zusammen, arbeitete zusammen, hat zusammengearbeitet|to cooperate
der|der Parameter, -|parameter
adj|steil|steep
der|der Europäer, -|European
adj|heimisch|indigenous, native, at home
adj|interkulturell|intercultural
die|die Stille|peace, silence
der|der Bildschirm, -e|screen, monitor
verb|erwischen, erwischt, erwischte, hat erwischt|to catch
das|das Proton, -en|proton
der|Schweizer|Swiss person
adj|unheimlich|eerie, scary, incredible, creepy
adj|magnetisch|magnetic
verb|versehen, versieht, versah, hat versehen|to perform, provide
die|die Beteiligung, -en|participation
das|das Frühjahr, -e|spring
der|der Hut, -̈e|hat
die|der Hut, -̈e|guard, alert
das|das Medium, -en|medium
die|die Verpflichtung, -en|commitment, obligation
die|die Abteilung, -en|department
adj|alternativ|alternatively
der|der Mittag, -e|noon, midday
verb|befassen (sich), befasst, befasste, hat befasst|to deal
das|das Finale, -|final, finals, finale
verb|gewähren, gewährt, gewährte, hat gewährt|to grant, give
verb|aussagen, sagt aus, sagte aus, hat ausgesagt|to testify
die|die Tendenz, -en|tendency, trend, inclination
der|der Terrorist, -en|terrorist
adv|jemals|ever
der|der Opa, -s|grandpa
adj|arbeitslos|unemployed
die|die Auswertung, -en|evaluation, analysis
das|das Gras, -̈er|grass
adj|logisch|logical
der|der Nachfolger, -|successor
verb|verzweifeln, verzweifelt, verzweifelte, ist verzweifelt|to despair
verb|bewältigen, bewältigt, bewältigte, hat bewältigt|to cope with, overcome
die|die Emotion, -en|emotion
die|die Armut|poverty
das|Australien|Australia
verb|klagen, klagt, klagte, hat geklagt|to complain
adv|schade|(it’s a) pity
die|die Scheibe, -n|disk, slice, (glass) pane
verb|verbleiben, verbleibt, verblieb, ist verblieben|to remain, stay, agree
der|der Widerspruch, -̈e|contradiction, dissent
verb|dastehen, steht da, stand da, hat dagestanden|to stand there, be in a position
adj|nervös|nervous
verb|regieren, regiert, regierte, hat regiert|to rule, govern
der|der Regisseur, -e|director
adj|süß|sweet
die|die Villa, -en|villa
adj|weh|sore, hurt
verb|entlassen, entlässt, entließ, hat entlassen|to dismiss, fire
die|die Presse, -n|press
pron|womit|with what
verb|abstimmen, stimmt ab, stimmte ab, hat abgestimmt|to vote, coordinate
adj|fair|fair
adj|hervorragend|outstanding
adj|umfangreich|extensive
die|EZB (Europäische Zentralbank)|European Central Bank
die|die Infrastruktur, -en|infrastructure
der|der Konkurrent, -en|competitor
die|die Party, -s|party
die|die Wellenlänge, -n|wavelength
der|der Anhänger, -|pendant, supporter, trailer
adj|betrieblich|operational
die|die Finanzierung, -en|financing
die|die Inflation, -en|inflation
verb|murmeln, murmelt, murmelte, hat gemurmelt|to mumble, mutter
die|die Plattform, -en|platform
verb|dominieren, dominiert, dominierte, hat dominiert|to dominate
verb|einräumen, räumt ein, räumte ein, hat eingeräumt|to put away, admit, concede
verb|herausstellen (sich), stellt heraus, stellte heraus, hat herausgestellt|to emphasize, turn out
die|die Kleidung, -en|clothes
verb|vereinen, vereint, vereinte, hat vereint|to unite
der|der Bundesrat, -̈e|Bundesrat
verb|abbrechen, bricht ab, brach ab, hat abgebrochen|to break off, stop
die|die Aufklärung, -en|enlightenment, solution
verb|auskommen, kommt aus, kam aus, ist ausgekommen|to get by, get on, manage
adj|denkbar|conceivable
der|der Fernseher, -|television
der|der Italiener, -|Italian
verb|mangeln, mangelt, mangelte, hat gemangelt|to lack, be missing
die|die Schönheit, -en|beauty
verb|verarbeiten, verarbeitet, verarbeitete, hat verarbeitet|to use, process, assimilate
verb|verkünden, verkündet, verkündete, hat verkündet|to announce
das|Dänemark|Denmark
pron|dazwischen|in between, between (them), among (them)
verb|einsteigen, steigt ein, stieg ein, ist eingestiegen|to board, get in
das|Tibet|Tibet
die|die Webseite, -n|website
verb|widersprechen, widerspricht, widersprach, hat widersprochen|to contradict
der|der Besitzer, -|owner
adj|japanisch|Japanese
das|japanisch|Japanese
verb|ärgern, ärgert, ärgerte, hat geärgert|to annoy
die|die Persönlichkeit, -en|personality, celebrity
die|die Truppe, -n|troops, unit
adj|ausdrücklich|explicit
die|die Einschätzung, -en|opinion, assessment, evaluation
adj|funktionell|functional
das|das Gewebe, -|fabric, tissue
das|das Resultat, -e|result
der, die|die Verwandte|relative
die|die Anordnung, -en|order
verb|aufwachen, wacht auf, wachte auf, ist aufgewacht|to wake up
die|die Kasse, -n|cash register, checkout
die (pl)|Schulden|debt
der|der Hinblick|view
die|die Last, -en|load, burden
adv|das Zuhause|at home
das|das Zuhause|home
adj|einheitlich|uniform, standardized
num|fünfzehn|fifteen
verb|überschreiten, überschreitet, überschritt, hat überschritten|to exceed
die|die Version, -en|version
die|die Zunge, -n|tongue
adj|dänisch|Danish
das|dänisch|Danish
die|die Einladung, -en|invitation
die|die Vielzahl|multitude
der|der Arbeitgeber, -|employer
die|die Höhle, -n|cave
die|die Lücke, -n|gap
adv|mehrmals|repeatedly
adj|subjektiv|subjective
adj|unangenehm|unpleasant
das|das Wirtschaftsforum, -s|economic forum
die|die Angelegenheit, -en|matter, affair
adj|charakteristisch|characteristic
die|die Einnahme, -n|income, receipts, revenue
der|der Islam, -e|Islam
verb|basieren, basiert, basierte, hat basiert|to be based on
verb|einkaufen, kauft ein, kaufte ein, hat eingekauft|to shop
verb|eintragen, trägt ein, trug ein, hat eingetragen|to enter, record, register
der|der Vortrag, -̈e|lecture
das|das Zelt, -e|tent
verb|zusammensetzen, setzt zusammen, setzte zusammen, hat zusammengesetzt|to put together
verb|bedanken (sich), bedankt, bedankte, hat bedankt|to thank
die|die Brille, -n|glasses
die|die Sammlung, -en|collection
verb|verschließen, verschließt, verschloss, hat verschlossen|to close, lock
der|der Entwurf, -̈e|sketch, design, draft
adv|seither|since then
verb|ansagen, sagt an, sagte an, hat angesagt|to announce
verb|hemmen, hemmt, hemmte, hat gehemmt|to inhibit, hinder
die|die Intelligenz, -en|intelligence
adj|senkrecht|vertical
verb|dringen, dringt, drang, ist gedrungen|to press, insist
der|der Migrant, -en|migrant
verb|probieren, probiert, probierte, hat probiert|to try
das|das Turnier, -e|tournament
verb|verschaffen, verschafft, verschaffte, hat verschafft|to provide
die|die Volkswirtschaft, -en|national economy
verb|bearbeiten, bearbeitet, bearbeitete, hat bearbeitet|to edit, work on
adj|flexibel|flexible
pron|hierfür|for this, for it
adj|mobil|mobile
der|der Übersetzer, -|translator
pron|wodurch|how, which
verb|zusagen, sagt zu, sagte zu, hat zugesagt|to promise, accept
der|der Buchstabe, -n|letter
verb|verdanken, verdankt, verdankte, hat verdankt|to owe, have sb to thank for sth
num|vierzig|forty
der|der Vordergrund, -̈e|foreground
der|der Reiz, -e|stimulus, appeal
adj|verständlich|comprehensible
der|der Wahlkampf, -̈e|election campaign
adj|flüssig|liquid
der|der Sturm, -̈e|storm
der|der Akteur, -e|player, actor
verb|entnehmen, entnimmt, entnahm, hat entnommen|to take from, remove, withdraw, infer
verb|räumen, räumt, räumte, hat geräumt|to clear
adj|konsequent|consistent
verb|bekämpfen, bekämpft, bekämpfte, hat bekämpft|to fight, combat
das|der Gehalt, -e|salary
der|der Gehalt, -e|meaning, contents
adv|indes|meanwhile
das|das Motto, -s|motto
die|die Philosophie, -n|philosophy
der|der Sender, -|broadcasting station
das|das Talent, -e|talent
adv|extra|separately, extra
der|der Fleck, -e|stain
verb|fressen, frisst, fraß, hat gefressen|to eat
die|die Klage, -n|complaint, lawsuit
adv|anfangs|initially, at first
die|die Beratung, -en|advice, discussion, consultation
die|die Gestaltung, -en|design, organization
adj|katholisch|Catholic
adj|merkwürdig|strange
verb|bedecken, bedeckt, bedeckte, hat bedeckt|to cover
die|die Kuh, -̈e|cow
verb|verknüpfen, verknüpft, verknüpfte, hat verknüpft|to tie
das|das Vorgehen|action, approach
adv|drüben|over there
verb|erschießen, erschießt, erschoss, hat erschossen|to shoot
der|der Nutzer, -|user
die|die Stabilität|stability
verb|verringern, verringert, verringerte, hat verringert|to reduce
adj|juristisch|legal, juridical
adj|peinlich|embarrassing
die|die Anstrengung, -en|effort
der|der Nationalsozialist, -en (Nazi)|National Socialist, Nazi
verb|rechtfertigen, rechtfertigt, rechtfertigte, hat gerechtfertigt|to justify
das|das Zitat, -e|quotation, quote
die|die Anpassung, -en|adaptation
adj|kaputt|broken, ruined
die|die Menschheit|humanity
die|die Note, -n|note, grade
verb|seufzen, seufzt, seufzte, hat geseufzt|to sigh
die|die Achtung|respect
verb|ausgleichen, gleicht aus, glich aus, hat ausgeglichen|to even out, reconcile
der|der Pilot, -en|pilot
die|die Vereinbarung, -en|agreement
verb|aufbrechen, bricht auf, brach auf, hat aufgebrochen|to leave, take off, break open
das|das Labor, -e|laboratory
verb|voraussetzen, setzt voraus, setzte voraus, hat vorausgesetzt|to presuppose, take for granted
adj|divers|diverse, various
der|der Höhepunkt, -e|highlight, peak
die|die Wiese, -n|meadow
die|die Anerkennung, -en|recognition
adj|ausgeprägt|distinct, pronounced, remarkable
die|die Autobahn, -en|expressway, motorway
die|die Formulierung, -en|formulation
die|die Berücksichtigung, -en|consideration
adj|dementsprechend|accordingly
der|der Schreck, -e|fright, shock
das, die (pl)|das Weihnachten, -|Christmas
der|der Anschluss, -̈e|connection
verb|entziehen, entzieht, entzog, hat entzogen|to take away, remove, draw
die|die Reduktion, -en|reduction
das|das Schwein, -e|pig
der|der Komplex, -e|complex
conj|sofern|provided that, if
verb|anstreben, strebt an, strebte an, hat angestrebt|to aim at, strive (for), aspire to
verb|beklagen, beklagt, beklagte, hat beklagt|to complain
verb|einigen, einigt, einigte, hat geeinigt|to unite, agree
die|die Freundschaft, -en|friendship
die|die Hütte, -n|hut, cabin
der|der Mantel, -̈|coat
die|die Prognose, -n|prognosis, forecast
adj|zugehörig|belonging, corresponding
adj|analytisch|analytic
das|das Anliegen, -|request
adj|locker|loose, relaxed
adj|sonstig|other
verb|abwarten, wartet ab, wartete ab, hat abgewartet|to wait, wait out
adj|bitter|bitter
adj|permanent|permanent
das|das Abkommen, -|agreement
die|die Abstimmung, -en|vote, coordination
der|der Geschmack, -̈e|taste
adj|nachfolgen, folgt nach, folgte nach, ist nachgefolgt|following, subsequently
verb|nachfolgen, folgt nach, folgte nach, ist nachgefolgt|to follow, succeed
verb|neigen, neigt, neigte, hat geneigt|to bend, lean
die|die Rente, -n|pension, retirement
das|das Taxi, -s|taxi
adv|vorhin|a short time ago
die|die Zusammenfassung, -en|summary
die|die Disziplin, -en|discipline
der|der Aufstieg, -e|climb, rise
pron|keinerlei|no . . . at all
der|der Mond, -e|moon
adj|professionell|professional
das|das Semester, -|semester
der|der Gastgeber, -|host
adv|hinein|in, into
adj|kinetisch|kinetic
das|das Skript, -e|script, lecture notes
verb|vertreiben, vertreibt, vertrieb, hat vertrieben|to drive out, sell
adj|zugänglich|accessible
adv|zurzeit|at the moment
verb|versterben, verstirbt, verstarb, ist verstorben|to pass away
verb|zurückhalten, hält zurück, hielt zurück, hat zurückgehalten|to hold back, restrain
die|die Abweichung, -en|difference, deviation, tolerance
verb|aufsetzen, setzt auf, setzte auf, hat aufgesetzt|to put on
adj|langweilig|boring
verb|nachgehen, geht nach, ging nach, ist nachgegangen|to follow, pursue, be slow
adj|schief|crooked, not straight
die|die Wange, -n|cheek
der|der Champion, -s|champion
der|der Horizont, -e|horizon
die|die Intensität, -en|intensity
verb|korrigieren, korrigiert, korrigierte, hat korrigiert|to correct, revise
die|die Linke|left-wing party, Left Party
num|neunzig|ninety
der|der Sänger, -|singer
das|das Symptom, -e|symptom
adj|einig|agreed
die|die Auffassung, -en|point of view
prep|herum|around
das|das Kunstwerk, -e|work of art
das|das Ministerium, -en|ministry, department
der|der Österreicher, -|Austrian
adj|stellvertretend|on behalf
der|der Ursprung, -̈e|origin
adj|mündlich|oral
adj|neugierig|curious
verb|jagen, jagt, jagte, hat gejagt|to hunt
die|die Schwäche, -n|weakness
das|das Minus, -se|minus, deficit
das|das Eisen, -|iron
der|Iran|Iran
die|die Besonderheit, -en|idiosyncracy, (special) feature, unique characteristic
das|das Fett, -e|fat
verb|lenken, lenkt, lenkte, hat gelenkt|to steer, guide
verb|vorbeikommen, kommt vorbei, kam vorbei, ist vorbeigekommen|to pass
adj|cool|cool
verb|kleben, klebt, klebte, hat geklebt|to stick
die|die Unsicherheit, -en|uncertainty
verb|beinhalten, beinhaltet, beinhaltete, hat beinhaltet|to contain, include
der|Irak|Iraq
adj|virtuell|virtual
der|der Vorname, -n|first name
die|die Zeitschrift, -en|magazine, journal
verb|absetzen, setzt ab, setzte ab, hat abgesetzt|to drop off, dismiss
verb|anführen, führt an, führte an, hat angeführt|to lead, command, quote
verb|bestreiten, bestreitet, bestritt, hat bestritten|to dispute
die|die These, -n|thesis
verb|begehen, begeht, beging, hat begangen|to commit, make, celebrate
der|der Besitz, -e|property, possession
pron|etliche|quite a few
der|der Gläubiger, -|creditor, believer
adv|mitunter|from time to time
verb|rutschen, rutscht, rutschte, ist gerutscht|to slide
adj|unzählig|countless
das|das Zeug, -e|stuff
die|die Anfrage, -n|inquiry, request
verb|auswirken (sich), wirkt aus, wirkte aus, hat ausgewirkt|to have an effect
adj|effizient|efficient
verb|erarbeiten, erarbeitet, erarbeitete, hat erarbeitet|to work for/out
die|die Platte, -n|disk, record, plate
adv|siehe|see
adj|verheiratet|married
adj|vorübergehen, geht vorüber, ging vorüber, ist vorübergegangen|temporary
verb|vorübergehen, geht vorüber, ging vorüber, ist vorübergegangen|to pass by
verb|angucken, guckt an, guckte an, hat angeguckt (ankucken)|to look
adj|diskret|discreet, confidential
verb|erstaunen, erstaunt, erstaunte, ist erstaunt|to astonish
das|das Gymnasium, -en|secondary school
verb|isolieren, isoliert, isolierte, hat isoliert|to isolate, insulate
der|der Mörder, -|murderer
adj|erwachsen|adult, grown-up
adj|ökologisch|ecological, organic
adj|problematisch|problematic
die|die Substitution, -en|substitution, replacement
der|der Tipp, -s|tip, hint
verb|auffordern, fordert auf, forderte auf, hat aufgefordert|to ask, request
der|der Hügel, -|hill
der|der Kanton, -e|canton (Switzerland), province
das|Sachsen|Saxony
adj|schwanger|pregnant
der|der Status, -|status
das|das Stichwort, -̈er|cue, key word
das|das Tempo, -i|pace, speed
adj|wunderschön|wonderful, lovely
verb|grüßen, grüßt, grüßte, hat gegrüßt|to greet
der|der Weltmeister, -|world champion
der|der Duft, -̈e|(pleasant) smell, fragrance
adv|hinweg|(be) over, for (many years)
verb|aufzeigen, zeigt auf, zeigte auf, hat aufgezeigt|to show, point out
verb|ausstatten, stattet aus, stattete aus, hat ausgestattet|to furnish, provide
die|die Großmutter, -̈|grandmother
die|die Leidenschaft, -en|passion
der|der Parkplatz, -̈e|parking place
verb|formen, formt, formte, hat geformt|to form
interj|ha|ha
die|die Universitätsbibliothek, -en|university library
die|die Zusammensetzung, -en|composition
die|die Ausführung, -en|implementation, type
adj|geheim|secret
adj|rechtzeitig|punctual, in time
adj|anwesend|present
verb|brüllen, brüllt, brüllte, hat gebrüllt|to bellow, roar, shout
adj|nass|wet
der|der Quadratmeter, -|square meter
der|der Turm, -̈e|tower
die|die Beschwerde, -n|complaint
das|das Gewissen, -|conscience
adj|intelligent|intelligent
verb|stehlen, stiehlt, stahl, hat gestohlen|to steal
verb|betreuen, betreut, betreute, hat betreut|to look after, take care
die|die Rahmenbedingung, -en|prevailing condition
der|der Suizid, -e|suicide
adj|benachbart|neighboring, adjacent
adj|explizit|explicit
adv|gegebenenfalls|if necessary
adj|hintere (r, s)|rear
verb|schwingen, schwingt, schwang, hat geschwungen|to swing
verb|erleiden, erleidet, erlitt, hat erlitten|to suffer
der|der Export, -e|export
verb|kehren, kehrt, kehrte, hat gekehrt|to sweep
die|die Phantasie, -n|imagination, fantasy
das|das Verbrechen, -|crime
die|die Aktivierung, -en|activation
verb|aussuchen, sucht aus, suchte aus, hat ausgesucht|to choose
die|die Dunkelheit, -en|darkness
verb|hauen, haut, haute, hat gehauen|to hit, hew, slap
das|das Stadion, -e|stadium
die|die Übertragung, -en|transmission, broadcast
der|der Wasserstoff|hydrogen
der|der Anblick, -e|sight
verb|ausscheiden, scheidet aus, schied aus, hat ausgeschieden|to leave, retire, be eliminated
der|der Durchschnitt, -e|average
das|das Klima, -s|climate
verb|vergrößern, vergrößert, vergrößerte, hat vergrößert|to increase, extend, enlarge
die|die Grafik, -en|graphic
der|der Großteil, -e|large part, majority
die|die Motivation, -en|motivation
die|die Software, -s|software
verb|versammeln, versammelt, versammelte, hat versammelt|to assemble, gather
adj|wach|awake
der|der Hass|hatred
verb|strecken, streckt, streckte, hat gestreckt|to stretch
verb|telefonieren, telefoniert, telefonierte, hat telefoniert|to (make a telephone) call
verb|ertragen, erträgt, ertrug, hat ertragen|to bear
die|die Ferne, -n|distance
das|das Gelände, -|ground, site
das|das Grundstück, -e|plot of land
pron|wofür|for what
adv|jederzeit|anytime
adj|neutral|neutral
adj|qualitativ|qualitative
adj|feucht|damp
der|der Großvater, -̈|grandfather
die|die Lunge, -n|lung
prep|mithilfe|with the aid of
verb|umwandeln, wandelt um, wandelte um, hat umgewandelt|to convert, change
das|Baden-Württemberg|Baden-Württemberg
das|das Mittelalter|Middle Ages
die|die Sehnsucht, -̈e|longing
verb|ablegen, legt ab, legte ab, hat abgelegt|to take off, put, file
adj|furchtbar|terrible
die|die Gründung, -en|foundation, formation, establishment
der|der Architekt, -en|architect
verb|differenzieren, differenziert, differenzierte, hat differenziert|to differentiate
verb|gewährleisten, gewährleistet, gewährleistete, hat gewährleistet|to guarantee
das|das Regal, -e|shelf
der|der Rucksack, -̈e|rucksack, backpack
adj|sensibel|sensitive
die|die Vision, -en|vision
adj|vordere|front
die|die Börse, -n|stock market
die|die Orientierung, -en|orientation
verb|schweben, schwebt, schwebte, ist geschwebt|to float, hover, be in the balance
der|der Teller, -|plate
verb|unterrichten, unterrichtet, unterrichtete, hat unterrichtet|to teach
verb|absolvieren, absolviert, absolvierte, hat absolviert|to complete, graduate
verb|einbeziehen, bezieht ein, bezog ein, hat einbezogen|to include
die|die Fettsäure, -n|fatty acid
adj|herrlich|marvelous
verb|untergehen, geht unter, ging unter, ist untergegangen|to go down
die|die Einschränkung, -en|restriction
verb|erteilen, erteilt, erteilte, hat erteilt|to give
verb|hervorgehen, geht hervor, ging hervor, ist hervorgegangen|to come from, follow
verb|ignorieren, ignoriert, ignorierte, hat ignoriert|to ignore
der|der Stamm, -̈e|trunk, stem, tribe
verb|pressen, presst, presste, hat gepresst|to press
adj|radioaktiv|radioactive
adj|unsicher|uncertain
das|wiedersehen, sieht wieder, sah wieder, hat wiedergesehen|reunion
verb|wiedersehen, sieht wieder, sah wieder, hat wiedergesehen|to see again
das|das Datum, -en|date
der|der Kellner, -|waiter, waitress
die|die Kiste, -n|box, crate
verb|unterbringen, bringt unter, brachte unter, hat untergebracht|to put (up), accommodate
verb|vermögen, vermag, vermochte, hat vermocht|to be capable
adj|fröhlich|cheerful
das|das Grab, -̈er|grave
verb|motivieren, motiviert, motivierte, hat motiviert|to motivate
adj|quantitativ|quantitative
verb|spalten, spaltet, spaltete, hat gespalten|to split
das|das Vorhaben, -|plan, project
die|die Einigung, -en|agreement
adj|heimlich|secret
der|der Pilz, -e|mushroom, fungus
die|die Route, -n|route
der|der Supermarkt, -̈e|supermarket
der|der Ausgang, -̈e|exit, outcome, starting point
der|der Beschluss, -̈e|decision, resolution
die|die Bundeswehr|Armed Forces
der|der Kerl, -e|fellow, bloke
adj|mechanisch|mechanical
verb|verdoppeln, verdoppelt, verdoppelte, hat verdoppelt|to double
der|der Ausgleich, -e|balancing, compensation, change
adj|symmetrisch|symmetrical
