|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
4424|4322|verb|auswerten|auswerten, wertet aus, wertete aus, hat ausgewertet|Er wertete die Daten gründlich aus.|to evaluate, assess|to evaluate|He thoroughly evaluated the data.|verb|Ich werte die Tests meiner Schüler aus.|I’m evaluating my students’ tests.
4425|4323|verb|ersparen|ersparen, erspart, ersparte, hat erspart|Er wollte ihr den Schmerz ersparen.|to save, spare|spare|He wanted to spare her the pain.|verb|Ich erspare dir die ganze Geschichte und fasse sie kurz zusammen.|I’ll spare you the whole story and summarize it briefly.
4426|4324|adj|homogen||Eine homogene Gruppe arbeitete besser.|homogeneous|homogeneous|A homogeneous group worked better.|adjective|Weil nur Mädchen in meine Klasse gehen, sind wir eine homogene Gruppe.|Because only girls go into my class, we are a homogeneous group.
4427|4325|verb|nachkommen|nachkommen, kommt nach, kam nach, ist nachgekommen|Er kam der Aufforderung sofort nach.|to follow, come later, come after|to follow|He immediately followed the request.|verb|Geh ruhig schon mal vor, ich komme gleich nach.|Go on ahead. I’ll follow soon.
4428|4326|der|der Diabetes||Diabetes erfordert viel Disziplin.|diabetes|diabetes|Diabetes requires a lot of discipline.|noun|Mein Vater hat Diabetes und muss immer darauf achten, was er isst.|My father has diabetes and always has to watch what he eats.
4429|4327|die|die Fotografie|die Fotografien|Fotografie ist meine Leidenschaft.|photography|photography|Photography is my passion.|noun|Wir gehen am Wochenende in ein Museum für Fotografie.|We’re going to a museum of photography this weekend.
4430|4328|die|die Galerie|die Galerien|Die Galerie zeigt moderne Kunst.|gallery|gallery|The gallery showcases modern art.|noun|Heute öffnet die Galerie, in der meine Bilder zu sehen sind.|Today the gallery where you can see my pictures opens.
4431|4329|die|die Haft||Er wurde aus der Haft entlassen.|detention, confinement|detention|He was released from detention.|noun|Weil er illegale Substanzen verkauft, muss er jetzt für drei Jahre in Haft.|Because he sells illegal substances, he is now in confinement for three years.
4432|4330|die|die Malerei|die Malereien|Die Malerei im Museum ist atemberaubend.|painting|painting|The painting in the museum is breathtaking.|noun|Der Begriff “Leipziger Schule” bezeichnet eine Strömung der modernen Malerei.|The term “Leipzig School” refers to a movement in modern painting.
4433|4331|die|die Marktwirtschaft|die Marktwirtschaften|Die Marktwirtschaft prägt das Land.|market economy|market economy|The market economy shapes the country.|noun|Die Marktwirtschaft ist ein System, in dem die Produktion durch Angebot und Nachfrage geregelt wird.|The market economy is a system in which production is regulated by supply and demand.
4434|4332|die|die Maske|die Masken|Die Maske verdeckte sein Gesicht.|mask|mask|The mask covered his face.|noun|Die Ärzte tragen während der Operation Masken, um sich und den Patienten vor Bakterien zu schützen.|The doctors wear masks during the operation to protect themselves and the patient from bacteria.
4435|4333|interj|mmh||Mmh, das schmeckt richtig gut!|mmh|mmh|Mmh, that tastes really good!|interjection|Mmh, schmeckt das gut!|Mmh, this tastes good!
4436|4334|die|die Präsentation|die Präsentationen|Die Präsentation verlief reibungslos.|presentation|presentation|The presentation went smoothly.|noun|Am Montag halte ich eine Präsentation an der Universität.|On Monday I’m giving a presentation at the university.
4437|4335|adj|unerträglich||Die unerträgliche Hitze raubte den Atem.|unbearable, intolerable|unbearable|The unbearable heat took our breath away.|adjective|Marianna spricht so laut, das ist für mich unerträglich.|Marianna speaks so loudly; it’s unbearable for me.
4438|4336|verb|zerreißen|zerreißen, zerreißt, zerriss, hat zerrissen|Sie hat den Brief vor Wut zerrissen.|to tear (up, to pieces)|to tear to pieces|She tore the letter to pieces in anger.|verb|Ich zerreiße seinen Brief, weil ich noch wütend bin.|I’m tearing up his letter because I’m still angry.
4439|4337|adj|zwangsläufig||Die Entscheidung war zwangsläufig.|inevitable|inevitable|The decision was inevitable.|adjective|Wenn Ben noch einmal etwas stiehlt, kommt er zwangsläufig ins Gefängnis.|If Ben steals something again, he’s inevitably going to prison.
4440|4338|verb|betrinken (sich)|betrinken (sich), betrinkt, betrank, hat betrunken|Er hat sich gestern betrunken.|to get drunk|to get drunk|He got drunk yesterday.|verb|Weil er sich jeden Abend mit Bier betrinkt, schickt seine Frau ihn in Therapie.|Because he gets drunk with beer every night, his wife sends him to therapy.
4441|4339|die|die Furcht||Die Furcht vor dem Unbekannten ist groß.|fear|fear|The fear of the unknown is great.|noun|Ich habe große Furcht vor der kommenden Prüfung.|I have great fear of the coming test.
4442|4340|das|das Klavier|die Klaviere|Das Klavier steht im Wohnzimmer.|piano|piano|The piano is in the living room.|noun|Ich spiele viele Instrumente, darunter auch Klavier.|I play many instruments, including piano.
4443|4341|adj|kommunal||Kommunale Wahlen stehen bevor.|municipal|municipal|Municipal elections are upcoming.|adjective|Morgen sind kommunale Wahlen in meiner Stadt.|There are municipal elections in my town tomorrow.
4444|4342|der|der Landkreis|die Landkreise|Der Landkreis investiert in Bildung.|district|district|The district invests in education.|noun|Jedes Bundesland in Deutschland ist in mehrere Landkreise unterteilt.|Each federal state in Germany is divided into several districts.
4445|4343|die|die Meisterschaft|die Meisterschaften|Die Meisterschaft wurde hart umkämpft.|championship|championship|The championship was fiercely contested.|noun|Dieses Jahr spielt mein Team endlich wieder um die Meisterschaft.|This year my team is finally playing for the championship again.
4446|4344|der|der Neubau|die Neubauten|Der Neubau beginnt im nächsten Jahr.|new building|new building|The new building starts next year.|noun|Ich lebe in einem Neubau in einer schönen Wohnung.|I live in a new building in a nice apartment.
4447|4345|verb|schädigen|schädigen, schädigt, schädigte, hat geschädigt|Das Rauchen schädigt die Lunge.|to damage|to damage|Smoking damages the lungs.|verb|Manfred schädigt seine Familie finanziell, indem er viel Geld an der Börse verliert.|Manfred damages his family financially by losing a lot of money on the stock market.
4448|4346|die|die Schau|die Schauen|Die Schau zog viele Besucher an.|show|show|The show attracted many visitors.|noun|Unsere Nachbarin stellt jeden Tag ihre schönen Hunde zur Schau.|Our neighbor puts her beautiful dogs on show every day.
4449|4347|verb|unterstreichen|unterstreichen, unterstreicht, unterstrich, hat unterstrichen|Er unterstreicht die wichtige Passage.|to underline, emphasize|emphasize|He emphasizes the important passage.|verb|Der Lehrer unterstreicht die wichtigen Wörter.|The teacher underlines the important words.
4450|4348|verb|vorziehen|vorziehen, zieht vor, zog vor, hat vorgezogen|Sie zieht es vor, allein zu reisen.|to prefer|to prefer|She prefers to travel alone.|verb|Abends ziehe ich es vor, wenig zu essen, damit ich gut schlafen kann.|In the evening I prefer to eat little so I can sleep well.
4451|4349|die|die Bande|die Banden|Die Bande plante den Überfall.|gang, mob, clique|gang|The gang planned the robbery.|noun|Durch den Zeugen kann die Polizei die gesamte kriminelle Bande fangen.|The witness enables the police to catch the entire criminal gang.
4452|4350|adj|behindert||Er hilft seinem behinderten Bruder.|handicapped|handicapped|He helps his handicapped brother.|adjective|Seit dem Unfall bin ich behindert und auf Hilfe angewiesen.|Since the accident, I’ve been handicapped and dependent on help.
4453|4351|die|die Bemühung|die Bemühungen|Ihre Bemühungen wurden belohnt.|effort|effort|Her efforts were rewarded.|noun|Danke für deine Bemühungen, mich zu beruhigen, aber ich habe immer noch Angst.|Thank you for your efforts to reassure me, but I’m still scared.
4454|4352|die|die Besetzung|die Besetzungen|Die Besetzung wechselt häufig.|occupation, cast, line-up|cast|The cast changes frequently.|noun|Besonders gut gefällt mir die Besetzung des Theaterstücks.|I particularly like the cast of the play.
4455|4353|das|das Bündel|die Bündel|Das Bündel war schwer zu tragen.|bundle, bunch|bundle|The bundle was hard to carry.|noun|Das Bündel Sachen bringe ich morgen noch weg.|I’ll take that bundle of things away tomorrow.
4456|4354|verb|dämpfen|dämpfen, dämpft, dämpfte, hat gedämpft|Er dämpfte die Erwartungen vorsichtig.|to dampen, dim|to dampen|He cautiously dampened expectations.|verb|Der Teppich dämpft das Geräusch unserer Schritte.|The carpet dampens the sound of our steps.
4457|4355|die|die FPÖ (Freiheitliche Partei Österreichs)||Die FPÖ hat ihren Kandidaten gewählt.|FPÖ|FPÖ|The FPÖ has chosen its candidate.|noun|Die Partei FPÖ wurde 1956 in Österreich gegründet.|The FPÖ party was founded in Austria in 1956.
4458|4356|das|das Gift|die Gifte|Das Gift wurde im Wasser gefunden.|poison|poison|The poison was found in the water.|noun|Die Tiere im Wald sterben an dem Gift, das aus der Fabrik in den Fluss gelangt.|The animals in the forest die of the poison that enters the river from the factory.
4459|4357|der|der Knopf|die Knöpfe|Der Knopf fällt von der Jacke.|button|button|The button falls off the jacket.|noun|An meiner Jacke sind fünf Knöpfe.|There are five buttons on my jacket.
4460|4358|das|das Lebensjahr|die Lebensjahre|Er hat das 30. Lebensjahr erreicht.|year (of one’s life)|year (of one’s life)|He has reached his 30th year.|noun|Ich habe heute Geburtstag und feiere den Beginn eines neuen Lebensjahres.|Today is my birthday and I’m celebrating the beginning of a new year.
4461|4359|die|die News||Die News verbreiten sich schnell.|news|news|The news spreads quickly.|noun|Ich lese immer die aktuellen News in der Zeitung.|I always read the latest news in the newspaper.
4462|4360|das|das Profil|die Profile|Das Profil zeigt klare Kanten.|profile|profile|The profile shows clear edges.|noun|Wenn du deinen Kopf drehst, können alle dein schönes Profil sehen.|If you turn your head, everyone can see your beautiful profile.
4463|4361|die|die Siedlung|die Siedlungen|Die Siedlung liegt am Stadtrand.|settlement, estate|settlement|The settlement is on the outskirts of town.|noun|In meiner Stadt wird eine neue Siedlung gebaut.|A new settlement is being built in my town.
4464|4362|adj|signifikant||Die Unterschiede sind signifikant.|significant|significant|The differences are significant.|adjective|Die Ergebnisse unterscheiden sich signifikant voneinander.|The results differ significantly.
4465|4363|die|die Stellungnahme|die Stellungnahmen|Die Stellungnahme klärte viele Fragen.|opinion, statement|statement|The statement clarified many questions.|noun|Um das Verbrechen aufzuklären, muss ich bei meinem Anwalt eine Stellungnahme abgeben.|To clarify the crime, I have to submit a statement to my lawyer.
4466|4364|der|der Sturz|die Stürze|Der Sturz vom Fahrrad war schmerzhaft.|fall|fall|The fall from the bike was painful.|noun|Das Kind überlebt den Sturz aus dem Fenster.|The child survives the fall out the window.
4467|4365|adj|unbewusst||Er war sich unbewusst der Gefahr.|unconscious|unconscious|He was unconscious of the danger.|adjective|Vieles im Gehirn passiert unbewusst.|A lot happens unconsciously in the brain.
4468|4366|der|der Verstoß|die Verstöße|Der Verstoß blieb nicht unbemerkt.|violation|violation|The violation did not go unnoticed.|noun|Ein Verstoß gegen die Regeln wird bestraft.|Any violation of the rules will be punished.
4469|4367|adj|voraussichtlich||Das voraussichtliche Ergebnis ist klar.|probable, presumable|probable|The probable outcome is clear.|adjective|Ich bin voraussichtlich morgen mit meiner Arbeit fertig.|I’ll probably finish my work tomorrow.
4470|4368|verb|würdigen|würdigen, würdigt, würdigte, hat gewürdigt|Er würdigt ihre Leistung im Projekt.|to appreciate, pay tribute|to appreciate|He appreciates her performance in the project.|verb|Mit diesem Gedicht würdigt der Dichter seine Geliebte.|With this poem, the poet pays tribute to his lover.
4471|4369|verb|zurückweisen|zurückweisen, weist zurück, wies zurück, hat zurückgewiesen|Der Antrag wurde zurückgewiesen.|to reject|to reject|The application was rejected.|verb|Pia weist mich zurück, als ich ihr meine Liebe gestehe.|Pia rejects me as I confess my love for her.
4472|4370|der|der Abfall|die Abfälle|Der Abfall wurde in die Tonne geworfen.|waste, trash|waste|The waste was thrown into the bin.|noun|Ich bringe immer den Abfall runter, wenn ich das Haus verlasse.|I always take the trash down when I leave the house.
4473|4371|der|der Demokrat|die Demokraten|Der Demokrat verteidigt seine Werte.|democrat|democrat|The democrat defends his values.|noun|In den USA gibt es zwei große Parteien: die Republikaner und die Demokraten.|There are two major parties in the USA: the Republicans and the Democrats.
4474|4372|der|der Katalysator|die Katalysatoren|Der Katalysator reduziert Emissionen.|catalyst|catalyst|The catalyst reduces emissions.|noun|Durch einen Katalysator wird eine chemische Reaktion beschleunigt.|A chemical reaction is accelerated by a catalyst.
4475|4373|die|die Piste|die Pisten|Die Piste war für Anfänger geeignet.|slope|slope|The slope was suitable for beginners.|noun|Im Winter fahre ich regelmäßig die Piste runter.|In winter I ski down the slope regularly.
4476|4374|der|der Senat|die Senate|Der Senat berät über das neue Gesetz.|senate|senate|The senate deliberates on the new law.|noun|Die Regierungen in Berlin, Hamburg und Bremen nennt man Senat.|The governments in Berlin, Hamburg, and Bremen are called a Senate.
4477|4375|die|die Stasi (Staatssicherheitsdienst)||Die Stasi war in der DDR aktiv.|state security service|state security service|The Stasi was active in East Germany.|noun|Die Stasi überwachte in der DDR die Bürger.|The state security service watched the citizens in the GDR.
4478|4376|verb|streicheln|streicheln, streichelt, streichelte, hat gestreichelt|Sie streichelte die Katze sanft.|to pet|to pet|She gently petted the cat.|verb|Heute kannst du meinen Hund nicht streicheln, er ist krank.|Today you can’t pet my dog; he’s sick.
4479|4377|adj|überlegen||Er ist ihm überlegen im Schach.|superior|superior|He is superior to him in chess.|adjective|Tino ist mir in seiner Intelligenz überlegen.|Tino is superior to me in his intelligence.
4480|4378|verb|ausfüllen|ausfüllen, füllt aus, füllte aus, hat ausgefüllt|Er füllte das Formular korrekt aus.|to fill out|to fill out|He filled out the form correctly.|verb|Ohne Hilfe kann ich das Dokument nicht richtig ausfüllen.|Without help I can’t fill out the document correctly.
4481|4379|die|die Betreuung|die Betreuungen|Die Betreuung der Kinder ist gesichert.|care|care|The care of the children is secured.|noun|Seit gestern übernehme ich die Betreuung meiner Oma, da sie sehr krank ist.|Since yesterday I have been taking care of my grandma, because she is very ill.
4482|4380|verb|eintreffen|eintreffen, trifft ein, traf ein, ist eingetroffen|Die Gäste treffen gegen Abend ein.|to arrive, come true, happen|to arrive|The guests will arrive around evening.|verb|Ich warte hier auf dich, bis dein Zug eintrifft.|I’ll wait here until your train arrives.
4483|4381|der|der Kuchen|die Kuchen|Der Kuchen schmeckte wunderbar süß.|cake|cake|The cake tasted wonderfully sweet.|noun|Zum Geburtstag backt mir mein Bruder immer einen leckeren Kuchen.|For my birthday, my brother always bakes me a delicious cake.
4484|4382|der|der Nachwuchs||Der Nachwuchs gedeiht prächtig.|offspring, new generation|offspring|The offspring is thriving splendidly.|noun|Ich wünsche euch alles Gute zu eurem Nachwuchs und hoffe, dass das Kind gesund ist.|I wish you all the best for your offspring and hope that the child is healthy.
4485|4383|verb|plädieren|plädieren, plädiert, plädierte, hat plädiert|Der Anwalt plädierte auf Unschuld.|to plead, make one’s case|to plead|The lawyer pleaded for innocence.|verb|Am Ende der Verhandlung plädieren Staatsanwalt und Anwalt, bevor der Richter eine Entscheidung trifft.|At the end of the trial, the prosecutor and the lawyer make their case before the judge makes a decision.
4486|4384|verb|trösten|trösten, tröstet, tröstete, hat getröstet|Er tröstet sie nach dem Verlust.|to comfort|to comfort|He comforts her after the loss.|verb|Wenn du traurig bist, komm zu mir und ich tröste dich.|If you’re sad, come to me and I’ll comfort you.
4487|4385|die|die Ungleichheit|die Ungleichheiten|Die Ungleichheit der Einkommen wächst.|inequality, dissimilarity|inequality|Income inequality is growing.|noun|Wegen unserer Ungleichheit denkt niemand, dass wir Verwandte sind.|Because of our dissimilarity, no one thinks we’re relatives.
4488|4386|der|der Verteidiger|die Verteidiger|Der Verteidiger blockte den Angriff.|defender, defense counsel|defender|The defender blocked the attack.|noun|Vor Gericht braucht man einen Verteidiger.|You need counsel in court.
4489|4387|das|das Center|die Center|Das Center öffnet um zehn Uhr.|center|center|The center opens at ten o’clock.|noun|Am Stadtrand eröffnet ein neues Center zum Einkaufen.|A new center opens on the outskirts of the city.
4490|4388|der|der Halt|die Halte|Der Bus machte einen kurzen Halt.|stop, hold|stop|The bus made a short stop.|noun|Der Zug macht fünf Minuten Halt in Amsterdam.|The train makes a five-minute stop in Amsterdam.
4491|4389|das|das Handwerk|die Handwerke|Das Handwerk hat eine lange Tradition.|craft, trade|craft|The craft has a long tradition.|noun|Ich lerne ein Handwerk, damit ich leichter einen Job finden kann.|I’m learning a craft so I can find a job more easily.
4492|4390|adj|humanitär||Sie leisteten humanitäre Hilfe.|humanitarian|humanitarian|They provided humanitarian aid.|adjective|Ich arbeite in einer humanitären Organisation, weil ich Menschen helfen möchte.|I work in a humanitarian organization because I want to help people.
4493|4391|das|das Intervall|die Intervalle|Das Intervall wiederholt sich oft.|interval|interval|The interval repeats frequently.|noun|Du musst die Intervalle deiner Schmerzen messen, um zu wissen, ob das Baby kommt.|You have to measure the intervals of your labor pains to know if the baby is coming.
4494|4392|adj|naiv||Das naive Kind vertraute jedem.|naive|naive|The naive child trusted everyone.|adjective|Du bist naiv, wenn du anderen Menschen glaubst, ohne selbst nachzudenken.|You’re naive when you believe other people without thinking for yourself.
4495|4393|der|der Rentner|die Rentner|Der Rentner genießt den Ruhestand.|pensioner|pensioner|The pensioner enjoys retirement.|noun|Als Rentner ziehe ich in ein anderes Land und genieße mein Leben ohne Arbeit.|As a pensioner I move to another country and enjoy my life without work.
4496|4394|die|die Skala|die Skalen|Die Skala reicht von eins bis zehn.|scale, dial, range|scale|The scale ranges from one to ten.|noun|Auf einer Skala von eins bis zehn, wie stark sind deine Schmerzen?|On a scale of one to ten, how much pain are you in?
4497|4395|adv|sogleich||Sogleich begann die Musik zu spielen.|immediately|immediately|Immediately, the music started playing.|adverb|Ich fahre sogleich zu dir, wenn ich Zeit habe.|I’ll drive to your place immediately if I have time.
4498|4396|das|das Substantiv|die Substantive|Ein Substantiv kann eine Sache benennen.|noun|noun|A noun can name a thing.|noun|Ein Substantiv bezeichnet eine Person, eine Sache oder ein Tier.|A noun refers to a person, thing, or animal.
4499|4397|das|das Testament|die Testamente|Das Testament wurde vorgelesen.|will|will|The will was read aloud.|noun|Ich habe ein Testament, um zu regeln, was nach meinem Tod passiert.|I have a will to settle what happens after I die.
4500|4398|die|die Algebra|die Algebren|Die Algebra ist Teil der Mathematik.|algebra|algebra|Algebra is part of mathematics.|noun|In der Mathematik beschäftige ich mich am liebsten mit Algebra.|My favorite field of mathematics is algebra.
4501|4399|verb|befördern|befördern, befördert, beförderte, hat befördert|Sie haben Waren durchs Land befördert.|to transport|to transport|They transported goods across the country.|verb|Der Bus befördert täglich Menschen.|The bus transports people every day.
4502|4400|die|die Box|die Boxen|Die Box spielte die ganze Nacht Musik.|speaker, pit, stall|speaker|The speaker played music all night long.|noun|Mein Pferd steht in einer sehr großen Box.|My horse stands in a very large stall.
4503|4401|adj|gänzlich||Die Entscheidung war gänzlich falsch.|entirely|entirely|The decision was entirely wrong.|adjective|Ich bin gänzlich deiner Meinung.|I entirely agree with you.
4504|4402|das|das Gremium|die Gremien|Das Gremium trifft die Entscheidung.|committee|committee|The committee makes the decision.|noun|Es gibt ein Gremium, das entscheidet, wo ich arbeite.|There is a committee that decides where I work.
4505|4403|adv|hinunter||Er kletterte langsam hinunter.|down|down|He climbed down slowly.|adverb|Wir fahren mit dem Auto einen Berg hinunter.|We’ll drive our car down a hill.
4506|4404|adv|soeben||Ich habe den Unfall soeben gesehen.|just|just|I just saw the accident.|adverb|Ich habe soeben erfahren, dass ich Vater werde.|I just found out I’m going to be a father.
4507|4405|die|die Sportart|die Sportarten|Diese Sportart erfordert Ausdauer.|(type of) sport, discipline|(type of) sport|This sport requires endurance.|noun|Ich mag alle Sportarten, aber besonders Fußball.|I like all types of sports, but especially soccer.
4508|4406|das|Tirol||Tirol ist bekannt für seine Berge.|Tyrol|Tyrol|Tyrol is famous for its mountains.|noun|Wir machen dieses Jahr Urlaub in Tirol.|This year we are on vacation in Tyrol.
4509|4407|die|die Zuordnung|die Zuordnungen|Die Zuordnung der Aufgaben ist abgeschlossen.|classification, assignment|assignment|The assignment of tasks is complete.|noun|Die Zuordnung zu einer Gruppe erfolgt durch einen Test.|Assignment to a group happens via a test.
4510|4408|adj|asiatisch||Das asiatische Gericht war sehr scharf.|Asian|Asian|The Asian dish was very spicy.|adjective|Ich kenne ein sehr gutes asiatisches Restaurant.|I know a very good Asian restaurant.
4511|4409|die|die Biografie|die Biografien|Die Biografie wurde veröffentlicht.|biography|biography|The biography was published.|noun|Weil ich ein spannendes Leben habe, schreibe ich eine Biografie.|Because I have an exciting life, I’m writing a biography.
4512|4410|adj|blutig||Nach dem Unfall war die Straße blutig.|bloody|bloody|After the accident, the street was bloody.|adjective|Paul schlägt Michael die Nase blutig.|Paul punches Michael’s nose bloody.
4513|4411|der|der Erwerb|die Erwerbe|Der Erwerb des Hauses war teuer.|acquisition, purchase|acquisition|The acquisition of the house was expensive.|noun|Der Erwerb einer neuen Sprache ist nicht einfach.|The acquisition of a new language is not easy.
4514|4412|das|das Hindernis|die Hindernisse|Das Hindernis wurde überwunden.|obstacle|obstacle|The obstacle was overcome.|noun|Es ist für mich ein Hindernis, für einen neuen Job in eine andere Stadt zu ziehen.|It’s an obstacle for me to move to another city for a new job.
4515|4413|adv|inwieweit||Inwieweit das stimmt, bleibt offen.|to what extent|to what extent|To what extent this is true remains open.|adverb|Wir überlegen, inwieweit die politische Situation verbessert werden kann.|We are considering to what extent the political situation can be improved.
4516|4414|adj|römisch||Das römische Reich war mächtig.|Roman|Roman|The Roman Empire was powerful.|adjective|Oft sieht man an alten Gebäuden noch römische Zahlen.|Often you can still see Roman numbers on old buildings.
4517|4415|adv|weitaus||Das ist weitaus besser als erwartet.|much, far|much|That is much better than expected.|adverb|Weitaus weniger Menschen als früher gründen heute noch eine große Familie.|Far fewer people than in the past are starting a large family today.
4518|4416|die|die Wiedervereinigung|die Wiedervereinigungen|Die Wiedervereinigung war historisch.|reunification|reunification|The reunification was historic.|noun|Im Jahr 1990 kam es in Deutschland zur Wiedervereinigung von Ost und West.|The reunification of East and West took place in Germany in 1990.
4519|4417|die|die Abfahrt|die Abfahrten|Die Abfahrt des Zuges wurde angekündigt.|departure|departure|The departure of the train was announced.|noun|Ich warte auf die Abfahrt des Zuges.|I’m waiting for the departure of the train.
4520|4418|die|die Anleihe|die Anleihen|Er hat eine Anleihe aufgenommen.|loan, bond, borrowing|loan|He took out a loan.|noun|Manche Anleihen kann man kündigen.|Some bonds can be terminated.
4521|4419|adj|auswärtig||Die auswärtigen Gäste reisten an.|external|external|The external guests arrived.|adjective|Heute hat sie viele auswärtige Termine und fährt deswegen mit dem Auto zur Arbeit.|Today she has many external appointments and therefore goes to work by car.
4522|4420|adj|elastisch||Das Material ist ziemlich elastisch.|elastic|elastic|The material is quite elastic.|adjective|Meine Hosen bestehen immer aus elastischem Material.|My pants are always made of elastic material.
4523|4421|verb|entkommen|entkommen, entkommt, entkam, ist entkommen|Der Dieb entkommt der Polizei knapp.|to escape|to escape|The thief narrowly escapes the police.|verb|Ich konnte der Polizei im letzten Moment entkommen.|I escaped the police at the last moment.
4524|4422|der|der Herausgeber|die Herausgeber|Der Herausgeber entschied das Layout.|publisher|publisher|The publisher decided the layout.|noun|Der Herausgeber einer Zeitung trifft für diese die wichtigsten Entscheidungen.|The publisher of a newspaper makes the most important decisions for the newspaper.
4525|4423|das|das Kinn|die Kinne|Er kratzte sich nachdenklich am Kinn.|chin|chin|He scratched his chin thoughtfully.|noun|Kilian ist vierzehn und hat schon ein paar Haare am Kinn.|Kilian is 14 and already has a few hairs on his chin.
4526|4424|verb|nahelegen|nahelegen, legt nahe, legte nahe, hat nahegelegt|Die Daten nahelegen etwas anderes.|to suggest|to suggest|The data suggest something else.|verb|Ich lege dir nahe, das Haus nicht zu kaufen, weil es zu teuer ist.|I suggest that you not buy the house because it’s too expensive.
4527|4425|die|die Naturwissenschaft|die Naturwissenschaften|Sie studiert Naturwissenschaft.|natural science|natural science|She studies natural science.|noun|In der Schule interessiere ich mich am meisten für die Naturwissenschaften.|At school I am most interested in the natural sciences.
4528|4426|prep|seitens||Seitens der Regierung gab es Kritik.|by, on the part of|by|There was criticism by the government.|preposition|Die Reaktionen seitens des Publikums zeigen, dass es ihnen gefällt.|The reactions on the part of the audience show that they like it.
4529|4427|adj|verbal||Es kam zu einem verbalen Streit.|verbal|verbal|A verbal argument ensued.|adjective|Ich kann meine Gefühle nicht verbal ausdrücken.|I can’t express my feelings verbally.
4530|4428|die|die Versuchsperson|die Versuchspersonen|Die Versuchsperson wurde untersucht.|test subject|test subject|The test subject was examined.|noun|Für einen Test brauchen wir noch fünf Versuchspersonen.|We need five more test subjects for one test.
4531|4429|die|die Wanderung|die Wanderungen|Die Wanderung führt durch den Wald.|hike|hike|The hike leads through the forest.|noun|Im Urlaub unternehmen wir eine Wanderung durch die Alpen.|On vacation, we make a hike through the Alps.
4532|4430|der|der Zeigefinger|die Zeigefinger|Er hob den Zeigefinger zur Warnung.|index finger|index finger|He raised his index finger as a warning.|noun|Der Zeigefinger ist der zweite Finger an der Hand.|The index finger is the second finger on the hand.
4533|4431|adv|zwischendurch||Er trinkt zwischendurch einen Kaffee.|occasionally, in between|occasionally|He drinks a coffee occasionally.|adverb|Um Gewicht zu verlieren, esse ich nichts mehr zwischendurch.|To lose weight, I don’t eat anything in between.
4534|4432|der|der Autofahrer|die Autofahrer|Der Autofahrer hielt an der roten Ampel.|driver, motorist|driver|The driver stopped at the red light.|noun|Trotz der großen Belastung für die Umwelt gibt es in Deutschland immer mehr Autofahrer.|Despite the great burden on the environment, there are more and more motorists in Germany.
4535|4433|verb|benehmen|benehmen, benimmt, benahm, hat benommen|Er benimmt sich immer sehr höflich.|to behave|to behave|He always behaves very politely.|verb|Ich möchte, dass sich meine Kinder in der Öffentlichkeit benehmen.|I want my children to behave in public.
4536|4434|der|der Einzelfall|die Einzelfälle|Das ist kein gewöhnlicher Einzelfall.|individual case|individual case|This is not an ordinary individual case.|noun|Jenny ist kein Einzelfall, auch andere Mädchen können gut Fußball spielen.|Jenny is not an individual case; other girls can also play soccer well.
4537|4435|adj|gängig||Das ist eine gängige Praxis in Büros.|common|common|That is a common practice in offices.|adjective|Ich lese für morgen die gängige Literatur zu diesem Thema.|I’m reading the common literature on the subject for tomorrow.
4538|4436|der|der Jäger|die Jäger|Der Jäger pirschte sich lautlos an.|hunter|hunter|The hunter silently stalked his prey.|noun|Nur Jäger dürfen auf Tiere schießen.|Only hunters are allowed to shoot at animals.
4539|4437|adj|kommunikativ||Er ist ein sehr kommunikativer Mensch.|communicative|communicative|He is a very communicative person.|adjective|Till ist ein sehr kommunikatives Kind, er redet den ganzen Tag.|Till is a very communicative child, he talks all day.
4540|4438|der|der Kongress|die Kongresse|Der Kongress fand in Berlin statt.|congress, convention|congress|The congress took place in Berlin.|noun|Ich fahre am Wochenende auf einen Kongress zum Thema Umwelt.|I’m going to a congress on the environment this weekend.
4541|4439|adj|letztere|letzterer, letztere, letzteres|Er wählte die letztere Option.|latter|latter|He chose the latter option.|adjective|Tatjana mag Katzen und Hunde, aber letztere am meisten.|Tatjana likes cats and dogs, but the latter the most.
4542|4440|adv|nebeneinander||Die Häuser stehen nebeneinander.|side by side, next to each other|side by side|The houses stand side by side.|adverb|Meine Großeltern laufen immer noch nebeneinander und halten sich an den Händen.|My grandparents still walk next to each other and hold hands.
4543|4441|die|die Passage|die Passagen|Die Passage war eng und dunkel.|passage|passage|The passage was narrow and dark.|noun|Diese Passage aus dem Buch gefällt mir besonders gut.|I particularly like this passage from the book.
4544|4442|verb|strömen|strömen, strömt, strömte, ist geströmt|Menschen strömten auf die Straßen.|to flow|to flow|People flowed onto the streets.|verb|Das Blut strömt durch den Körper.|Blood flows through the body.
4545|4443|adj|zeitgenössisch||Er nutzt ein zeitgenössisches Konzept.|contemporary|contemporary|He uses a contemporary concept.|adjective|Ich arbeite in einem Museum für zeitgenössische Kunst.|I work in a museum of contemporary art.
4546|4444|verb|zerbrechen|zerbrechen, zerbricht, zerbrach, hat zerbrochen|Das Glas ist in Stücke zerbrochen.|to break, shatter|to break|The glass broke into pieces.|verb|Wenn du den Spiegel fallen lässt, zerbricht er.|If you drop the mirror, it shatters.
